Date,Age-0to17,Age-18to64,Age-65older,Race-AmericanIndianAlaskaNative,Race-Asian,Race-Black,Race-Hispanic,Race-Hawaiian,Race-White,Sex-Female,Sex-Male,Sex-Other
5/18/21,165037,933850,130411,1996,60465,50371,655243,5002,137132,628376,586254,1539
5/19/21,165078,933997,130434,1996,60477,50400,655383,5002,137174,628476,586352,1539
5/20/21,165119,934151,130459,1996,60496,50430,655480,5002,137217,628595,586451,1539
5/21/21,165207,934440,130495,1997,60525,50476,655652,5006,137304,628808,586655,1539
5/22/21,165242,934564,130511,1997,60528,50493,655711,5007,137327,628887,586740,1539
5/23/21,165263,934666,130526,1997,60533,50505,655763,5007,137347,628944,586818,1539
5/24/21,165281,934795,130540,1997,60547,50546,655852,5008,137398,629050,586887,1539
5/25/21,165305,934906,130556,1997,60553,50571,655935,5009,137432,629133,586954,1539
5/26/21,165648,937640,131477,2002,60786,50963,657828,5020,138015,630627,588570,1539
5/27/21,165692,937761,131493,2002,60791,50986,657900,5022,138048,630729,588639,1539
5/28/21,165727,937906,131508,2004,60796,51001,657953,5024,138074,630833,588728,1539
5/29/21,165752,938033,131522,2004,60806,51015,658001,5027,138094,630917,588787,1539
5/30/21,165775,938171,131533,2004,60814,51032,658070,5027,138117,631013,588859,1539
5/31/21,165798,938248,131540,2006,60819,51056,658147,5027,138144,631087,588909,1539
6/1/21,165819,938304,131551,2006,60822,51083,658199,5027,138163,631133,588955,1539
6/2/21,165845,938448,131564,2006,60832,51103,658287,5029,138189,631230,589043,1539
6/3/21,165867,938593,131583,2006,60839,51132,658351,5030,138220,631319,589132,1539
6/4/21,165903,938772,131601,2006,60840,51159,658445,5031,138272,631429,589241,1539
6/5/21,165948,938918,131613,2006,60847,51180,658530,5033,138300,631503,589346,1539
6/6/21,165974,939016,131622,2006,60850,51200,658574,5033,138327,631566,589413,1539
6/7/21,166004,939119,131636,2007,60860,51238,658652,5033,138373,631640,589493,1539
6/8/21,166039,939235,131654,2007,60870,51260,658720,5033,138404,631726,589557,1539
6/9/21,166060,939367,131668,2007,60879,51279,658816,5034,138446,631809,589646,1539
6/10/21,166087,939487,131682,2007,60886,51308,658890,5036,138467,631906,589707,1539
6/11/21,166153,939718,131759,2007,60915,51358,659059,5042,138529,632120,589880,1539
6/12/21,166183,939859,131778,2007,60917,51374,659124,5043,138557,632221,589958,1539
