,Date,variable,value
762,2021-02-11,Age-18to64,5121
763,2021-02-12,Age-18to64,5171
764,2021-02-13,Age-18to64,5202
765,2021-02-14,Age-18to64,5211
766,2021-02-15,Age-18to64,5247
767,2021-02-16,Age-18to64,5297
768,2021-02-17,Age-18to64,5339
769,2021-02-18,Age-18to64,5380
770,2021-02-19,Age-18to64,5411
771,2021-02-20,Age-18to64,5453
772,2021-02-21,Age-18to64,5463
773,2021-02-22,Age-18to64,5511
774,2021-02-23,Age-18to64,5549
775,2021-02-24,Age-18to64,5760
776,2021-02-25,Age-18to64,5807
777,2021-02-26,Age-18to64,5830
778,2021-02-27,Age-18to64,5868
779,2021-02-28,Age-18to64,5876
780,2021-03-01,Age-18to64,5901
781,2021-03-02,Age-18to64,5929
782,2021-03-03,Age-18to64,5954
783,2021-03-04,Age-18to64,6003
784,2021-03-05,Age-18to64,6030
785,2021-03-06,Age-18to64,6036
786,2021-03-07,Age-18to64,6044
787,2021-03-08,Age-18to64,6055
788,2021-03-09,Age-18to64,6089
789,2021-03-10,Age-18to64,6111
790,2021-03-11,Age-18to64,6137
791,2021-03-12,Age-18to64,6150
792,2021-03-13,Age-18to64,6170
793,2021-03-14,Age-18to64,6170
794,2021-03-15,Age-18to64,6182
795,2021-03-16,Age-18to64,6196
796,2021-03-17,Age-18to64,6228
797,2021-03-18,Age-18to64,6248
798,2021-03-19,Age-18to64,6264
799,2021-03-20,Age-18to64,6269
800,2021-03-21,Age-18to64,6272
801,2021-03-22,Age-18to64,6299
802,2021-03-23,Age-18to64,6317
803,2021-03-24,Age-18to64,6330
804,2021-03-25,Age-18to64,6343
805,2021-03-26,Age-18to64,6353
806,2021-03-27,Age-18to64,6352
807,2021-03-28,Age-18to64,6355
808,2021-03-29,Age-18to64,6365
809,2021-03-30,Age-18to64,6374
810,2021-03-31,Age-18to64,6365
811,2021-04-01,Age-18to64,6395
812,2021-04-02,Age-18to64,6406
813,2021-04-03,Age-18to64,6405
814,2021-04-04,Age-18to64,6406
815,2021-04-05,Age-18to64,6413
816,2021-04-06,Age-18to64,6426
817,2021-04-07,Age-18to64,6435
818,2021-04-08,Age-18to64,6447
819,2021-04-09,Age-18to64,6462
820,2021-04-10,Age-18to64,6467
821,2021-04-11,Age-18to64,6469
822,2021-04-12,Age-18to64,6472
823,2021-04-13,Age-18to64,6483
824,2021-04-14,Age-18to64,6492
825,2021-04-15,Age-18to64,6500
826,2021-04-16,Age-18to64,6510
827,2021-04-17,Age-18to64,6522
828,2021-04-18,Age-18to64,6524
829,2021-04-19,Age-18to64,6530
830,2021-04-20,Age-18to64,6541
831,2021-04-21,Age-18to64,6551
832,2021-04-22,Age-18to64,6552
833,2021-04-23,Age-18to64,6559
834,2021-04-24,Age-18to64,6559
835,2021-04-25,Age-18to64,6560
836,2021-04-26,Age-18to64,6562
837,2021-04-27,Age-18to64,6571
838,2021-04-28,Age-18to64,6580
839,2021-04-29,Age-18to64,6585
840,2021-04-30,Age-18to64,6590
841,2021-05-01,Age-18to64,6594
842,2021-05-02,Age-18to64,6593
843,2021-05-03,Age-18to64,6597
844,2021-05-04,Age-18to64,6601
845,2021-05-05,Age-18to64,6601
846,2021-05-06,Age-18to64,6608
847,2021-05-07,Age-18to64,6611
848,2021-05-08,Age-18to64,6611
849,2021-05-09,Age-18to64,6612
850,2021-05-10,Age-18to64,6615
851,2021-05-11,Age-18to64,6623
852,2021-05-12,Age-18to64,6629
853,2021-05-13,Age-18to64,6632
854,2021-05-14,Age-18to64,6635
855,2021-05-15,Age-18to64,6636
856,2021-05-16,Age-18to64,6636
857,2021-05-17,Age-18to64,6639
858,2021-05-18,Age-18to64,6643
859,2021-05-19,Age-18to64,6648
860,2021-05-20,Age-18to64,6656
861,2021-05-21,Age-18to64,6663
862,2021-05-22,Age-18to64,6664
863,2021-05-23,Age-18to64,6665
864,2021-05-24,Age-18to64,6667
865,2021-05-25,Age-18to64,6667
866,2021-05-26,Age-18to64,6690
867,2021-05-27,Age-18to64,6695
868,2021-05-28,Age-18to64,6697
869,2021-05-29,Age-18to64,6698
870,2021-05-30,Age-18to64,6699
871,2021-05-31,Age-18to64,6700
872,2021-06-01,Age-18to64,6704
873,2021-06-02,Age-18to64,6708
874,2021-06-03,Age-18to64,6713
875,2021-06-04,Age-18to64,6714
876,2021-06-05,Age-18to64,6714
877,2021-06-06,Age-18to64,6715
878,2021-06-07,Age-18to64,6719
879,2021-06-08,Age-18to64,6721
880,2021-06-09,Age-18to64,6722
881,2021-06-10,Age-18to64,6722
882,2021-06-11,Age-18to64,6722
883,2021-06-12,Age-18to64,6725
884,2020-03-28,Age-65older,25
885,2020-03-29,Age-65older,31
886,2020-03-30,Age-65older,37
887,2020-03-31,Age-65older,47
888,2020-04-01,Age-65older,59
889,2020-04-02,Age-65older,67
890,2020-04-03,Age-65older,84
891,2020-04-04,Age-65older,94
892,2020-04-05,Age-65older,106
893,2020-04-06,Age-65older,125
894,2020-04-07,Age-65older,143
895,2020-04-08,Age-65older,160
896,2020-04-09,Age-65older,170
897,2020-04-10,Age-65older,192
898,2020-04-11,Age-65older,218
899,2020-04-12,Age-65older,229
900,2020-04-13,Age-65older,254
901,2020-04-14,Age-65older,277
902,2020-04-15,Age-65older,320
903,2020-04-16,Age-65older,348
904,2020-04-17,Age-65older,404
905,2020-04-18,Age-65older,421
906,2020-04-19,Age-65older,434
907,2020-04-20,Age-65older,467
908,2020-04-21,Age-65older,515
909,2020-04-22,Age-65older,565
910,2020-04-23,Age-65older,607
911,2020-04-24,Age-65older,644
912,2020-04-25,Age-65older,657
913,2020-04-26,Age-65older,681
914,2020-04-27,Age-65older,717
915,2020-04-28,Age-65older,758
916,2020-04-29,Age-65older,793
917,2020-04-30,Age-65older,887
918,2020-05-01,Age-65older,909
919,2020-05-02,Age-65older,925
920,2020-05-03,Age-65older,948
921,2020-05-04,Age-65older,994
922,2020-05-05,Age-65older,1035
923,2020-05-06,Age-65older,1102
924,2020-05-07,Age-65older,1143
925,2020-05-08,Age-65older,1177
926,2020-05-09,Age-65older,1189
927,2020-05-10,Age-65older,1221
928,2020-05-11,Age-65older,1256
929,2020-05-12,Age-65older,1289
930,2020-05-13,Age-65older,1326
931,2020-05-14,Age-65older,1361
932,2020-05-15,Age-65older,1394
933,2020-05-16,Age-65older,1418
934,2020-05-17,Age-65older,1437
935,2020-05-18,Age-65older,1491
936,2020-05-19,Age-65older,1524
937,2020-05-20,Age-65older,1554
938,2020-05-21,Age-65older,1579
939,2020-05-22,Age-65older,1610
940,2020-05-23,Age-65older,1620
941,2020-05-24,Age-65older,1630
942,2020-05-25,Age-65older,1649
943,2020-05-26,Age-65older,1711
944,2020-05-27,Age-65older,1748
945,2020-05-28,Age-65older,1781
946,2020-05-29,Age-65older,1816
947,2020-05-30,Age-65older,1832
948,2020-05-31,Age-65older,1848
949,2020-06-01,Age-65older,1887
950,2020-06-02,Age-65older,1921
951,2020-06-03,Age-65older,1948
952,2020-06-04,Age-65older,1971
953,2020-06-05,Age-65older,2006
954,2020-06-06,Age-65older,2021
955,2020-06-07,Age-65older,2025
956,2020-06-08,Age-65older,2063
957,2020-06-09,Age-65older,2114
958,2020-06-10,Age-65older,2145
959,2020-06-11,Age-65older,2158
960,2020-06-12,Age-65older,2194
961,2020-06-13,Age-65older,2202
962,2020-06-14,Age-65older,2216
963,2020-06-15,Age-65older,2240
964,2020-06-16,Age-65older,2262
965,2020-06-17,Age-65older,2290
966,2020-06-18,Age-65older,2319
967,2020-06-19,Age-65older,2353
968,2020-06-20,Age-65older,2356
969,2020-06-21,Age-65older,2369
970,2020-06-22,Age-65older,2396
971,2020-06-23,Age-65older,2423
972,2020-06-24,Age-65older,2456
973,2020-06-25,Age-65older,2472
974,2020-06-26,Age-65older,2501
975,2020-06-27,Age-65older,2516
976,2020-06-28,Age-65older,2533
977,2020-06-29,Age-65older,2560
978,2020-06-30,Age-65older,2581
979,2020-07-01,Age-65older,2621
980,2020-07-02,Age-65older,2621
981,2020-07-03,Age-65older,2621
982,2020-07-04,Age-65older,2642
983,2020-07-05,Age-65older,2676
984,2020-07-06,Age-65older,2704
985,2020-07-07,Age-65older,2734
986,2020-07-08,Age-65older,2769
987,2020-07-09,Age-65older,2799
988,2020-07-10,Age-65older,2837
989,2020-07-11,Age-65older,2849
990,2020-07-12,Age-65older,2862
991,2020-07-13,Age-65older,2912
992,2020-07-14,Age-65older,2933
993,2020-07-15,Age-65older,2967
994,2020-07-16,Age-65older,3010
995,2020-07-17,Age-65older,3035
996,2020-07-18,Age-65older,3056
997,2020-07-19,Age-65older,3062
998,2020-07-20,Age-65older,3097
999,2020-07-21,Age-65older,3137
1000,2020-07-22,Age-65older,3168
1001,2020-07-23,Age-65older,3168
1002,2020-07-24,Age-65older,3168
1003,2020-07-25,Age-65older,3168
1004,2020-07-26,Age-65older,3168
1005,2020-07-27,Age-65older,3346
1006,2020-07-28,Age-65older,3402
1007,2020-07-29,Age-65older,3433
1008,2020-07-30,Age-65older,3476
1009,2020-07-31,Age-65older,3506
1010,2020-08-01,Age-65older,3519
1011,2020-08-02,Age-65older,3524
1012,2020-08-03,Age-65older,3564
1013,2020-08-04,Age-65older,3609
1014,2020-08-05,Age-65older,3635
1015,2020-08-06,Age-65older,3672
1016,2020-08-07,Age-65older,3704
1017,2020-08-08,Age-65older,3709
1018,2020-08-09,Age-65older,3721
1019,2020-08-10,Age-65older,3766
1020,2020-08-11,Age-65older,3804
1021,2020-08-12,Age-65older,3851
1022,2020-08-13,Age-65older,3882
1023,2020-08-14,Age-65older,3897
1024,2020-08-15,Age-65older,3904
1025,2020-08-16,Age-65older,3916
1026,2020-08-17,Age-65older,3960
1027,2020-08-18,Age-65older,4000
1028,2020-08-19,Age-65older,4039
1029,2020-08-20,Age-65older,4071
1030,2020-08-21,Age-65older,4135
1031,2020-08-22,Age-65older,4138
1032,2020-08-23,Age-65older,4149
1033,2020-08-24,Age-65older,4184
1034,2020-08-25,Age-65older,4227
1035,2020-08-26,Age-65older,4255
1036,2020-08-27,Age-65older,4283
1037,2020-08-28,Age-65older,4301
1038,2020-08-29,Age-65older,4308
1039,2020-08-30,Age-65older,4317
1040,2020-08-31,Age-65older,4350
1041,2020-09-01,Age-65older,4379
1042,2020-09-02,Age-65older,4427
1043,2020-09-03,Age-65older,4457
1044,2020-09-04,Age-65older,4473
1045,2020-09-05,Age-65older,4477
1046,2020-09-06,Age-65older,4494
1047,2020-09-07,Age-65older,4498
1048,2020-09-08,Age-65older,4527
1049,2020-09-09,Age-65older,4552
1050,2020-09-10,Age-65older,4582
1051,2020-09-11,Age-65older,4604
1052,2020-09-12,Age-65older,4613
1053,2020-09-13,Age-65older,4626
1054,2020-09-14,Age-65older,4659
1055,2020-09-15,Age-65older,4680
1056,2020-09-16,Age-65older,4687
1057,2020-09-17,Age-65older,4688
1058,2020-09-18,Age-65older,4696
1059,2020-09-19,Age-65older,4704
1060,2020-09-20,Age-65older,4713
1061,2020-09-21,Age-65older,4738
1062,2020-09-22,Age-65older,4753
1063,2020-09-23,Age-65older,4772
1064,2020-09-24,Age-65older,4794
1065,2020-09-25,Age-65older,4809
1066,2020-09-26,Age-65older,4818
1067,2020-09-27,Age-65older,4819
1068,2020-09-28,Age-65older,4850
1069,2020-09-29,Age-65older,4867
1070,2020-09-30,Age-65older,4892
1071,2020-10-01,Age-65older,4901
1072,2020-10-02,Age-65older,4915
1073,2020-10-03,Age-65older,4919
1074,2020-10-04,Age-65older,4923
1075,2020-10-05,Age-65older,4944
1076,2020-10-06,Age-65older,4964
1077,2020-10-07,Age-65older,4976
1078,2020-10-08,Age-65older,4990
1079,2020-10-09,Age-65older,5008
1080,2020-10-10,Age-65older,5008
1081,2020-10-11,Age-65older,5010
1082,2020-10-12,Age-65older,5026
1083,2020-10-13,Age-65older,5041
1084,2020-10-14,Age-65older,5057
1085,2020-10-15,Age-65older,5075
1086,2020-10-16,Age-65older,5081
1087,2020-10-17,Age-65older,5092
1088,2020-10-18,Age-65older,5093
1089,2020-10-19,Age-65older,5121
1090,2020-10-20,Age-65older,5150
1091,2020-10-21,Age-65older,5162
1092,2020-10-22,Age-65older,5176
1093,2020-10-23,Age-65older,5185
1094,2020-10-24,Age-65older,5188
1095,2020-10-25,Age-65older,5194
1096,2020-10-26,Age-65older,5214
1097,2020-10-27,Age-65older,5220
1098,2020-10-28,Age-65older,5223
1099,2020-10-29,Age-65older,5226
1100,2020-10-30,Age-65older,5239
1101,2020-10-31,Age-65older,5242
1102,2020-11-01,Age-65older,5244
1103,2020-11-02,Age-65older,5262
1104,2020-11-03,Age-65older,5277
1105,2020-11-04,Age-65older,5292
1106,2020-11-05,Age-65older,5304
1107,2020-11-06,Age-65older,5313
1108,2020-11-07,Age-65older,5315
1109,2020-11-08,Age-65older,5318
1110,2020-11-09,Age-65older,5333
1111,2020-11-10,Age-65older,5343
1112,2020-11-11,Age-65older,5346
1113,2020-11-12,Age-65older,5362
1114,2020-11-13,Age-65older,5377
1115,2020-11-14,Age-65older,5378
1116,2020-11-15,Age-65older,5384
1117,2020-11-16,Age-65older,5398
1118,2020-11-17,Age-65older,5424
1119,2020-11-18,Age-65older,5445
1120,2020-11-19,Age-65older,5471
1121,2020-11-20,Age-65older,5501
1122,2020-11-21,Age-65older,5506
1123,2020-11-22,Age-65older,5513
1124,2020-11-23,Age-65older,5551
1125,2020-11-24,Age-65older,5585
1126,2020-11-25,Age-65older,5613
1127,2020-11-26,Age-65older,5632
1128,2020-11-27,Age-65older,5646
1129,2020-11-28,Age-65older,5659
1130,2020-11-29,Age-65older,5673
1131,2020-11-30,Age-65older,5704
1132,2020-12-01,Age-65older,5734
1133,2020-12-02,Age-65older,5768
1134,2020-12-03,Age-65older,5810
1135,2020-12-04,Age-65older,5840
1136,2020-12-05,Age-65older,5857
1137,2020-12-06,Age-65older,5878
1138,2020-12-07,Age-65older,5924
1139,2020-12-08,Age-65older,5975
1140,2020-12-09,Age-65older,6029
1141,2020-12-10,Age-65older,6067
1142,2020-12-11,Age-65older,6119
1143,2020-12-12,Age-65older,6143
1144,2020-12-13,Age-65older,6174
1145,2020-12-14,Age-65older,6241
1146,2020-12-15,Age-65older,6334
1147,2020-12-16,Age-65older,6404
1148,2020-12-17,Age-65older,6469
1149,2020-12-18,Age-65older,6517
1150,2020-12-19,Age-65older,6565
1151,2020-12-20,Age-65older,6565
1152,2020-12-21,Age-65older,6606
1153,2020-12-22,Age-65older,6665
1154,2020-12-23,Age-65older,6874
1155,2020-12-24,Age-65older,6874
1156,2020-12-25,Age-65older,6974
1157,2020-12-26,Age-65older,7009
1158,2020-12-27,Age-65older,7061
1159,2020-12-28,Age-65older,7220
1160,2020-12-29,Age-65older,7414
1161,2020-12-30,Age-65older,7634
1162,2020-12-31,Age-65older,7782
1163,2021-01-01,Age-65older,7880
1164,2021-01-02,Age-65older,7982
1165,2021-01-03,Age-65older,8033
1166,2021-01-04,Age-65older,8185
1167,2021-01-05,Age-65older,8360
1168,2021-01-06,Age-65older,8509
1169,2021-01-07,Age-65older,8768
1170,2021-01-08,Age-65older,8915
1171,2021-01-09,Age-65older,9029
1172,2021-01-10,Age-65older,9132
1173,2021-01-11,Age-65older,9337
1174,2021-01-12,Age-65older,9514
1175,2021-01-13,Age-65older,9769
1176,2021-01-14,Age-65older,9941
1177,2021-01-15,Age-65older,10113
1178,2021-01-16,Age-65older,10195
1179,2021-01-17,Age-65older,10258
1180,2021-01-18,Age-65older,10379
1181,2021-01-19,Age-65older,10565
1182,2021-01-20,Age-65older,10746
1183,2021-01-21,Age-65older,10927
1184,2021-01-22,Age-65older,11084
1185,2021-01-23,Age-65older,11145
1186,2021-01-24,Age-65older,11174
1187,2021-01-25,Age-65older,11364
1188,2021-01-26,Age-65older,11570
1189,2021-01-27,Age-65older,11781
1190,2021-01-28,Age-65older,11912
1191,2021-01-29,Age-65older,12112
1192,2021-01-30,Age-65older,12225
1193,2021-01-31,Age-65older,12285
1194,2021-02-01,Age-65older,12416
1195,2021-02-02,Age-65older,12573
1196,2021-02-03,Age-65older,12752
1197,2021-02-04,Age-65older,12904
1198,2021-02-05,Age-65older,13048
1199,2021-02-06,Age-65older,13108
1200,2021-02-07,Age-65older,13169
1201,2021-02-08,Age-65older,13331
1202,2021-02-09,Age-65older,13422
1203,2021-02-10,Age-65older,13568
1204,2021-02-11,Age-65older,13660
1205,2021-02-12,Age-65older,13790
1206,2021-02-13,Age-65older,13854
1207,2021-02-14,Age-65older,13876
1208,2021-02-15,Age-65older,13960
1209,2021-02-16,Age-65older,14061
1210,2021-02-17,Age-65older,14153
1211,2021-02-18,Age-65older,14248
1212,2021-02-19,Age-65older,14341
1213,2021-02-20,Age-65older,14415
1214,2021-02-21,Age-65older,14424
1215,2021-02-22,Age-65older,14538
1216,2021-02-23,Age-65older,14615
1217,2021-02-24,Age-65older,15312
1218,2021-02-25,Age-65older,15400
1219,2021-02-26,Age-65older,15466
1220,2021-02-27,Age-65older,15560
1221,2021-02-28,Age-65older,15584
1222,2021-03-01,Age-65older,15646
1223,2021-03-02,Age-65older,15718
1224,2021-03-03,Age-65older,15795
1225,2021-03-04,Age-65older,15900
1226,2021-03-05,Age-65older,15970
1227,2021-03-06,Age-65older,15978
1228,2021-03-07,Age-65older,15982
1229,2021-03-08,Age-65older,16028
1230,2021-03-09,Age-65older,16102
1231,2021-03-10,Age-65older,16170
1232,2021-03-11,Age-65older,16238
1233,2021-03-12,Age-65older,16264
1234,2021-03-13,Age-65older,16297
1235,2021-03-14,Age-65older,16298
1236,2021-03-15,Age-65older,16330
1237,2021-03-16,Age-65older,16374
1238,2021-03-17,Age-65older,16427
1239,2021-03-18,Age-65older,16463
1240,2021-03-19,Age-65older,16502
1241,2021-03-20,Age-65older,16519
1242,2021-03-21,Age-65older,16525
1243,2021-03-22,Age-65older,16554
1244,2021-03-23,Age-65older,16615
1245,2021-03-24,Age-65older,16657
1246,2021-03-25,Age-65older,16677
1247,2021-03-26,Age-65older,16689
1248,2021-03-27,Age-65older,16689
1249,2021-03-28,Age-65older,16693
1250,2021-03-29,Age-65older,16709
1251,2021-03-30,Age-65older,16732
1252,2021-03-31,Age-65older,16709
1253,2021-04-01,Age-65older,16800
1254,2021-04-02,Age-65older,16827
1255,2021-04-03,Age-65older,16828
1256,2021-04-04,Age-65older,16828
1257,2021-04-05,Age-65older,16837
1258,2021-04-06,Age-65older,16868
1259,2021-04-07,Age-65older,16903
1260,2021-04-08,Age-65older,16931
1261,2021-04-09,Age-65older,16952
1262,2021-04-10,Age-65older,16957
1263,2021-04-11,Age-65older,16957
1264,2021-04-12,Age-65older,16973
1265,2021-04-13,Age-65older,17015
1266,2021-04-14,Age-65older,17021
1267,2021-04-15,Age-65older,17051
1268,2021-04-16,Age-65older,17066
1269,2021-04-17,Age-65older,17090
1270,2021-04-18,Age-65older,17106
1271,2021-04-19,Age-65older,17127
1272,2021-04-20,Age-65older,17150
1273,2021-04-21,Age-65older,17174
1274,2021-04-22,Age-65older,17196
1275,2021-04-23,Age-65older,17205
1276,2021-04-24,Age-65older,17202
1277,2021-04-25,Age-65older,17204
1278,2021-04-26,Age-65older,17225
1279,2021-04-27,Age-65older,17243
1280,2021-04-28,Age-65older,17276
1281,2021-04-29,Age-65older,17288
1282,2021-04-30,Age-65older,17302
1283,2021-05-01,Age-65older,17308
1284,2021-05-02,Age-65older,17308
1285,2021-05-03,Age-65older,17321
1286,2021-05-04,Age-65older,17335
1287,2021-05-05,Age-65older,17335
1288,2021-05-06,Age-65older,17361
1289,2021-05-07,Age-65older,17372
1290,2021-05-08,Age-65older,17376
1291,2021-05-09,Age-65older,17379
1292,2021-05-10,Age-65older,17393
1293,2021-05-11,Age-65older,17405
1294,2021-05-12,Age-65older,17415
1295,2021-05-13,Age-65older,17429
1296,2021-05-14,Age-65older,17440
1297,2021-05-15,Age-65older,17444
1298,2021-05-16,Age-65older,17447
1299,2021-05-17,Age-65older,17453
1300,2021-05-18,Age-65older,17460
1301,2021-05-19,Age-65older,17478
1302,2021-05-20,Age-65older,17486
1303,2021-05-21,Age-65older,17492
1304,2021-05-22,Age-65older,17496
1305,2021-05-23,Age-65older,17499
1306,2021-05-24,Age-65older,17506
1307,2021-05-25,Age-65older,17514
1308,2021-05-26,Age-65older,17617
1309,2021-05-27,Age-65older,17622
1310,2021-05-28,Age-65older,17625
1311,2021-05-29,Age-65older,17625
1312,2021-05-30,Age-65older,17628
1313,2021-05-31,Age-65older,17630
1314,2021-06-01,Age-65older,17634
1315,2021-06-02,Age-65older,17640
1316,2021-06-03,Age-65older,17649
1317,2021-06-04,Age-65older,17658
1318,2021-06-05,Age-65older,17658
1319,2021-06-06,Age-65older,17660
1320,2021-06-07,Age-65older,17668
1321,2021-06-08,Age-65older,17670
1322,2021-06-09,Age-65older,17676
1323,2021-06-10,Age-65older,17676
1324,2021-06-11,Age-65older,17676
1325,2021-06-12,Age-65older,17678
1326,2020-03-28,Race-AmericanIndianAlaskaNative,0
1327,2020-03-29,Race-AmericanIndianAlaskaNative,0
1328,2020-03-30,Race-AmericanIndianAlaskaNative,0
1329,2020-03-31,Race-AmericanIndianAlaskaNative,0
1330,2020-04-01,Race-AmericanIndianAlaskaNative,0
1331,2020-04-02,Race-AmericanIndianAlaskaNative,0
1332,2020-04-03,Race-AmericanIndianAlaskaNative,0
1333,2020-04-04,Race-AmericanIndianAlaskaNative,0
1334,2020-04-05,Race-AmericanIndianAlaskaNative,0
1335,2020-04-06,Race-AmericanIndianAlaskaNative,0
1336,2020-04-07,Race-AmericanIndianAlaskaNative,0
1337,2020-04-08,Race-AmericanIndianAlaskaNative,0
1338,2020-04-09,Race-AmericanIndianAlaskaNative,0
1339,2020-04-10,Race-AmericanIndianAlaskaNative,0
1340,2020-04-11,Race-AmericanIndianAlaskaNative,0
1341,2020-04-12,Race-AmericanIndianAlaskaNative,0
1342,2020-04-13,Race-AmericanIndianAlaskaNative,0
1343,2020-04-14,Race-AmericanIndianAlaskaNative,0
1344,2020-04-15,Race-AmericanIndianAlaskaNative,0
1345,2020-04-16,Race-AmericanIndianAlaskaNative,0
1346,2020-04-17,Race-AmericanIndianAlaskaNative,0
1347,2020-04-18,Race-AmericanIndianAlaskaNative,0
1348,2020-04-19,Race-AmericanIndianAlaskaNative,0
1349,2020-04-20,Race-AmericanIndianAlaskaNative,0
1350,2020-04-21,Race-AmericanIndianAlaskaNative,0
1351,2020-04-22,Race-AmericanIndianAlaskaNative,1
1352,2020-04-23,Race-AmericanIndianAlaskaNative,1
1353,2020-04-24,Race-AmericanIndianAlaskaNative,1
1354,2020-04-25,Race-AmericanIndianAlaskaNative,1
1355,2020-04-26,Race-AmericanIndianAlaskaNative,1
1356,2020-04-27,Race-AmericanIndianAlaskaNative,1
1357,2020-04-28,Race-AmericanIndianAlaskaNative,1
1358,2020-04-29,Race-AmericanIndianAlaskaNative,1
1359,2020-04-30,Race-AmericanIndianAlaskaNative,1
1360,2020-05-01,Race-AmericanIndianAlaskaNative,1
1361,2020-05-02,Race-AmericanIndianAlaskaNative,1
1362,2020-05-03,Race-AmericanIndianAlaskaNative,1
1363,2020-05-04,Race-AmericanIndianAlaskaNative,1
1364,2020-05-05,Race-AmericanIndianAlaskaNative,1
1365,2020-05-06,Race-AmericanIndianAlaskaNative,1
1366,2020-05-07,Race-AmericanIndianAlaskaNative,1
1367,2020-05-08,Race-AmericanIndianAlaskaNative,1
1368,2020-05-09,Race-AmericanIndianAlaskaNative,1
1369,2020-05-10,Race-AmericanIndianAlaskaNative,1
1370,2020-05-11,Race-AmericanIndianAlaskaNative,1
1371,2020-05-12,Race-AmericanIndianAlaskaNative,1
1372,2020-05-13,Race-AmericanIndianAlaskaNative,1
1373,2020-05-14,Race-AmericanIndianAlaskaNative,2
1374,2020-05-15,Race-AmericanIndianAlaskaNative,2
1375,2020-05-16,Race-AmericanIndianAlaskaNative,2
1376,2020-05-17,Race-AmericanIndianAlaskaNative,2
1377,2020-05-18,Race-AmericanIndianAlaskaNative,2
1378,2020-05-19,Race-AmericanIndianAlaskaNative,2
1379,2020-05-20,Race-AmericanIndianAlaskaNative,2
1380,2020-05-21,Race-AmericanIndianAlaskaNative,2
1381,2020-05-22,Race-AmericanIndianAlaskaNative,2
1382,2020-05-23,Race-AmericanIndianAlaskaNative,2
1383,2020-05-24,Race-AmericanIndianAlaskaNative,2
1384,2020-05-25,Race-AmericanIndianAlaskaNative,2
1385,2020-05-26,Race-AmericanIndianAlaskaNative,2
1386,2020-05-27,Race-AmericanIndianAlaskaNative,2
1387,2020-05-28,Race-AmericanIndianAlaskaNative,2
1388,2020-05-29,Race-AmericanIndianAlaskaNative,2
1389,2020-05-30,Race-AmericanIndianAlaskaNative,2
1390,2020-05-31,Race-AmericanIndianAlaskaNative,2
1391,2020-06-01,Race-AmericanIndianAlaskaNative,2
1392,2020-06-02,Race-AmericanIndianAlaskaNative,2
1393,2020-06-03,Race-AmericanIndianAlaskaNative,2
1394,2020-06-04,Race-AmericanIndianAlaskaNative,2
1395,2020-06-05,Race-AmericanIndianAlaskaNative,2
1396,2020-06-06,Race-AmericanIndianAlaskaNative,2
1397,2020-06-07,Race-AmericanIndianAlaskaNative,2
1398,2020-06-08,Race-AmericanIndianAlaskaNative,2
1399,2020-06-09,Race-AmericanIndianAlaskaNative,2
1400,2020-06-10,Race-AmericanIndianAlaskaNative,2
1401,2020-06-11,Race-AmericanIndianAlaskaNative,2
1402,2020-06-12,Race-AmericanIndianAlaskaNative,3
1403,2020-06-13,Race-AmericanIndianAlaskaNative,3
1404,2020-06-14,Race-AmericanIndianAlaskaNative,3
1405,2020-06-15,Race-AmericanIndianAlaskaNative,3
1406,2020-06-16,Race-AmericanIndianAlaskaNative,3
1407,2020-06-17,Race-AmericanIndianAlaskaNative,3
1408,2020-06-18,Race-AmericanIndianAlaskaNative,3
1409,2020-06-19,Race-AmericanIndianAlaskaNative,3
1410,2020-06-20,Race-AmericanIndianAlaskaNative,3
1411,2020-06-21,Race-AmericanIndianAlaskaNative,3
1412,2020-06-22,Race-AmericanIndianAlaskaNative,5
1413,2020-06-23,Race-AmericanIndianAlaskaNative,5
1414,2020-06-24,Race-AmericanIndianAlaskaNative,5
1415,2020-06-25,Race-AmericanIndianAlaskaNative,6
1416,2020-06-26,Race-AmericanIndianAlaskaNative,9
1417,2020-06-27,Race-AmericanIndianAlaskaNative,9
1418,2020-06-28,Race-AmericanIndianAlaskaNative,9
1419,2020-06-29,Race-AmericanIndianAlaskaNative,9
1420,2020-06-30,Race-AmericanIndianAlaskaNative,9
1421,2020-07-01,Race-AmericanIndianAlaskaNative,9
1422,2020-07-02,Race-AmericanIndianAlaskaNative,9
1423,2020-07-03,Race-AmericanIndianAlaskaNative,9
1424,2020-07-04,Race-AmericanIndianAlaskaNative,9
1425,2020-07-05,Race-AmericanIndianAlaskaNative,9
1426,2020-07-06,Race-AmericanIndianAlaskaNative,9
1427,2020-07-07,Race-AmericanIndianAlaskaNative,9
1428,2020-07-08,Race-AmericanIndianAlaskaNative,9
1429,2020-07-09,Race-AmericanIndianAlaskaNative,9
1430,2020-07-10,Race-AmericanIndianAlaskaNative,9
1431,2020-07-11,Race-AmericanIndianAlaskaNative,9
1432,2020-07-12,Race-AmericanIndianAlaskaNative,9
1433,2020-07-13,Race-AmericanIndianAlaskaNative,9
1434,2020-07-14,Race-AmericanIndianAlaskaNative,9
1435,2020-07-15,Race-AmericanIndianAlaskaNative,9
1436,2020-07-16,Race-AmericanIndianAlaskaNative,9
1437,2020-07-17,Race-AmericanIndianAlaskaNative,9
1438,2020-07-18,Race-AmericanIndianAlaskaNative,9
1439,2020-07-19,Race-AmericanIndianAlaskaNative,9
