,Date,variable,value
1440,2020-07-20,Race-AmericanIndianAlaskaNative,10
1441,2020-07-21,Race-AmericanIndianAlaskaNative,10
1442,2020-07-22,Race-AmericanIndianAlaskaNative,10
1443,2020-07-23,Race-AmericanIndianAlaskaNative,10
1444,2020-07-24,Race-AmericanIndianAlaskaNative,10
1445,2020-07-25,Race-AmericanIndianAlaskaNative,10
1446,2020-07-26,Race-AmericanIndianAlaskaNative,10
1447,2020-07-27,Race-AmericanIndianAlaskaNative,10
1448,2020-07-28,Race-AmericanIndianAlaskaNative,10
1449,2020-07-29,Race-AmericanIndianAlaskaNative,10
1450,2020-07-30,Race-AmericanIndianAlaskaNative,10
1451,2020-07-31,Race-AmericanIndianAlaskaNative,10
1452,2020-08-01,Race-AmericanIndianAlaskaNative,10
1453,2020-08-02,Race-AmericanIndianAlaskaNative,10
1454,2020-08-03,Race-AmericanIndianAlaskaNative,10
1455,2020-08-04,Race-AmericanIndianAlaskaNative,10
1456,2020-08-05,Race-AmericanIndianAlaskaNative,10
1457,2020-08-06,Race-AmericanIndianAlaskaNative,10
1458,2020-08-07,Race-AmericanIndianAlaskaNative,10
1459,2020-08-08,Race-AmericanIndianAlaskaNative,10
1460,2020-08-09,Race-AmericanIndianAlaskaNative,10
1461,2020-08-10,Race-AmericanIndianAlaskaNative,10
1462,2020-08-11,Race-AmericanIndianAlaskaNative,10
1463,2020-08-12,Race-AmericanIndianAlaskaNative,10
1464,2020-08-13,Race-AmericanIndianAlaskaNative,10
1465,2020-08-14,Race-AmericanIndianAlaskaNative,10
1466,2020-08-15,Race-AmericanIndianAlaskaNative,10
1467,2020-08-16,Race-AmericanIndianAlaskaNative,10
1468,2020-08-17,Race-AmericanIndianAlaskaNative,10
1469,2020-08-18,Race-AmericanIndianAlaskaNative,10
1470,2020-08-19,Race-AmericanIndianAlaskaNative,10
1471,2020-08-20,Race-AmericanIndianAlaskaNative,10
1472,2020-08-21,Race-AmericanIndianAlaskaNative,10
1473,2020-08-22,Race-AmericanIndianAlaskaNative,10
1474,2020-08-23,Race-AmericanIndianAlaskaNative,10
1475,2020-08-24,Race-AmericanIndianAlaskaNative,10
1476,2020-08-25,Race-AmericanIndianAlaskaNative,10
1477,2020-08-26,Race-AmericanIndianAlaskaNative,10
1478,2020-08-27,Race-AmericanIndianAlaskaNative,10
1479,2020-08-28,Race-AmericanIndianAlaskaNative,10
1480,2020-08-29,Race-AmericanIndianAlaskaNative,10
1481,2020-08-30,Race-AmericanIndianAlaskaNative,10
1482,2020-08-31,Race-AmericanIndianAlaskaNative,10
1483,2020-09-01,Race-AmericanIndianAlaskaNative,10
1484,2020-09-02,Race-AmericanIndianAlaskaNative,10
1485,2020-09-03,Race-AmericanIndianAlaskaNative,10
1486,2020-09-04,Race-AmericanIndianAlaskaNative,10
1487,2020-09-05,Race-AmericanIndianAlaskaNative,10
1488,2020-09-06,Race-AmericanIndianAlaskaNative,10
1489,2020-09-07,Race-AmericanIndianAlaskaNative,10
1490,2020-09-08,Race-AmericanIndianAlaskaNative,10
1491,2020-09-09,Race-AmericanIndianAlaskaNative,10
1492,2020-09-10,Race-AmericanIndianAlaskaNative,10
1493,2020-09-11,Race-AmericanIndianAlaskaNative,11
1494,2020-09-12,Race-AmericanIndianAlaskaNative,11
1495,2020-09-13,Race-AmericanIndianAlaskaNative,11
1496,2020-09-14,Race-AmericanIndianAlaskaNative,11
1497,2020-09-15,Race-AmericanIndianAlaskaNative,11
1498,2020-09-16,Race-AmericanIndianAlaskaNative,11
1499,2020-09-17,Race-AmericanIndianAlaskaNative,11
1500,2020-09-18,Race-AmericanIndianAlaskaNative,11
1501,2020-09-19,Race-AmericanIndianAlaskaNative,11
1502,2020-09-20,Race-AmericanIndianAlaskaNative,11
1503,2020-09-21,Race-AmericanIndianAlaskaNative,12
1504,2020-09-22,Race-AmericanIndianAlaskaNative,12
1505,2020-09-23,Race-AmericanIndianAlaskaNative,12
1506,2020-09-24,Race-AmericanIndianAlaskaNative,12
1507,2020-09-25,Race-AmericanIndianAlaskaNative,12
1508,2020-09-26,Race-AmericanIndianAlaskaNative,12
1509,2020-09-27,Race-AmericanIndianAlaskaNative,12
1510,2020-09-28,Race-AmericanIndianAlaskaNative,12
1511,2020-09-29,Race-AmericanIndianAlaskaNative,12
1512,2020-09-30,Race-AmericanIndianAlaskaNative,12
1513,2020-10-01,Race-AmericanIndianAlaskaNative,12
1514,2020-10-02,Race-AmericanIndianAlaskaNative,12
1515,2020-10-03,Race-AmericanIndianAlaskaNative,12
1516,2020-10-04,Race-AmericanIndianAlaskaNative,12
1517,2020-10-05,Race-AmericanIndianAlaskaNative,12
1518,2020-10-06,Race-AmericanIndianAlaskaNative,12
1519,2020-10-07,Race-AmericanIndianAlaskaNative,12
1520,2020-10-08,Race-AmericanIndianAlaskaNative,12
1521,2020-10-09,Race-AmericanIndianAlaskaNative,12
1522,2020-10-10,Race-AmericanIndianAlaskaNative,12
1523,2020-10-11,Race-AmericanIndianAlaskaNative,12
1524,2020-10-12,Race-AmericanIndianAlaskaNative,12
1525,2020-10-13,Race-AmericanIndianAlaskaNative,12
1526,2020-10-14,Race-AmericanIndianAlaskaNative,12
1527,2020-10-15,Race-AmericanIndianAlaskaNative,12
1528,2020-10-16,Race-AmericanIndianAlaskaNative,12
1529,2020-10-17,Race-AmericanIndianAlaskaNative,12
1530,2020-10-18,Race-AmericanIndianAlaskaNative,12
1531,2020-10-19,Race-AmericanIndianAlaskaNative,12
1532,2020-10-20,Race-AmericanIndianAlaskaNative,13
1533,2020-10-21,Race-AmericanIndianAlaskaNative,14
1534,2020-10-22,Race-AmericanIndianAlaskaNative,15
1535,2020-10-23,Race-AmericanIndianAlaskaNative,15
1536,2020-10-24,Race-AmericanIndianAlaskaNative,15
1537,2020-10-25,Race-AmericanIndianAlaskaNative,15
1538,2020-10-26,Race-AmericanIndianAlaskaNative,15
1539,2020-10-27,Race-AmericanIndianAlaskaNative,15
1540,2020-10-28,Race-AmericanIndianAlaskaNative,15
1541,2020-10-29,Race-AmericanIndianAlaskaNative,16
1542,2020-10-30,Race-AmericanIndianAlaskaNative,16
1543,2020-10-31,Race-AmericanIndianAlaskaNative,16
1544,2020-11-01,Race-AmericanIndianAlaskaNative,16
1545,2020-11-02,Race-AmericanIndianAlaskaNative,16
1546,2020-11-03,Race-AmericanIndianAlaskaNative,16
1547,2020-11-04,Race-AmericanIndianAlaskaNative,16
1548,2020-11-05,Race-AmericanIndianAlaskaNative,16
1549,2020-11-06,Race-AmericanIndianAlaskaNative,16
1550,2020-11-07,Race-AmericanIndianAlaskaNative,16
1551,2020-11-08,Race-AmericanIndianAlaskaNative,16
1552,2020-11-09,Race-AmericanIndianAlaskaNative,16
1553,2020-11-10,Race-AmericanIndianAlaskaNative,16
1554,2020-11-11,Race-AmericanIndianAlaskaNative,16
1555,2020-11-12,Race-AmericanIndianAlaskaNative,16
1556,2020-11-13,Race-AmericanIndianAlaskaNative,16
1557,2020-11-14,Race-AmericanIndianAlaskaNative,16
1558,2020-11-15,Race-AmericanIndianAlaskaNative,16
1559,2020-11-16,Race-AmericanIndianAlaskaNative,17
1560,2020-11-17,Race-AmericanIndianAlaskaNative,17
1561,2020-11-18,Race-AmericanIndianAlaskaNative,17
1562,2020-11-19,Race-AmericanIndianAlaskaNative,17
1563,2020-11-20,Race-AmericanIndianAlaskaNative,17
1564,2020-11-21,Race-AmericanIndianAlaskaNative,17
1565,2020-11-22,Race-AmericanIndianAlaskaNative,17
1566,2020-11-23,Race-AmericanIndianAlaskaNative,17
1567,2020-11-24,Race-AmericanIndianAlaskaNative,17
1568,2020-11-25,Race-AmericanIndianAlaskaNative,17
1569,2020-11-26,Race-AmericanIndianAlaskaNative,17
1570,2020-11-27,Race-AmericanIndianAlaskaNative,17
1571,2020-11-28,Race-AmericanIndianAlaskaNative,17
1572,2020-11-29,Race-AmericanIndianAlaskaNative,17
1573,2020-11-30,Race-AmericanIndianAlaskaNative,17
1574,2020-12-01,Race-AmericanIndianAlaskaNative,17
1575,2020-12-02,Race-AmericanIndianAlaskaNative,17
1576,2020-12-03,Race-AmericanIndianAlaskaNative,17
1577,2020-12-04,Race-AmericanIndianAlaskaNative,17
1578,2020-12-05,Race-AmericanIndianAlaskaNative,17
1579,2020-12-06,Race-AmericanIndianAlaskaNative,17
1580,2020-12-07,Race-AmericanIndianAlaskaNative,17
1581,2020-12-08,Race-AmericanIndianAlaskaNative,17
1582,2020-12-09,Race-AmericanIndianAlaskaNative,17
1583,2020-12-10,Race-AmericanIndianAlaskaNative,17
1584,2020-12-11,Race-AmericanIndianAlaskaNative,17
1585,2020-12-12,Race-AmericanIndianAlaskaNative,17
1586,2020-12-13,Race-AmericanIndianAlaskaNative,18
1587,2020-12-14,Race-AmericanIndianAlaskaNative,18
1588,2020-12-15,Race-AmericanIndianAlaskaNative,18
1589,2020-12-16,Race-AmericanIndianAlaskaNative,18
1590,2020-12-17,Race-AmericanIndianAlaskaNative,18
1591,2020-12-18,Race-AmericanIndianAlaskaNative,18
1592,2020-12-19,Race-AmericanIndianAlaskaNative,18
1593,2020-12-20,Race-AmericanIndianAlaskaNative,18
1594,2020-12-21,Race-AmericanIndianAlaskaNative,18
1595,2020-12-22,Race-AmericanIndianAlaskaNative,18
1596,2020-12-23,Race-AmericanIndianAlaskaNative,19
1597,2020-12-24,Race-AmericanIndianAlaskaNative,19
1598,2020-12-25,Race-AmericanIndianAlaskaNative,19
1599,2020-12-26,Race-AmericanIndianAlaskaNative,19
1600,2020-12-27,Race-AmericanIndianAlaskaNative,19
1601,2020-12-28,Race-AmericanIndianAlaskaNative,19
1602,2020-12-29,Race-AmericanIndianAlaskaNative,20
1603,2020-12-30,Race-AmericanIndianAlaskaNative,20
1604,2020-12-31,Race-AmericanIndianAlaskaNative,21
1605,2021-01-01,Race-AmericanIndianAlaskaNative,21
1606,2021-01-02,Race-AmericanIndianAlaskaNative,21
1607,2021-01-03,Race-AmericanIndianAlaskaNative,21
1608,2021-01-04,Race-AmericanIndianAlaskaNative,21
1609,2021-01-05,Race-AmericanIndianAlaskaNative,22
1610,2021-01-06,Race-AmericanIndianAlaskaNative,22
1611,2021-01-07,Race-AmericanIndianAlaskaNative,22
1612,2021-01-08,Race-AmericanIndianAlaskaNative,22
1613,2021-01-09,Race-AmericanIndianAlaskaNative,22
1614,2021-01-10,Race-AmericanIndianAlaskaNative,22
1615,2021-01-11,Race-AmericanIndianAlaskaNative,23
1616,2021-01-12,Race-AmericanIndianAlaskaNative,23
1617,2021-01-13,Race-AmericanIndianAlaskaNative,24
1618,2021-01-14,Race-AmericanIndianAlaskaNative,24
1619,2021-01-15,Race-AmericanIndianAlaskaNative,24
1620,2021-01-16,Race-AmericanIndianAlaskaNative,25
1621,2021-01-17,Race-AmericanIndianAlaskaNative,25
1622,2021-01-18,Race-AmericanIndianAlaskaNative,25
1623,2021-01-19,Race-AmericanIndianAlaskaNative,26
1624,2021-01-20,Race-AmericanIndianAlaskaNative,26
1625,2021-01-21,Race-AmericanIndianAlaskaNative,26
1626,2021-01-22,Race-AmericanIndianAlaskaNative,26
1627,2021-01-23,Race-AmericanIndianAlaskaNative,26
1628,2021-01-24,Race-AmericanIndianAlaskaNative,26
1629,2021-01-25,Race-AmericanIndianAlaskaNative,27
1630,2021-01-26,Race-AmericanIndianAlaskaNative,29
1631,2021-01-27,Race-AmericanIndianAlaskaNative,29
1632,2021-01-28,Race-AmericanIndianAlaskaNative,29
1633,2021-01-29,Race-AmericanIndianAlaskaNative,30
1634,2021-01-30,Race-AmericanIndianAlaskaNative,30
1635,2021-01-31,Race-AmericanIndianAlaskaNative,30
1636,2021-02-01,Race-AmericanIndianAlaskaNative,30
1637,2021-02-02,Race-AmericanIndianAlaskaNative,32
1638,2021-02-03,Race-AmericanIndianAlaskaNative,33
1639,2021-02-04,Race-AmericanIndianAlaskaNative,34
1640,2021-02-05,Race-AmericanIndianAlaskaNative,34
1641,2021-02-06,Race-AmericanIndianAlaskaNative,34
1642,2021-02-07,Race-AmericanIndianAlaskaNative,34
1643,2021-02-08,Race-AmericanIndianAlaskaNative,35
1644,2021-02-09,Race-AmericanIndianAlaskaNative,35
1645,2021-02-10,Race-AmericanIndianAlaskaNative,35
1646,2021-02-11,Race-AmericanIndianAlaskaNative,36
1647,2021-02-12,Race-AmericanIndianAlaskaNative,36
1648,2021-02-13,Race-AmericanIndianAlaskaNative,36
1649,2021-02-14,Race-AmericanIndianAlaskaNative,36
1650,2021-02-15,Race-AmericanIndianAlaskaNative,36
1651,2021-02-16,Race-AmericanIndianAlaskaNative,36
1652,2021-02-17,Race-AmericanIndianAlaskaNative,36
1653,2021-02-18,Race-AmericanIndianAlaskaNative,36
1654,2021-02-19,Race-AmericanIndianAlaskaNative,36
1655,2021-02-20,Race-AmericanIndianAlaskaNative,36
1656,2021-02-21,Race-AmericanIndianAlaskaNative,36
1657,2021-02-22,Race-AmericanIndianAlaskaNative,36
1658,2021-02-23,Race-AmericanIndianAlaskaNative,37
1659,2021-02-24,Race-AmericanIndianAlaskaNative,37
1660,2021-02-25,Race-AmericanIndianAlaskaNative,37
1661,2021-02-26,Race-AmericanIndianAlaskaNative,37
1662,2021-02-27,Race-AmericanIndianAlaskaNative,37
1663,2021-02-28,Race-AmericanIndianAlaskaNative,37
1664,2021-03-01,Race-AmericanIndianAlaskaNative,36
1665,2021-03-02,Race-AmericanIndianAlaskaNative,36
1666,2021-03-03,Race-AmericanIndianAlaskaNative,37
1667,2021-03-04,Race-AmericanIndianAlaskaNative,40
1668,2021-03-05,Race-AmericanIndianAlaskaNative,40
1669,2021-03-06,Race-AmericanIndianAlaskaNative,40
1670,2021-03-07,Race-AmericanIndianAlaskaNative,40
1671,2021-03-08,Race-AmericanIndianAlaskaNative,40
1672,2021-03-09,Race-AmericanIndianAlaskaNative,42
1673,2021-03-10,Race-AmericanIndianAlaskaNative,42
1674,2021-03-11,Race-AmericanIndianAlaskaNative,42
1675,2021-03-12,Race-AmericanIndianAlaskaNative,42
1676,2021-03-13,Race-AmericanIndianAlaskaNative,42
1677,2021-03-14,Race-AmericanIndianAlaskaNative,42
1678,2021-03-15,Race-AmericanIndianAlaskaNative,42
1679,2021-03-16,Race-AmericanIndianAlaskaNative,42
1680,2021-03-17,Race-AmericanIndianAlaskaNative,42
1681,2021-03-18,Race-AmericanIndianAlaskaNative,42
1682,2021-03-19,Race-AmericanIndianAlaskaNative,42
1683,2021-03-20,Race-AmericanIndianAlaskaNative,42
1684,2021-03-21,Race-AmericanIndianAlaskaNative,42
1685,2021-03-22,Race-AmericanIndianAlaskaNative,42
1686,2021-03-23,Race-AmericanIndianAlaskaNative,42
1687,2021-03-24,Race-AmericanIndianAlaskaNative,42
1688,2021-03-25,Race-AmericanIndianAlaskaNative,42
1689,2021-03-26,Race-AmericanIndianAlaskaNative,42
1690,2021-03-27,Race-AmericanIndianAlaskaNative,42
1691,2021-03-28,Race-AmericanIndianAlaskaNative,42
1692,2021-03-29,Race-AmericanIndianAlaskaNative,42
1693,2021-03-30,Race-AmericanIndianAlaskaNative,42
1694,2021-03-31,Race-AmericanIndianAlaskaNative,42
1695,2021-04-01,Race-AmericanIndianAlaskaNative,41
1696,2021-04-02,Race-AmericanIndianAlaskaNative,41
1697,2021-04-03,Race-AmericanIndianAlaskaNative,41
1698,2021-04-04,Race-AmericanIndianAlaskaNative,41
1699,2021-04-05,Race-AmericanIndianAlaskaNative,41
1700,2021-04-06,Race-AmericanIndianAlaskaNative,41
1701,2021-04-07,Race-AmericanIndianAlaskaNative,41
1702,2021-04-08,Race-AmericanIndianAlaskaNative,42
1703,2021-04-09,Race-AmericanIndianAlaskaNative,42
1704,2021-04-10,Race-AmericanIndianAlaskaNative,44
1705,2021-04-11,Race-AmericanIndianAlaskaNative,45
1706,2021-04-12,Race-AmericanIndianAlaskaNative,45
1707,2021-04-13,Race-AmericanIndianAlaskaNative,45
1708,2021-04-14,Race-AmericanIndianAlaskaNative,46
1709,2021-04-15,Race-AmericanIndianAlaskaNative,47
1710,2021-04-16,Race-AmericanIndianAlaskaNative,47
1711,2021-04-17,Race-AmericanIndianAlaskaNative,47
1712,2021-04-18,Race-AmericanIndianAlaskaNative,47
1713,2021-04-19,Race-AmericanIndianAlaskaNative,47
1714,2021-04-20,Race-AmericanIndianAlaskaNative,47
1715,2021-04-21,Race-AmericanIndianAlaskaNative,47
1716,2021-04-22,Race-AmericanIndianAlaskaNative,47
1717,2021-04-23,Race-AmericanIndianAlaskaNative,47
1718,2021-04-24,Race-AmericanIndianAlaskaNative,47
1719,2021-04-25,Race-AmericanIndianAlaskaNative,47
1720,2021-04-26,Race-AmericanIndianAlaskaNative,47
1721,2021-04-27,Race-AmericanIndianAlaskaNative,47
1722,2021-04-28,Race-AmericanIndianAlaskaNative,47
1723,2021-04-29,Race-AmericanIndianAlaskaNative,47
1724,2021-04-30,Race-AmericanIndianAlaskaNative,47
1725,2021-05-01,Race-AmericanIndianAlaskaNative,47
1726,2021-05-02,Race-AmericanIndianAlaskaNative,47
1727,2021-05-03,Race-AmericanIndianAlaskaNative,47
1728,2021-05-04,Race-AmericanIndianAlaskaNative,47
1729,2021-05-05,Race-AmericanIndianAlaskaNative,47
1730,2021-05-06,Race-AmericanIndianAlaskaNative,47
1731,2021-05-07,Race-AmericanIndianAlaskaNative,47
1732,2021-05-08,Race-AmericanIndianAlaskaNative,47
1733,2021-05-09,Race-AmericanIndianAlaskaNative,47
1734,2021-05-10,Race-AmericanIndianAlaskaNative,47
1735,2021-05-11,Race-AmericanIndianAlaskaNative,47
1736,2021-05-12,Race-AmericanIndianAlaskaNative,47
1737,2021-05-13,Race-AmericanIndianAlaskaNative,47
1738,2021-05-14,Race-AmericanIndianAlaskaNative,47
1739,2021-05-15,Race-AmericanIndianAlaskaNative,47
1740,2021-05-16,Race-AmericanIndianAlaskaNative,47
1741,2021-05-17,Race-AmericanIndianAlaskaNative,47
1742,2021-05-18,Race-AmericanIndianAlaskaNative,47
1743,2021-05-19,Race-AmericanIndianAlaskaNative,47
1744,2021-05-20,Race-AmericanIndianAlaskaNative,47
1745,2021-05-21,Race-AmericanIndianAlaskaNative,47
1746,2021-05-22,Race-AmericanIndianAlaskaNative,47
1747,2021-05-23,Race-AmericanIndianAlaskaNative,47
1748,2021-05-24,Race-AmericanIndianAlaskaNative,47
1749,2021-05-25,Race-AmericanIndianAlaskaNative,47
1750,2021-05-26,Race-AmericanIndianAlaskaNative,48
1751,2021-05-27,Race-AmericanIndianAlaskaNative,48
1752,2021-05-28,Race-AmericanIndianAlaskaNative,49
1753,2021-05-29,Race-AmericanIndianAlaskaNative,49
1754,2021-05-30,Race-AmericanIndianAlaskaNative,49
1755,2021-05-31,Race-AmericanIndianAlaskaNative,49
1756,2021-06-01,Race-AmericanIndianAlaskaNative,49
1757,2021-06-02,Race-AmericanIndianAlaskaNative,49
1758,2021-06-03,Race-AmericanIndianAlaskaNative,49
1759,2021-06-04,Race-AmericanIndianAlaskaNative,49
1760,2021-06-05,Race-AmericanIndianAlaskaNative,49
1761,2021-06-06,Race-AmericanIndianAlaskaNative,49
1762,2021-06-07,Race-AmericanIndianAlaskaNative,49
1763,2021-06-08,Race-AmericanIndianAlaskaNative,49
1764,2021-06-09,Race-AmericanIndianAlaskaNative,51
1765,2021-06-10,Race-AmericanIndianAlaskaNative,51
1766,2021-06-11,Race-AmericanIndianAlaskaNative,51
1767,2021-06-12,Race-AmericanIndianAlaskaNative,51
1768,2020-03-28,Race-Asian,0
1769,2020-03-29,Race-Asian,0
1770,2020-03-30,Race-Asian,0
1771,2020-03-31,Race-Asian,0
1772,2020-04-01,Race-Asian,0
1773,2020-04-02,Race-Asian,0
1774,2020-04-03,Race-Asian,0
1775,2020-04-04,Race-Asian,0
1776,2020-04-05,Race-Asian,0
1777,2020-04-06,Race-Asian,0
1778,2020-04-07,Race-Asian,0
1779,2020-04-08,Race-Asian,34
1780,2020-04-09,Race-Asian,38
1781,2020-04-10,Race-Asian,41
1782,2020-04-11,Race-Asian,46
1783,2020-04-12,Race-Asian,48
1784,2020-04-13,Race-Asian,52
1785,2020-04-14,Race-Asian,59
1786,2020-04-15,Race-Asian,67
1787,2020-04-16,Race-Asian,74
1788,2020-04-17,Race-Asian,85
1789,2020-04-18,Race-Asian,92
1790,2020-04-19,Race-Asian,95
1791,2020-04-20,Race-Asian,106
1792,2020-04-21,Race-Asian,119
1793,2020-04-22,Race-Asian,129
1794,2020-04-23,Race-Asian,143
1795,2020-04-24,Race-Asian,154
1796,2020-04-25,Race-Asian,158
1797,2020-04-26,Race-Asian,165
1798,2020-04-27,Race-Asian,175
1799,2020-04-28,Race-Asian,186
1800,2020-04-29,Race-Asian,195
1801,2020-04-30,Race-Asian,206
1802,2020-05-01,Race-Asian,211
1803,2020-05-02,Race-Asian,218
1804,2020-05-03,Race-Asian,226
1805,2020-05-04,Race-Asian,235
1806,2020-05-05,Race-Asian,243
1807,2020-05-06,Race-Asian,253
1808,2020-05-07,Race-Asian,258
1809,2020-05-08,Race-Asian,272
1810,2020-05-09,Race-Asian,274
1811,2020-05-10,Race-Asian,276
1812,2020-05-11,Race-Asian,282
1813,2020-05-12,Race-Asian,286
1814,2020-05-13,Race-Asian,298
1815,2020-05-14,Race-Asian,304
1816,2020-05-15,Race-Asian,308
1817,2020-05-16,Race-Asian,310
1818,2020-05-17,Race-Asian,314
1819,2020-05-18,Race-Asian,324
1820,2020-05-19,Race-Asian,332
1821,2020-05-20,Race-Asian,342
1822,2020-05-21,Race-Asian,348
1823,2020-05-22,Race-Asian,352
1824,2020-05-23,Race-Asian,354
1825,2020-05-24,Race-Asian,356
1826,2020-05-25,Race-Asian,362
1827,2020-05-26,Race-Asian,373
1828,2020-05-27,Race-Asian,379
1829,2020-05-28,Race-Asian,388
1830,2020-05-29,Race-Asian,398
1831,2020-05-30,Race-Asian,402
1832,2020-05-31,Race-Asian,404
1833,2020-06-01,Race-Asian,416
1834,2020-06-02,Race-Asian,420
1835,2020-06-03,Race-Asian,426
1836,2020-06-04,Race-Asian,445
1837,2020-06-05,Race-Asian,453
1838,2020-06-06,Race-Asian,458
1839,2020-06-07,Race-Asian,460
1840,2020-06-08,Race-Asian,463
1841,2020-06-09,Race-Asian,467
1842,2020-06-10,Race-Asian,473
1843,2020-06-11,Race-Asian,476
1844,2020-06-12,Race-Asian,482
1845,2020-06-13,Race-Asian,486
1846,2020-06-14,Race-Asian,487
1847,2020-06-15,Race-Asian,490
1848,2020-06-16,Race-Asian,495
1849,2020-06-17,Race-Asian,498
1850,2020-06-18,Race-Asian,503
1851,2020-06-19,Race-Asian,507
1852,2020-06-20,Race-Asian,507
1853,2020-06-21,Race-Asian,512
1854,2020-06-22,Race-Asian,518
1855,2020-06-23,Race-Asian,524
1856,2020-06-24,Race-Asian,527
1857,2020-06-25,Race-Asian,531
1858,2020-06-26,Race-Asian,544
1859,2020-06-27,Race-Asian,547
1860,2020-06-28,Race-Asian,550
1861,2020-06-29,Race-Asian,552
1862,2020-06-30,Race-Asian,553
1863,2020-07-01,Race-Asian,559
1864,2020-07-02,Race-Asian,559
1865,2020-07-03,Race-Asian,559
1866,2020-07-04,Race-Asian,562
1867,2020-07-05,Race-Asian,565
1868,2020-07-06,Race-Asian,570
1869,2020-07-07,Race-Asian,579
1870,2020-07-08,Race-Asian,578
1871,2020-07-09,Race-Asian,581
1872,2020-07-10,Race-Asian,584
1873,2020-07-11,Race-Asian,586
1874,2020-07-12,Race-Asian,587
1875,2020-07-13,Race-Asian,594
1876,2020-07-14,Race-Asian,601
1877,2020-07-15,Race-Asian,606
1878,2020-07-16,Race-Asian,614
1879,2020-07-17,Race-Asian,614
1880,2020-07-18,Race-Asian,614
1881,2020-07-19,Race-Asian,614
1882,2020-07-20,Race-Asian,618
1883,2020-07-21,Race-Asian,628
1884,2020-07-22,Race-Asian,637
1885,2020-07-23,Race-Asian,643
1886,2020-07-24,Race-Asian,646
1887,2020-07-25,Race-Asian,646
1888,2020-07-26,Race-Asian,649
1889,2020-07-27,Race-Asian,656
1890,2020-07-28,Race-Asian,670
1891,2020-07-29,Race-Asian,677
1892,2020-07-30,Race-Asian,688
1893,2020-07-31,Race-Asian,692
1894,2020-08-01,Race-Asian,696
1895,2020-08-02,Race-Asian,696
1896,2020-08-03,Race-Asian,703
1897,2020-08-04,Race-Asian,717
1898,2020-08-05,Race-Asian,724
1899,2020-08-06,Race-Asian,732
1900,2020-08-07,Race-Asian,742
1901,2020-08-08,Race-Asian,744
1902,2020-08-09,Race-Asian,744
1903,2020-08-10,Race-Asian,755
1904,2020-08-11,Race-Asian,765
1905,2020-08-12,Race-Asian,772
1906,2020-08-13,Race-Asian,777
1907,2020-08-14,Race-Asian,778
1908,2020-08-15,Race-Asian,779
1909,2020-08-16,Race-Asian,784
1910,2020-08-17,Race-Asian,797
1911,2020-08-18,Race-Asian,803
1912,2020-08-19,Race-Asian,808
1913,2020-08-20,Race-Asian,810
1914,2020-08-21,Race-Asian,816
1915,2020-08-22,Race-Asian,817
1916,2020-08-23,Race-Asian,818
1917,2020-08-24,Race-Asian,821
1918,2020-08-25,Race-Asian,832
1919,2020-08-26,Race-Asian,839
1920,2020-08-27,Race-Asian,845
1921,2020-08-28,Race-Asian,848
1922,2020-08-29,Race-Asian,849
1923,2020-08-30,Race-Asian,849
1924,2020-08-31,Race-Asian,856
1925,2020-09-01,Race-Asian,865
1926,2020-09-02,Race-Asian,874
1927,2020-09-03,Race-Asian,879
1928,2020-09-04,Race-Asian,881
1929,2020-09-05,Race-Asian,882
1930,2020-09-06,Race-Asian,884
1931,2020-09-07,Race-Asian,885
1932,2020-09-08,Race-Asian,888
1933,2020-09-09,Race-Asian,891
1934,2020-09-10,Race-Asian,899
1935,2020-09-11,Race-Asian,900
1936,2020-09-12,Race-Asian,901
1937,2020-09-13,Race-Asian,902
1938,2020-09-14,Race-Asian,905
1939,2020-09-15,Race-Asian,911
1940,2020-09-16,Race-Asian,915
1941,2020-09-17,Race-Asian,918
1942,2020-09-18,Race-Asian,918
1943,2020-09-19,Race-Asian,920
1944,2020-09-20,Race-Asian,923
1945,2020-09-21,Race-Asian,928
1946,2020-09-22,Race-Asian,929
1947,2020-09-23,Race-Asian,935
1948,2020-09-24,Race-Asian,938
1949,2020-09-25,Race-Asian,944
1950,2020-09-26,Race-Asian,945
1951,2020-09-27,Race-Asian,945
1952,2020-09-28,Race-Asian,948
1953,2020-09-29,Race-Asian,951
1954,2020-09-30,Race-Asian,955
1955,2020-10-01,Race-Asian,959
1956,2020-10-02,Race-Asian,961
1957,2020-10-03,Race-Asian,962
1958,2020-10-04,Race-Asian,962
1959,2020-10-05,Race-Asian,965
1960,2020-10-06,Race-Asian,969
1961,2020-10-07,Race-Asian,972
1962,2020-10-08,Race-Asian,972
1963,2020-10-09,Race-Asian,974
1964,2020-10-10,Race-Asian,974
1965,2020-10-11,Race-Asian,974
1966,2020-10-12,Race-Asian,975
1967,2020-10-13,Race-Asian,979
1968,2020-10-14,Race-Asian,980
1969,2020-10-15,Race-Asian,986
1970,2020-10-16,Race-Asian,986
1971,2020-10-17,Race-Asian,987
1972,2020-10-18,Race-Asian,988
1973,2020-10-19,Race-Asian,990
1974,2020-10-20,Race-Asian,994
1975,2020-10-21,Race-Asian,995
1976,2020-10-22,Race-Asian,1000
1977,2020-10-23,Race-Asian,1002
1978,2020-10-24,Race-Asian,1003
1979,2020-10-25,Race-Asian,1003
1980,2020-10-26,Race-Asian,1003
1981,2020-10-27,Race-Asian,1003
1982,2020-10-28,Race-Asian,1005
1983,2020-10-29,Race-Asian,1006
1984,2020-10-30,Race-Asian,1009
