Date,variable,Cumulative Confirmed Case Count,Newly Confirmed Case Count
7/22/20,Race-AmericanIndianAlaskaNative,153,3
7/23/20,Race-AmericanIndianAlaskaNative,153,0
7/24/20,Race-AmericanIndianAlaskaNative,159,6
7/25/20,Race-AmericanIndianAlaskaNative,161,2
7/26/20,Race-AmericanIndianAlaskaNative,162,1
7/27/20,Race-AmericanIndianAlaskaNative,162,0
7/28/20,Race-AmericanIndianAlaskaNative,163,1
7/29/20,Race-AmericanIndianAlaskaNative,165,2
7/30/20,Race-AmericanIndianAlaskaNative,169,4
7/31/20,Race-AmericanIndianAlaskaNative,170,1
8/1/20,Race-AmericanIndianAlaskaNative,172,2
8/2/20,Race-AmericanIndianAlaskaNative,173,1
8/3/20,Race-AmericanIndianAlaskaNative,175,2
8/4/20,Race-AmericanIndianAlaskaNative,177,2
8/5/20,Race-AmericanIndianAlaskaNative,178,1
8/6/20,Race-AmericanIndianAlaskaNative,179,1
8/7/20,Race-AmericanIndianAlaskaNative,179,0
8/8/20,Race-AmericanIndianAlaskaNative,180,1
8/9/20,Race-AmericanIndianAlaskaNative,181,1
8/10/20,Race-AmericanIndianAlaskaNative,182,1
8/11/20,Race-AmericanIndianAlaskaNative,182,0
8/12/20,Race-AmericanIndianAlaskaNative,184,2
8/13/20,Race-AmericanIndianAlaskaNative,187,3
8/14/20,Race-AmericanIndianAlaskaNative,187,0
8/15/20,Race-AmericanIndianAlaskaNative,188,1
8/16/20,Race-AmericanIndianAlaskaNative,188,0
8/17/20,Race-AmericanIndianAlaskaNative,188,0
8/18/20,Race-AmericanIndianAlaskaNative,188,0
8/19/20,Race-AmericanIndianAlaskaNative,188,0
8/20/20,Race-AmericanIndianAlaskaNative,188,0
8/21/20,Race-AmericanIndianAlaskaNative,188,0
8/22/20,Race-AmericanIndianAlaskaNative,189,1
8/23/20,Race-AmericanIndianAlaskaNative,189,0
8/24/20,Race-AmericanIndianAlaskaNative,191,2
8/25/20,Race-AmericanIndianAlaskaNative,194,3
8/26/20,Race-AmericanIndianAlaskaNative,196,2
8/27/20,Race-AmericanIndianAlaskaNative,198,2
8/28/20,Race-AmericanIndianAlaskaNative,198,0
8/29/20,Race-AmericanIndianAlaskaNative,198,0
8/30/20,Race-AmericanIndianAlaskaNative,198,0
8/31/20,Race-AmericanIndianAlaskaNative,198,0
9/1/20,Race-AmericanIndianAlaskaNative,204,6
9/2/20,Race-AmericanIndianAlaskaNative,204,0
9/3/20,Race-AmericanIndianAlaskaNative,207,3
9/4/20,Race-AmericanIndianAlaskaNative,210,3
9/5/20,Race-AmericanIndianAlaskaNative,211,1
9/6/20,Race-AmericanIndianAlaskaNative,211,0
9/7/20,Race-AmericanIndianAlaskaNative,211,0
9/8/20,Race-AmericanIndianAlaskaNative,212,1
9/9/20,Race-AmericanIndianAlaskaNative,212,0
9/10/20,Race-AmericanIndianAlaskaNative,215,3
9/11/20,Race-AmericanIndianAlaskaNative,218,3
9/12/20,Race-AmericanIndianAlaskaNative,221,3
9/13/20,Race-AmericanIndianAlaskaNative,222,1
9/14/20,Race-AmericanIndianAlaskaNative,223,1
9/15/20,Race-AmericanIndianAlaskaNative,225,2
9/16/20,Race-AmericanIndianAlaskaNative,229,4
9/17/20,Race-AmericanIndianAlaskaNative,230,1
9/18/20,Race-AmericanIndianAlaskaNative,232,2
9/19/20,Race-AmericanIndianAlaskaNative,233,1
9/20/20,Race-AmericanIndianAlaskaNative,236,3
9/21/20,Race-AmericanIndianAlaskaNative,237,1
9/22/20,Race-AmericanIndianAlaskaNative,237,0
9/23/20,Race-AmericanIndianAlaskaNative,237,0
9/24/20,Race-AmericanIndianAlaskaNative,240,3
9/25/20,Race-AmericanIndianAlaskaNative,243,3
9/26/20,Race-AmericanIndianAlaskaNative,243,0
9/27/20,Race-AmericanIndianAlaskaNative,243,0
9/28/20,Race-AmericanIndianAlaskaNative,244,1
9/29/20,Race-AmericanIndianAlaskaNative,245,1
9/30/20,Race-AmericanIndianAlaskaNative,248,3
10/1/20,Race-AmericanIndianAlaskaNative,250,2
10/2/20,Race-AmericanIndianAlaskaNative,250,0
10/3/20,Race-AmericanIndianAlaskaNative,250,0
10/4/20,Race-AmericanIndianAlaskaNative,250,0
10/5/20,Race-AmericanIndianAlaskaNative,250,0
10/6/20,Race-AmericanIndianAlaskaNative,251,1
10/7/20,Race-AmericanIndianAlaskaNative,251,0
10/8/20,Race-AmericanIndianAlaskaNative,252,1
10/9/20,Race-AmericanIndianAlaskaNative,252,0
10/10/20,Race-AmericanIndianAlaskaNative,252,0
10/11/20,Race-AmericanIndianAlaskaNative,252,0
10/12/20,Race-AmericanIndianAlaskaNative,252,0
10/13/20,Race-AmericanIndianAlaskaNative,256,4
10/14/20,Race-AmericanIndianAlaskaNative,258,2
10/15/20,Race-AmericanIndianAlaskaNative,258,0
10/16/20,Race-AmericanIndianAlaskaNative,260,2
10/17/20,Race-AmericanIndianAlaskaNative,260,0
10/18/20,Race-AmericanIndianAlaskaNative,261,1
10/19/20,Race-AmericanIndianAlaskaNative,264,3
10/20/20,Race-AmericanIndianAlaskaNative,264,0
10/21/20,Race-AmericanIndianAlaskaNative,268,4
10/22/20,Race-AmericanIndianAlaskaNative,272,4
10/23/20,Race-AmericanIndianAlaskaNative,272,0
10/24/20,Race-AmericanIndianAlaskaNative,273,1
10/25/20,Race-AmericanIndianAlaskaNative,273,0
10/26/20,Race-AmericanIndianAlaskaNative,273,0
10/27/20,Race-AmericanIndianAlaskaNative,273,0
10/28/20,Race-AmericanIndianAlaskaNative,276,3
10/29/20,Race-AmericanIndianAlaskaNative,278,2
10/30/20,Race-AmericanIndianAlaskaNative,278,0
10/31/20,Race-AmericanIndianAlaskaNative,279,1
11/1/20,Race-AmericanIndianAlaskaNative,279,0
11/2/20,Race-AmericanIndianAlaskaNative,279,0
11/3/20,Race-AmericanIndianAlaskaNative,280,1
11/4/20,Race-AmericanIndianAlaskaNative,287,7
11/5/20,Race-AmericanIndianAlaskaNative,289,2
11/6/20,Race-AmericanIndianAlaskaNative,289,0
11/7/20,Race-AmericanIndianAlaskaNative,290,1
11/8/20,Race-AmericanIndianAlaskaNative,291,1
11/9/20,Race-AmericanIndianAlaskaNative,292,1
11/10/20,Race-AmericanIndianAlaskaNative,296,4
11/11/20,Race-AmericanIndianAlaskaNative,301,5
11/12/20,Race-AmericanIndianAlaskaNative,304,3
11/13/20,Race-AmericanIndianAlaskaNative,310,6
11/14/20,Race-AmericanIndianAlaskaNative,311,1
11/15/20,Race-AmericanIndianAlaskaNative,314,3
11/16/20,Race-AmericanIndianAlaskaNative,316,2
11/17/20,Race-AmericanIndianAlaskaNative,319,3
11/18/20,Race-AmericanIndianAlaskaNative,323,4
11/19/20,Race-AmericanIndianAlaskaNative,326,3
11/20/20,Race-AmericanIndianAlaskaNative,330,4
11/21/20,Race-AmericanIndianAlaskaNative,333,3
11/22/20,Race-AmericanIndianAlaskaNative,340,7
11/23/20,Race-AmericanIndianAlaskaNative,342,2
11/24/20,Race-AmericanIndianAlaskaNative,357,15
11/25/20,Race-AmericanIndianAlaskaNative,392,35
11/26/20,Race-AmericanIndianAlaskaNative,403,11
11/27/20,Race-AmericanIndianAlaskaNative,405,2
11/28/20,Race-AmericanIndianAlaskaNative,412,7
11/29/20,Race-AmericanIndianAlaskaNative,416,4
11/30/20,Race-AmericanIndianAlaskaNative,439,23
12/1/20,Race-AmericanIndianAlaskaNative,456,17
12/2/20,Race-AmericanIndianAlaskaNative,469,13
12/3/20,Race-AmericanIndianAlaskaNative,482,13
12/4/20,Race-AmericanIndianAlaskaNative,510,28
12/5/20,Race-AmericanIndianAlaskaNative,528,18
12/6/20,Race-AmericanIndianAlaskaNative,548,20
12/7/20,Race-AmericanIndianAlaskaNative,572,24
12/8/20,Race-AmericanIndianAlaskaNative,596,24
12/9/20,Race-AmericanIndianAlaskaNative,632,36
12/10/20,Race-AmericanIndianAlaskaNative,661,29
12/11/20,Race-AmericanIndianAlaskaNative,684,23
12/12/20,Race-AmericanIndianAlaskaNative,714,30
12/13/20,Race-AmericanIndianAlaskaNative,740,26
12/14/20,Race-AmericanIndianAlaskaNative,771,31
12/15/20,Race-AmericanIndianAlaskaNative,810,39
12/16/20,Race-AmericanIndianAlaskaNative,836,26
12/17/20,Race-AmericanIndianAlaskaNative,861,25
12/18/20,Race-AmericanIndianAlaskaNative,893,32
12/19/20,Race-AmericanIndianAlaskaNative,919,26
12/20/20,Race-AmericanIndianAlaskaNative,944,25
12/21/20,Race-AmericanIndianAlaskaNative,978,34
12/22/20,Race-AmericanIndianAlaskaNative,1012,34
12/23/20,Race-AmericanIndianAlaskaNative,1044,32
12/24/20,Race-AmericanIndianAlaskaNative,1044,0
12/25/20,Race-AmericanIndianAlaskaNative,1086,42
12/26/20,Race-AmericanIndianAlaskaNative,1102,16
12/27/20,Race-AmericanIndianAlaskaNative,1161,59
12/28/20,Race-AmericanIndianAlaskaNative,1193,32
12/29/20,Race-AmericanIndianAlaskaNative,1211,18
12/30/20,Race-AmericanIndianAlaskaNative,1235,24
12/31/20,Race-AmericanIndianAlaskaNative,1262,27
1/1/21,Race-AmericanIndianAlaskaNative,1287,25
1/2/21,Race-AmericanIndianAlaskaNative,1296,9
1/3/21,Race-AmericanIndianAlaskaNative,1300,4
1/4/21,Race-AmericanIndianAlaskaNative,1349,49
1/5/21,Race-AmericanIndianAlaskaNative,1396,47
1/6/21,Race-AmericanIndianAlaskaNative,1439,43
1/7/21,Race-AmericanIndianAlaskaNative,1481,42
1/8/21,Race-AmericanIndianAlaskaNative,1509,28
1/9/21,Race-AmericanIndianAlaskaNative,1531,22
1/10/21,Race-AmericanIndianAlaskaNative,1551,20
1/11/21,Race-AmericanIndianAlaskaNative,1556,5
1/12/21,Race-AmericanIndianAlaskaNative,1572,16
1/13/21,Race-AmericanIndianAlaskaNative,1606,34
1/14/21,Race-AmericanIndianAlaskaNative,1630,24
1/15/21,Race-AmericanIndianAlaskaNative,1648,18
1/16/21,Race-AmericanIndianAlaskaNative,1669,21
1/17/21,Race-AmericanIndianAlaskaNative,1688,19
1/18/21,Race-AmericanIndianAlaskaNative,1697,9
1/19/21,Race-AmericanIndianAlaskaNative,1716,19
1/20/21,Race-AmericanIndianAlaskaNative,1728,12
1/21/21,Race-AmericanIndianAlaskaNative,1743,15
1/22/21,Race-AmericanIndianAlaskaNative,1747,4
1/23/21,Race-AmericanIndianAlaskaNative,1761,14
1/24/21,Race-AmericanIndianAlaskaNative,1770,9
1/25/21,Race-AmericanIndianAlaskaNative,1786,16
1/26/21,Race-AmericanIndianAlaskaNative,1802,16
1/27/21,Race-AmericanIndianAlaskaNative,1818,16
1/28/21,Race-AmericanIndianAlaskaNative,1832,14
1/29/21,Race-AmericanIndianAlaskaNative,1846,14
1/30/21,Race-AmericanIndianAlaskaNative,1846,0
1/31/21,Race-AmericanIndianAlaskaNative,1853,7
2/1/21,Race-AmericanIndianAlaskaNative,1859,6
2/2/21,Race-AmericanIndianAlaskaNative,1867,8
2/3/21,Race-AmericanIndianAlaskaNative,1878,11
2/4/21,Race-AmericanIndianAlaskaNative,1882,4
2/5/21,Race-AmericanIndianAlaskaNative,1891,9
2/6/21,Race-AmericanIndianAlaskaNative,1894,3
2/7/21,Race-AmericanIndianAlaskaNative,1897,3
2/8/21,Race-AmericanIndianAlaskaNative,1904,7
2/9/21,Race-AmericanIndianAlaskaNative,1906,2
2/10/21,Race-AmericanIndianAlaskaNative,1908,2
2/11/21,Race-AmericanIndianAlaskaNative,1915,7
2/12/21,Race-AmericanIndianAlaskaNative,1919,4
2/13/21,Race-AmericanIndianAlaskaNative,1919,0
2/14/21,Race-AmericanIndianAlaskaNative,1919,0
2/15/21,Race-AmericanIndianAlaskaNative,1919,0
2/16/21,Race-AmericanIndianAlaskaNative,1919,0
2/17/21,Race-AmericanIndianAlaskaNative,1919,0
2/18/21,Race-AmericanIndianAlaskaNative,1919,0
2/19/21,Race-AmericanIndianAlaskaNative,1919,0
2/20/21,Race-AmericanIndianAlaskaNative,1919,0
2/21/21,Race-AmericanIndianAlaskaNative,1919,0
2/22/21,Race-AmericanIndianAlaskaNative,1919,0
2/23/21,Race-AmericanIndianAlaskaNative,1919,0
2/24/21,Race-AmericanIndianAlaskaNative,1919,0
2/25/21,Race-AmericanIndianAlaskaNative,1919,0
2/26/21,Race-AmericanIndianAlaskaNative,1919,0
2/27/21,Race-AmericanIndianAlaskaNative,1919,0
2/28/21,Race-AmericanIndianAlaskaNative,1919,0
3/1/21,Race-AmericanIndianAlaskaNative,1919,0
3/2/21,Race-AmericanIndianAlaskaNative,1920,1
3/3/21,Race-AmericanIndianAlaskaNative,1927,7
3/4/21,Race-AmericanIndianAlaskaNative,1931,4
3/5/21,Race-AmericanIndianAlaskaNative,1931,0
3/6/21,Race-AmericanIndianAlaskaNative,1931,0
3/7/21,Race-AmericanIndianAlaskaNative,1931,0
3/8/21,Race-AmericanIndianAlaskaNative,1931,0
3/9/21,Race-AmericanIndianAlaskaNative,1931,0
3/10/21,Race-AmericanIndianAlaskaNative,1931,0
3/11/21,Race-AmericanIndianAlaskaNative,1931,0
3/12/21,Race-AmericanIndianAlaskaNative,1931,0
3/13/21,Race-AmericanIndianAlaskaNative,1931,0
3/14/21,Race-AmericanIndianAlaskaNative,1931,0
3/15/21,Race-AmericanIndianAlaskaNative,1931,0
3/16/21,Race-AmericanIndianAlaskaNative,1931,0
3/17/21,Race-AmericanIndianAlaskaNative,1933,2
3/18/21,Race-AmericanIndianAlaskaNative,1937,4
3/19/21,Race-AmericanIndianAlaskaNative,1939,2
3/20/21,Race-AmericanIndianAlaskaNative,1939,0
3/21/21,Race-AmericanIndianAlaskaNative,1939,0
3/22/21,Race-AmericanIndianAlaskaNative,1939,0
3/23/21,Race-AmericanIndianAlaskaNative,1940,1
3/24/21,Race-AmericanIndianAlaskaNative,1941,1
3/25/21,Race-AmericanIndianAlaskaNative,1946,5
3/26/21,Race-AmericanIndianAlaskaNative,1952,6
3/27/21,Race-AmericanIndianAlaskaNative,1956,4
3/28/21,Race-AmericanIndianAlaskaNative,1956,0
3/29/21,Race-AmericanIndianAlaskaNative,1957,1
3/30/21,Race-AmericanIndianAlaskaNative,1958,1
3/31/21,Race-AmericanIndianAlaskaNative,1958,0
4/1/21,Race-AmericanIndianAlaskaNative,1961,3
4/2/21,Race-AmericanIndianAlaskaNative,1961,0
4/3/21,Race-AmericanIndianAlaskaNative,1961,0
4/4/21,Race-AmericanIndianAlaskaNative,1961,0
4/5/21,Race-AmericanIndianAlaskaNative,1963,2
4/6/21,Race-AmericanIndianAlaskaNative,1964,1
4/7/21,Race-AmericanIndianAlaskaNative,1965,1
4/8/21,Race-AmericanIndianAlaskaNative,1966,1
4/9/21,Race-AmericanIndianAlaskaNative,1967,1
4/10/21,Race-AmericanIndianAlaskaNative,1968,1
4/11/21,Race-AmericanIndianAlaskaNative,1970,2
4/12/21,Race-AmericanIndianAlaskaNative,1974,4
4/13/21,Race-AmericanIndianAlaskaNative,1975,1
4/14/21,Race-AmericanIndianAlaskaNative,1977,2
4/15/21,Race-AmericanIndianAlaskaNative,1977,0
4/16/21,Race-AmericanIndianAlaskaNative,1977,0
4/17/21,Race-AmericanIndianAlaskaNative,1977,0
4/18/21,Race-AmericanIndianAlaskaNative,1977,0
4/19/21,Race-AmericanIndianAlaskaNative,1977,0
4/20/21,Race-AmericanIndianAlaskaNative,1977,0
4/21/21,Race-AmericanIndianAlaskaNative,1977,0
4/22/21,Race-AmericanIndianAlaskaNative,1980,3
4/23/21,Race-AmericanIndianAlaskaNative,1980,0
4/24/21,Race-AmericanIndianAlaskaNative,1982,2
4/25/21,Race-AmericanIndianAlaskaNative,1983,1
4/26/21,Race-AmericanIndianAlaskaNative,1983,0
4/27/21,Race-AmericanIndianAlaskaNative,1984,1
4/28/21,Race-AmericanIndianAlaskaNative,1984,0
4/29/21,Race-AmericanIndianAlaskaNative,1984,0
4/30/21,Race-AmericanIndianAlaskaNative,1984,0
5/1/21,Race-AmericanIndianAlaskaNative,1984,0
5/2/21,Race-AmericanIndianAlaskaNative,1984,0
5/3/21,Race-AmericanIndianAlaskaNative,1987,3
5/4/21,Race-AmericanIndianAlaskaNative,1988,1
5/5/21,Race-AmericanIndianAlaskaNative,1988,0
5/6/21,Race-AmericanIndianAlaskaNative,1988,0
5/7/21,Race-AmericanIndianAlaskaNative,1988,0
5/8/21,Race-AmericanIndianAlaskaNative,1989,1
5/9/21,Race-AmericanIndianAlaskaNative,1989,0
5/10/21,Race-AmericanIndianAlaskaNative,1989,0
5/11/21,Race-AmericanIndianAlaskaNative,1991,2
5/12/21,Race-AmericanIndianAlaskaNative,1993,2
5/13/21,Race-AmericanIndianAlaskaNative,1993,0
5/14/21,Race-AmericanIndianAlaskaNative,1994,1
5/15/21,Race-AmericanIndianAlaskaNative,1994,0
5/16/21,Race-AmericanIndianAlaskaNative,1994,0
5/17/21,Race-AmericanIndianAlaskaNative,1994,0
5/18/21,Race-AmericanIndianAlaskaNative,1996,2
5/19/21,Race-AmericanIndianAlaskaNative,1996,0
5/20/21,Race-AmericanIndianAlaskaNative,1996,0
5/21/21,Race-AmericanIndianAlaskaNative,1997,1
5/22/21,Race-AmericanIndianAlaskaNative,1997,0
5/23/21,Race-AmericanIndianAlaskaNative,1997,0
5/24/21,Race-AmericanIndianAlaskaNative,1997,0
5/25/21,Race-AmericanIndianAlaskaNative,1997,0
5/26/21,Race-AmericanIndianAlaskaNative,2002,5
5/27/21,Race-AmericanIndianAlaskaNative,2002,0
5/28/21,Race-AmericanIndianAlaskaNative,2004,2
5/29/21,Race-AmericanIndianAlaskaNative,2004,0
5/30/21,Race-AmericanIndianAlaskaNative,2004,0
5/31/21,Race-AmericanIndianAlaskaNative,2006,2
6/1/21,Race-AmericanIndianAlaskaNative,2006,0
6/2/21,Race-AmericanIndianAlaskaNative,2006,0
6/3/21,Race-AmericanIndianAlaskaNative,2006,0
6/4/21,Race-AmericanIndianAlaskaNative,2006,0
6/5/21,Race-AmericanIndianAlaskaNative,2006,0
6/6/21,Race-AmericanIndianAlaskaNative,2006,0
6/7/21,Race-AmericanIndianAlaskaNative,2007,1
6/8/21,Race-AmericanIndianAlaskaNative,2007,0
6/9/21,Race-AmericanIndianAlaskaNative,2007,0
6/10/21,Race-AmericanIndianAlaskaNative,2007,0
6/11/21,Race-AmericanIndianAlaskaNative,2007,0
6/12/21,Race-AmericanIndianAlaskaNative,2007,0
3/17/20,Race-Asian,0,0
3/18/20,Race-Asian,0,0
3/19/20,Race-Asian,0,0
3/20/20,Race-Asian,0,0
3/21/20,Race-Asian,0,0
3/22/20,Race-Asian,0,0
3/23/20,Race-Asian,0,0
3/24/20,Race-Asian,0,0
3/25/20,Race-Asian,0,0
3/26/20,Race-Asian,0,0
3/27/20,Race-Asian,0,0
3/28/20,Race-Asian,0,0
3/29/20,Race-Asian,0,0
3/30/20,Race-Asian,0,0
3/31/20,Race-Asian,0,0
4/1/20,Race-Asian,0,0
4/2/20,Race-Asian,0,0
4/3/20,Race-Asian,0,0
4/4/20,Race-Asian,0,0
4/5/20,Race-Asian,0,0
4/6/20,Race-Asian,0,0
4/7/20,Race-Asian,0,0
4/8/20,Race-Asian,508,508
4/9/20,Race-Asian,526,18
4/10/20,Race-Asian,589,63
4/11/20,Race-Asian,666,77
4/12/20,Race-Asian,716,50
4/13/20,Race-Asian,779,63
4/14/20,Race-Asian,811,32
4/15/20,Race-Asian,862,51
4/16/20,Race-Asian,922,60
4/17/20,Race-Asian,992,70
4/18/20,Race-Asian,1020,28
4/19/20,Race-Asian,1074,54
4/20/20,Race-Asian,1136,62
4/21/20,Race-Asian,1194,58
4/22/20,Race-Asian,1228,34
4/23/20,Race-Asian,1266,38
4/24/20,Race-Asian,1298,32
4/25/20,Race-Asian,1330,32
4/26/20,Race-Asian,1352,22
4/27/20,Race-Asian,1417,65
4/28/20,Race-Asian,1487,70
4/29/20,Race-Asian,1515,28
4/30/20,Race-Asian,1645,130
5/1/20,Race-Asian,1704,59
5/2/20,Race-Asian,1724,20
5/3/20,Race-Asian,1815,91
5/4/20,Race-Asian,1868,53
5/5/20,Race-Asian,1916,48
5/6/20,Race-Asian,1952,36
5/7/20,Race-Asian,2003,51
5/8/20,Race-Asian,2077,74
5/9/20,Race-Asian,2109,32
5/10/20,Race-Asian,2149,40
5/11/20,Race-Asian,2245,96
5/12/20,Race-Asian,2316,71
5/13/20,Race-Asian,2417,101
5/14/20,Race-Asian,2578,161
5/15/20,Race-Asian,2704,126
5/16/20,Race-Asian,2712,8
5/17/20,Race-Asian,2770,58
5/18/20,Race-Asian,2802,32
5/19/20,Race-Asian,2866,64
5/20/20,Race-Asian,2895,29
5/21/20,Race-Asian,2926,31
5/22/20,Race-Asian,2954,28
5/23/20,Race-Asian,3008,54
5/24/20,Race-Asian,3059,51
5/25/20,Race-Asian,3112,53
5/26/20,Race-Asian,3143,31
5/27/20,Race-Asian,3153,10
5/28/20,Race-Asian,3306,153
5/29/20,Race-Asian,3352,46
5/30/20,Race-Asian,3370,18
5/31/20,Race-Asian,3417,47
6/1/20,Race-Asian,3445,28
6/2/20,Race-Asian,3480,35
6/3/20,Race-Asian,3553,73
6/4/20,Race-Asian,3591,38
6/5/20,Race-Asian,3645,54
6/6/20,Race-Asian,3664,19
6/7/20,Race-Asian,3676,12
6/8/20,Race-Asian,3692,16
6/9/20,Race-Asian,3742,50
6/10/20,Race-Asian,3755,13
6/11/20,Race-Asian,3799,44
6/12/20,Race-Asian,3818,19
6/13/20,Race-Asian,3834,16
6/14/20,Race-Asian,3852,18
6/15/20,Race-Asian,3880,28
6/16/20,Race-Asian,3906,26
6/17/20,Race-Asian,3927,21
6/18/20,Race-Asian,3928,1
6/19/20,Race-Asian,3930,2
6/20/20,Race-Asian,3943,13
6/21/20,Race-Asian,3956,13
6/22/20,Race-Asian,3984,28
6/23/20,Race-Asian,4026,42
6/24/20,Race-Asian,4073,47
6/25/20,Race-Asian,4107,34
6/26/20,Race-Asian,4146,39
6/27/20,Race-Asian,4190,44
6/28/20,Race-Asian,4203,13
6/29/20,Race-Asian,4208,5
6/30/20,Race-Asian,4275,67
7/1/20,Race-Asian,4312,37
7/2/20,Race-Asian,4312,0
7/3/20,Race-Asian,4312,0
7/4/20,Race-Asian,4416,104
7/5/20,Race-Asian,4450,34
7/6/20,Race-Asian,4536,86
7/7/20,Race-Asian,4610,74
7/8/20,Race-Asian,4627,17
7/9/20,Race-Asian,4643,16
7/10/20,Race-Asian,4719,76
7/11/20,Race-Asian,4793,74
7/12/20,Race-Asian,4845,52
7/13/20,Race-Asian,4939,94
7/14/20,Race-Asian,5025,86
7/15/20,Race-Asian,5119,94
7/16/20,Race-Asian,5126,7
7/17/20,Race-Asian,5228,102
7/18/20,Race-Asian,5312,84
7/19/20,Race-Asian,5403,91
7/20/20,Race-Asian,5473,70
7/21/20,Race-Asian,5553,80
7/22/20,Race-Asian,5640,87
7/23/20,Race-Asian,5711,71
7/24/20,Race-Asian,5830,119
7/25/20,Race-Asian,5882,52
7/26/20,Race-Asian,5936,54
7/27/20,Race-Asian,5978,42
7/28/20,Race-Asian,6138,160
7/29/20,Race-Asian,6196,58
7/30/20,Race-Asian,6283,87
7/31/20,Race-Asian,6341,58
8/1/20,Race-Asian,6390,49
8/2/20,Race-Asian,6425,35
8/3/20,Race-Asian,6479,54
8/4/20,Race-Asian,6579,100
8/5/20,Race-Asian,6650,71
8/6/20,Race-Asian,6724,74
8/7/20,Race-Asian,6836,112
8/8/20,Race-Asian,6886,50
8/9/20,Race-Asian,6917,31
8/10/20,Race-Asian,6980,63
8/11/20,Race-Asian,7092,112
8/12/20,Race-Asian,7159,67
8/13/20,Race-Asian,7216,57
8/14/20,Race-Asian,7282,66
8/15/20,Race-Asian,7326,44
8/16/20,Race-Asian,7369,43
8/17/20,Race-Asian,7397,28
8/18/20,Race-Asian,7467,70
8/19/20,Race-Asian,7500,33
8/20/20,Race-Asian,7539,39
8/21/20,Race-Asian,7597,58
8/22/20,Race-Asian,7628,31
8/23/20,Race-Asian,7648,20
8/24/20,Race-Asian,7680,32
8/25/20,Race-Asian,7743,63
8/26/20,Race-Asian,7769,26
8/27/20,Race-Asian,7818,49
8/28/20,Race-Asian,7851,33
8/29/20,Race-Asian,7874,23
8/30/20,Race-Asian,7921,47
8/31/20,Race-Asian,7932,11
9/1/20,Race-Asian,8008,76
9/2/20,Race-Asian,8031,23
9/3/20,Race-Asian,8083,52
9/4/20,Race-Asian,8113,30
9/5/20,Race-Asian,8131,18
9/6/20,Race-Asian,8139,8
9/7/20,Race-Asian,8150,11
9/8/20,Race-Asian,8178,28
9/9/20,Race-Asian,8223,45
9/10/20,Race-Asian,8268,45
9/11/20,Race-Asian,8308,40
9/12/20,Race-Asian,8330,22
9/13/20,Race-Asian,8357,27
9/14/20,Race-Asian,8375,18
9/15/20,Race-Asian,8422,47
9/16/20,Race-Asian,8470,48
9/17/20,Race-Asian,8510,40
9/18/20,Race-Asian,8552,42
9/19/20,Race-Asian,8586,34
9/20/20,Race-Asian,8603,17
9/21/20,Race-Asian,8630,27
9/22/20,Race-Asian,8666,36
9/23/20,Race-Asian,8725,59
9/24/20,Race-Asian,8777,52
9/25/20,Race-Asian,8807,30
9/26/20,Race-Asian,8835,28
9/27/20,Race-Asian,8850,15
9/28/20,Race-Asian,8878,28
9/29/20,Race-Asian,8915,37
9/30/20,Race-Asian,8949,34
10/1/20,Race-Asian,8978,29
10/2/20,Race-Asian,9011,33
10/3/20,Race-Asian,9052,41
10/4/20,Race-Asian,9060,8
10/5/20,Race-Asian,9076,16
10/6/20,Race-Asian,9130,54
10/7/20,Race-Asian,9165,35
10/8/20,Race-Asian,9204,39
10/9/20,Race-Asian,9242,38
10/10/20,Race-Asian,9271,29
10/11/20,Race-Asian,9302,31
10/12/20,Race-Asian,9312,10
10/13/20,Race-Asian,9352,40
10/14/20,Race-Asian,9387,35
10/15/20,Race-Asian,9418,31
10/16/20,Race-Asian,9449,31
10/17/20,Race-Asian,9479,30
10/18/20,Race-Asian,9503,24
10/19/20,Race-Asian,9528,25
10/20/20,Race-Asian,9557,29
10/21/20,Race-Asian,9663,106
10/22/20,Race-Asian,9752,89
10/23/20,Race-Asian,9793,41
10/24/20,Race-Asian,9825,32
10/25/20,Race-Asian,9825,0
10/26/20,Race-Asian,9825,0
10/27/20,Race-Asian,9940,115
10/28/20,Race-Asian,10017,77
10/29/20,Race-Asian,10070,53
10/30/20,Race-Asian,10115,45
10/31/20,Race-Asian,10160,45
11/1/20,Race-Asian,10199,39
11/2/20,Race-Asian,10232,33
11/3/20,Race-Asian,10294,62
11/4/20,Race-Asian,10417,123
11/5/20,Race-Asian,10481,64
11/6/20,Race-Asian,10546,65
11/7/20,Race-Asian,10621,75
11/8/20,Race-Asian,10659,38
11/9/20,Race-Asian,10731,72
11/10/20,Race-Asian,10801,70
11/11/20,Race-Asian,10912,111
11/12/20,Race-Asian,11014,102
11/13/20,Race-Asian,11145,131
11/14/20,Race-Asian,11260,115
11/15/20,Race-Asian,11344,84
11/16/20,Race-Asian,11454,110
11/17/20,Race-Asian,11611,157
11/18/20,Race-Asian,11830,219
11/19/20,Race-Asian,12021,191
11/20/20,Race-Asian,12181,160
11/21/20,Race-Asian,12285,104
11/22/20,Race-Asian,12549,264
11/23/20,Race-Asian,12686,137
11/24/20,Race-Asian,12789,103
11/25/20,Race-Asian,13020,231
11/26/20,Race-Asian,13192,172
11/27/20,Race-Asian,13328,136
11/28/20,Race-Asian,13543,215
11/29/20,Race-Asian,13786,243
11/30/20,Race-Asian,14147,361
12/1/20,Race-Asian,14363,216
