Date,variable,Cumulative Confirmed Case Count,Newly Confirmed Case Count
1/18/21,Age-18to64,781668,5656
1/19/21,Age-18to64,785644,3976
1/20/21,Age-18to64,792067,6423
1/21/21,Age-18to64,798237,6170
1/22/21,Age-18to64,805413,7176
1/23/21,Age-18to64,811033,5620
1/24/21,Age-18to64,815612,4579
1/25/21,Age-18to64,819643,4031
1/26/21,Age-18to64,824143,4500
1/27/21,Age-18to64,828486,4343
1/28/21,Age-18to64,832903,4417
1/29/21,Age-18to64,837693,4790
1/30/21,Age-18to64,841654,3961
1/31/21,Age-18to64,844505,2851
2/1/21,Age-18to64,846995,2490
2/2/21,Age-18to64,850404,3409
2/3/21,Age-18to64,856624,6220
2/4/21,Age-18to64,859671,3047
2/5/21,Age-18to64,862895,3224
2/6/21,Age-18to64,864946,2051
2/7/21,Age-18to64,866869,1923
2/8/21,Age-18to64,869033,2164
2/9/21,Age-18to64,871107,2074
2/10/21,Age-18to64,874197,3090
2/11/21,Age-18to64,876464,2267
2/12/21,Age-18to64,878537,2073
2/13/21,Age-18to64,879879,1342
2/14/21,Age-18to64,881193,1314
2/15/21,Age-18to64,882074,881
2/16/21,Age-18to64,883611,1537
2/17/21,Age-18to64,885445,1834
2/18/21,Age-18to64,887144,1699
2/19/21,Age-18to64,888854,1710
2/20/21,Age-18to64,889844,990
2/21/21,Age-18to64,890521,677
2/22/21,Age-18to64,892371,1850
2/23/21,Age-18to64,893926,1555
2/24/21,Age-18to64,895402,1476
2/25/21,Age-18to64,896726,1324
2/26/21,Age-18to64,897878,1152
2/27/21,Age-18to64,899006,1128
2/28/21,Age-18to64,899728,722
3/1/21,Age-18to64,900730,1002
3/2/21,Age-18to64,901934,1204
3/3/21,Age-18to64,903492,1558
3/4/21,Age-18to64,905180,1688
3/5/21,Age-18to64,906511,1331
3/6/21,Age-18to64,907529,1018
3/7/21,Age-18to64,908197,668
3/8/21,Age-18to64,909126,929
3/9/21,Age-18to64,910236,1110
3/10/21,Age-18to64,910236,0
3/11/21,Age-18to64,911922,1686
3/12/21,Age-18to64,912471,549
3/13/21,Age-18to64,913015,544
3/14/21,Age-18to64,913337,322
3/15/21,Age-18to64,913522,185
3/16/21,Age-18to64,914132,610
3/17/21,Age-18to64,914779,647
3/18/21,Age-18to64,915334,555
3/19/21,Age-18to64,915732,398
3/20/21,Age-18to64,916012,280
3/21/21,Age-18to64,916412,400
3/22/21,Age-18to64,916718,306
3/23/21,Age-18to64,917161,443
3/24/21,Age-18to64,917546,385
3/25/21,Age-18to64,918103,557
3/26/21,Age-18to64,918570,467
3/27/21,Age-18to64,918926,356
3/28/21,Age-18to64,919215,289
3/29/21,Age-18to64,919472,257
3/30/21,Age-18to64,919473,1
3/31/21,Age-18to64,919474,1
4/1/21,Age-18to64,920869,1395
4/2/21,Age-18to64,921430,561
4/3/21,Age-18to64,921803,373
4/4/21,Age-18to64,922046,243
4/5/21,Age-18to64,922274,228
4/6/21,Age-18to64,922573,299
4/7/21,Age-18to64,923056,483
4/8/21,Age-18to64,923596,540
4/9/21,Age-18to64,924128,532
4/10/21,Age-18to64,924514,386
4/11/21,Age-18to64,924822,308
4/12/21,Age-18to64,925122,300
4/13/21,Age-18to64,925398,276
4/14/21,Age-18to64,925778,380
4/15/21,Age-18to64,926247,469
4/16/21,Age-18to64,926603,356
4/17/21,Age-18to64,927361,758
4/18/21,Age-18to64,927585,224
4/19/21,Age-18to64,927819,234
4/20/21,Age-18to64,928065,246
4/21/21,Age-18to64,928315,250
4/22/21,Age-18to64,928612,297
4/23/21,Age-18to64,928881,269
4/24/21,Age-18to64,929117,236
4/25/21,Age-18to64,929329,212
4/26/21,Age-18to64,929505,176
4/27/21,Age-18to64,929688,183
4/28/21,Age-18to64,929960,272
4/29/21,Age-18to64,930209,249
4/30/21,Age-18to64,930493,284
5/1/21,Age-18to64,930991,498
5/2/21,Age-18to64,931133,142
5/3/21,Age-18to64,931292,159
5/4/21,Age-18to64,931405,113
5/5/21,Age-18to64,931660,255
5/6/21,Age-18to64,931894,234
5/7/21,Age-18to64,932107,213
5/8/21,Age-18to64,932283,176
5/9/21,Age-18to64,932483,200
5/10/21,Age-18to64,932575,92
5/11/21,Age-18to64,932748,173
5/12/21,Age-18to64,932904,156
5/13/21,Age-18to64,933281,377
5/14/21,Age-18to64,933439,158
5/15/21,Age-18to64,933531,92
5/16/21,Age-18to64,933641,110
5/17/21,Age-18to64,933714,73
5/18/21,Age-18to64,933850,136
5/19/21,Age-18to64,933997,147
5/20/21,Age-18to64,934151,154
5/21/21,Age-18to64,934440,289
5/22/21,Age-18to64,934564,124
5/23/21,Age-18to64,934666,102
5/24/21,Age-18to64,934795,129
5/25/21,Age-18to64,934906,111
5/26/21,Age-18to64,937640,2734
5/27/21,Age-18to64,937761,121
5/28/21,Age-18to64,937906,145
5/29/21,Age-18to64,938033,127
5/30/21,Age-18to64,938171,138
5/31/21,Age-18to64,938248,77
6/1/21,Age-18to64,938304,56
6/2/21,Age-18to64,938448,144
6/3/21,Age-18to64,938593,145
6/4/21,Age-18to64,938772,179
6/5/21,Age-18to64,938918,146
6/6/21,Age-18to64,939016,98
6/7/21,Age-18to64,939119,103
6/8/21,Age-18to64,939235,116
6/9/21,Age-18to64,939367,132
6/10/21,Age-18to64,939487,120
6/11/21,Age-18to64,939718,231
6/12/21,Age-18to64,939859,141
3/17/20,Age-65older,29,29
3/18/20,Age-65older,31,2
3/19/20,Age-65older,34,3
3/20/20,Age-65older,47,13
3/21/20,Age-65older,67,20
3/22/20,Age-65older,92,25
3/23/20,Age-65older,107,15
3/24/20,Age-65older,141,34
3/25/20,Age-65older,223,82
3/26/20,Age-65older,268,45
3/27/20,Age-65older,343,75
3/28/20,Age-65older,395,52
3/29/20,Age-65older,467,72
3/30/20,Age-65older,553,86
3/31/20,Age-65older,684,131
4/1/20,Age-65older,802,118
4/2/20,Age-65older,922,120
4/3/20,Age-65older,1077,155
4/4/20,Age-65older,1183,106
4/5/20,Age-65older,1305,122
4/6/20,Age-65older,1417,112
4/7/20,Age-65older,1552,135
4/8/20,Age-65older,1679,127
4/9/20,Age-65older,1806,127
4/10/20,Age-65older,1924,118
4/11/20,Age-65older,2017,93
4/12/20,Age-65older,2144,127
4/13/20,Age-65older,2297,153
4/14/20,Age-65older,2423,126
4/15/20,Age-65older,2525,102
4/16/20,Age-65older,2650,125
4/17/20,Age-65older,3018,368
4/18/20,Age-65older,3124,106
4/19/20,Age-65older,3264,140
4/20/20,Age-65older,3525,261
4/21/20,Age-65older,3707,182
4/22/20,Age-65older,3947,240
4/23/20,Age-65older,4205,258
4/24/20,Age-65older,4373,168
4/25/20,Age-65older,4505,132
4/26/20,Age-65older,4596,91
4/27/20,Age-65older,4770,174
4/28/20,Age-65older,5037,267
4/29/20,Age-65older,5251,214
4/30/20,Age-65older,5409,158
5/1/20,Age-65older,5586,177
5/2/20,Age-65older,5715,129
5/3/20,Age-65older,5936,221
5/4/20,Age-65older,6203,267
5/5/20,Age-65older,6378,175
5/6/20,Age-65older,6571,193
5/7/20,Age-65older,6739,168
5/8/20,Age-65older,6919,180
5/9/20,Age-65older,7051,132
5/10/20,Age-65older,7182,131
5/11/20,Age-65older,7310,128
5/12/20,Age-65older,7581,271
5/13/20,Age-65older,7715,134
5/14/20,Age-65older,7911,196
5/15/20,Age-65older,8026,115
5/16/20,Age-65older,8105,79
5/17/20,Age-65older,8208,103
5/18/20,Age-65older,8353,145
5/19/20,Age-65older,8508,155
5/20/20,Age-65older,8722,214
5/21/20,Age-65older,8854,132
5/22/20,Age-65older,8978,124
5/23/20,Age-65older,9107,129
5/24/20,Age-65older,9294,187
5/25/20,Age-65older,9439,145
5/26/20,Age-65older,9557,118
5/27/20,Age-65older,9674,117
5/28/20,Age-65older,9863,189
5/29/20,Age-65older,10018,155
5/30/20,Age-65older,10183,165
5/31/20,Age-65older,10272,89
6/1/20,Age-65older,10390,118
6/2/20,Age-65older,10521,131
6/3/20,Age-65older,10744,223
6/4/20,Age-65older,10901,157
6/5/20,Age-65older,11050,149
6/6/20,Age-65older,11206,156
6/7/20,Age-65older,11272,66
6/8/20,Age-65older,11381,109
6/9/20,Age-65older,11517,136
6/10/20,Age-65older,11639,122
6/11/20,Age-65older,11786,147
6/12/20,Age-65older,11938,152
6/13/20,Age-65older,12056,118
6/14/20,Age-65older,12086,30
6/15/20,Age-65older,12245,159
6/16/20,Age-65older,12402,157
6/17/20,Age-65older,12532,130
6/18/20,Age-65older,12663,131
6/19/20,Age-65older,12828,165
6/20/20,Age-65older,12971,143
6/21/20,Age-65older,13130,159
6/22/20,Age-65older,13370,240
6/23/20,Age-65older,13497,127
6/24/20,Age-65older,13732,235
6/25/20,Age-65older,13873,141
6/26/20,Age-65older,14070,197
6/27/20,Age-65older,14239,169
6/28/20,Age-65older,14416,177
6/29/20,Age-65older,14614,198
6/30/20,Age-65older,14762,148
7/1/20,Age-65older,14963,201
7/2/20,Age-65older,14963,0
7/3/20,Age-65older,14963,0
7/4/20,Age-65older,15540,577
7/5/20,Age-65older,15653,113
7/6/20,Age-65older,15907,254
7/7/20,Age-65older,16136,229
7/8/20,Age-65older,16316,180
7/9/20,Age-65older,16516,200
7/10/20,Age-65older,16726,210
7/11/20,Age-65older,16978,252
7/12/20,Age-65older,17157,179
7/13/20,Age-65older,17447,290
7/14/20,Age-65older,17676,229
7/15/20,Age-65older,17958,282
7/16/20,Age-65older,18154,196
7/17/20,Age-65older,18394,240
7/18/20,Age-65older,18605,211
7/19/20,Age-65older,18796,191
7/20/20,Age-65older,18991,195
7/21/20,Age-65older,19223,232
7/22/20,Age-65older,19352,129
7/23/20,Age-65older,19352,0
7/24/20,Age-65older,19352,0
7/25/20,Age-65older,19352,0
7/26/20,Age-65older,19352,0
7/27/20,Age-65older,21763,2411
7/28/20,Age-65older,22083,320
7/29/20,Age-65older,22290,207
7/30/20,Age-65older,22511,221
7/31/20,Age-65older,22702,191
8/1/20,Age-65older,22861,159
8/2/20,Age-65older,22995,134
8/3/20,Age-65older,23175,180
8/4/20,Age-65older,23439,264
8/5/20,Age-65older,23752,313
8/6/20,Age-65older,23997,245
8/7/20,Age-65older,24289,292
8/8/20,Age-65older,24445,156
8/9/20,Age-65older,24615,170
8/10/20,Age-65older,24755,140
8/11/20,Age-65older,24931,176
8/12/20,Age-65older,25171,240
8/13/20,Age-65older,25415,244
8/14/20,Age-65older,25600,185
8/15/20,Age-65older,25802,202
8/16/20,Age-65older,25894,92
8/17/20,Age-65older,25979,85
8/18/20,Age-65older,26122,143
8/19/20,Age-65older,26284,162
8/20/20,Age-65older,26453,169
8/21/20,Age-65older,26598,145
8/22/20,Age-65older,26752,154
8/23/20,Age-65older,26852,100
8/24/20,Age-65older,26970,118
8/25/20,Age-65older,27118,148
8/26/20,Age-65older,27275,157
8/27/20,Age-65older,27468,193
8/28/20,Age-65older,27590,122
8/29/20,Age-65older,27709,119
8/30/20,Age-65older,27806,97
8/31/20,Age-65older,27913,107
9/1/20,Age-65older,28045,132
9/2/20,Age-65older,28166,121
9/3/20,Age-65older,28341,175
9/4/20,Age-65older,28459,118
9/5/20,Age-65older,28553,94
9/6/20,Age-65older,28605,52
9/7/20,Age-65older,28658,53
9/8/20,Age-65older,28724,66
9/9/20,Age-65older,28864,140
9/10/20,Age-65older,28966,102
9/11/20,Age-65older,29071,105
9/12/20,Age-65older,29157,86
9/13/20,Age-65older,29197,40
9/14/20,Age-65older,29265,68
9/15/20,Age-65older,29362,97
9/16/20,Age-65older,29477,115
9/17/20,Age-65older,29608,131
9/18/20,Age-65older,29715,107
9/19/20,Age-65older,29833,118
9/20/20,Age-65older,29898,65
9/21/20,Age-65older,29961,63
9/22/20,Age-65older,30091,130
9/23/20,Age-65older,30238,147
9/24/20,Age-65older,30391,153
9/25/20,Age-65older,30511,120
9/26/20,Age-65older,30600,89
9/27/20,Age-65older,30653,53
9/28/20,Age-65older,30763,110
9/29/20,Age-65older,30841,78
9/30/20,Age-65older,30937,96
10/1/20,Age-65older,31055,118
10/2/20,Age-65older,31183,128
10/3/20,Age-65older,31276,93
10/4/20,Age-65older,31304,28
10/5/20,Age-65older,31416,112
10/6/20,Age-65older,31549,133
10/7/20,Age-65older,31673,124
10/8/20,Age-65older,31786,113
10/9/20,Age-65older,31884,98
10/10/20,Age-65older,31996,112
10/11/20,Age-65older,32065,69
10/12/20,Age-65older,32132,67
10/13/20,Age-65older,32233,101
10/14/20,Age-65older,32354,121
10/15/20,Age-65older,32445,91
10/16/20,Age-65older,32503,58
10/17/20,Age-65older,32560,57
10/18/20,Age-65older,32637,77
10/19/20,Age-65older,32702,65
10/20/20,Age-65older,32749,47
10/21/20,Age-65older,33115,366
10/22/20,Age-65older,33361,246
10/23/20,Age-65older,33525,164
10/24/20,Age-65older,33597,72
10/25/20,Age-65older,33597,0
10/26/20,Age-65older,33597,0
10/27/20,Age-65older,33916,319
10/28/20,Age-65older,34101,185
10/29/20,Age-65older,34207,106
10/30/20,Age-65older,34336,129
10/31/20,Age-65older,34478,142
11/1/20,Age-65older,34606,128
11/2/20,Age-65older,34695,89
11/3/20,Age-65older,34823,128
11/4/20,Age-65older,34997,174
11/5/20,Age-65older,35177,180
11/6/20,Age-65older,35339,162
11/7/20,Age-65older,35522,183
11/8/20,Age-65older,35622,100
11/9/20,Age-65older,35814,192
11/10/20,Age-65older,35946,132
11/11/20,Age-65older,36202,256
11/12/20,Age-65older,36426,224
11/13/20,Age-65older,36724,298
11/14/20,Age-65older,37019,295
11/15/20,Age-65older,37232,213
11/16/20,Age-65older,37416,184
11/17/20,Age-65older,37731,315
11/18/20,Age-65older,38056,325
11/19/20,Age-65older,38480,424
11/20/20,Age-65older,38896,416
11/21/20,Age-65older,39198,302
11/22/20,Age-65older,39729,531
11/23/20,Age-65older,40066,337
11/24/20,Age-65older,40421,355
11/25/20,Age-65older,40871,450
11/26/20,Age-65older,41346,475
11/27/20,Age-65older,41714,368
11/28/20,Age-65older,42237,523
11/29/20,Age-65older,42678,441
11/30/20,Age-65older,43276,598
12/1/20,Age-65older,43771,495
12/2/20,Age-65older,44574,803
12/3/20,Age-65older,45168,594
12/4/20,Age-65older,45934,766
12/5/20,Age-65older,46929,995
12/6/20,Age-65older,47653,724
12/7/20,Age-65older,48321,668
12/8/20,Age-65older,49078,757
12/9/20,Age-65older,50173,1095
12/10/20,Age-65older,51226,1053
12/11/20,Age-65older,52240,1014
12/12/20,Age-65older,53650,1410
12/13/20,Age-65older,54492,842
12/14/20,Age-65older,55533,1041
12/15/20,Age-65older,57270,1737
12/16/20,Age-65older,58765,1495
12/17/20,Age-65older,60140,1375
12/18/20,Age-65older,61448,1308
12/19/20,Age-65older,62969,1521
12/20/20,Age-65older,64135,1166
12/21/20,Age-65older,65389,1254
12/22/20,Age-65older,66998,1609
12/23/20,Age-65older,68627,1629
12/24/20,Age-65older,68627,0
12/25/20,Age-65older,71522,2895
12/26/20,Age-65older,72935,1413
12/27/20,Age-65older,74503,1568
12/28/20,Age-65older,75621,1118
12/29/20,Age-65older,76624,1003
12/30/20,Age-65older,78144,1520
12/31/20,Age-65older,80013,1869
1/1/21,Age-65older,81624,1611
1/2/21,Age-65older,83180,1556
1/3/21,Age-65older,84372,1192
1/4/21,Age-65older,85490,1118
1/5/21,Age-65older,86704,1214
1/6/21,Age-65older,88508,1804
1/7/21,Age-65older,90686,2178
1/8/21,Age-65older,92303,1617
1/9/21,Age-65older,93710,1407
1/10/21,Age-65older,95010,1300
1/11/21,Age-65older,96220,1210
1/12/21,Age-65older,97386,1166
1/13/21,Age-65older,99682,2296
1/14/21,Age-65older,101220,1538
1/15/21,Age-65older,102678,1458
1/16/21,Age-65older,104015,1337
1/17/21,Age-65older,105102,1087
1/18/21,Age-65older,105898,796
1/19/21,Age-65older,106599,701
1/20/21,Age-65older,107746,1147
1/21/21,Age-65older,108746,1000
1/22/21,Age-65older,109823,1077
1/23/21,Age-65older,110673,850
1/24/21,Age-65older,111404,731
1/25/21,Age-65older,112056,652
1/26/21,Age-65older,112771,715
1/27/21,Age-65older,113621,850
1/28/21,Age-65older,114424,803
1/29/21,Age-65older,115152,728
1/30/21,Age-65older,115875,723
1/31/21,Age-65older,116372,497
2/1/21,Age-65older,116846,474
2/2/21,Age-65older,117391,545
2/3/21,Age-65older,118433,1042
2/4/21,Age-65older,119016,583
2/5/21,Age-65older,119596,580
2/6/21,Age-65older,119988,392
2/7/21,Age-65older,120285,297
2/8/21,Age-65older,120673,388
2/9/21,Age-65older,121060,387
2/10/21,Age-65older,121695,635
2/11/21,Age-65older,122190,495
2/12/21,Age-65older,122541,351
2/13/21,Age-65older,122787,246
2/14/21,Age-65older,122995,208
2/15/21,Age-65older,123179,184
2/16/21,Age-65older,123434,255
2/17/21,Age-65older,123757,323
2/18/21,Age-65older,124097,340
2/19/21,Age-65older,124415,318
2/20/21,Age-65older,124590,175
2/21/21,Age-65older,124695,105
2/22/21,Age-65older,125045,350
2/23/21,Age-65older,125255,210
2/24/21,Age-65older,125481,226
2/25/21,Age-65older,125670,189
2/26/21,Age-65older,125828,158
2/27/21,Age-65older,125941,113
2/28/21,Age-65older,126057,116
3/1/21,Age-65older,126216,159
3/2/21,Age-65older,126427,211
3/3/21,Age-65older,126711,284
3/4/21,Age-65older,126987,276
3/5/21,Age-65older,127225,238
3/6/21,Age-65older,127354,129
3/7/21,Age-65older,127450,96
3/8/21,Age-65older,127613,163
3/9/21,Age-65older,127724,111
3/10/21,Age-65older,127724,0
3/11/21,Age-65older,127992,268
3/12/21,Age-65older,128052,60
3/13/21,Age-65older,128145,93
3/14/21,Age-65older,128189,44
3/15/21,Age-65older,128230,41
3/16/21,Age-65older,128292,62
3/17/21,Age-65older,128379,87
3/18/21,Age-65older,128461,82
3/19/21,Age-65older,128487,26
3/20/21,Age-65older,128540,53
3/21/21,Age-65older,128570,30
3/22/21,Age-65older,128598,28
3/23/21,Age-65older,128653,55
3/24/21,Age-65older,128694,41
3/25/21,Age-65older,128753,59
3/26/21,Age-65older,128792,39
3/27/21,Age-65older,128826,34
3/28/21,Age-65older,128842,16
3/29/21,Age-65older,128867,25
3/30/21,Age-65older,128867,0
3/31/21,Age-65older,128867,0
4/1/21,Age-65older,129015,148
4/2/21,Age-65older,129072,57
4/3/21,Age-65older,129109,37
4/4/21,Age-65older,129136,27
4/5/21,Age-65older,129175,39
4/6/21,Age-65older,129213,38
4/7/21,Age-65older,129250,37
4/8/21,Age-65older,129296,46
4/9/21,Age-65older,129359,63
4/10/21,Age-65older,129392,33
4/11/21,Age-65older,129418,26
4/12/21,Age-65older,129444,26
4/13/21,Age-65older,129460,16
4/14/21,Age-65older,129486,26
4/15/21,Age-65older,129521,35
4/16/21,Age-65older,129554,33
4/17/21,Age-65older,129773,219
4/18/21,Age-65older,129796,23
4/19/21,Age-65older,129814,18
4/20/21,Age-65older,129822,8
4/21/21,Age-65older,129842,20
4/22/21,Age-65older,129872,30
4/23/21,Age-65older,129887,15
4/24/21,Age-65older,129911,24
4/25/21,Age-65older,129925,14
4/26/21,Age-65older,129931,6
4/27/21,Age-65older,129959,28
4/28/21,Age-65older,129983,24
4/29/21,Age-65older,130016,33
4/30/21,Age-65older,130016,0
5/1/21,Age-65older,130016,0
5/2/21,Age-65older,130016,0
5/3/21,Age-65older,130021,5
5/4/21,Age-65older,130034,13
5/5/21,Age-65older,130059,25
5/6/21,Age-65older,130108,49
5/7/21,Age-65older,130128,20
5/8/21,Age-65older,130144,16
5/9/21,Age-65older,130196,52
5/10/21,Age-65older,130225,29
5/11/21,Age-65older,130252,27
5/12/21,Age-65older,130260,8
5/13/21,Age-65older,130324,64
5/14/21,Age-65older,130342,18
5/15/21,Age-65older,130353,11
5/16/21,Age-65older,130376,23
5/17/21,Age-65older,130394,18
5/18/21,Age-65older,130411,17
5/19/21,Age-65older,130434,23
5/20/21,Age-65older,130459,25
5/21/21,Age-65older,130495,36
5/22/21,Age-65older,130511,16
5/23/21,Age-65older,130526,15
5/24/21,Age-65older,130540,14
5/25/21,Age-65older,130556,16
5/26/21,Age-65older,131477,921
5/27/21,Age-65older,131493,16
5/28/21,Age-65older,131508,15
5/29/21,Age-65older,131522,14
5/30/21,Age-65older,131533,11
5/31/21,Age-65older,131540,7
6/1/21,Age-65older,131551,11
6/2/21,Age-65older,131564,13
6/3/21,Age-65older,131583,19
6/4/21,Age-65older,131601,18
6/5/21,Age-65older,131613,12
6/6/21,Age-65older,131622,9
6/7/21,Age-65older,131636,14
6/8/21,Age-65older,131654,18
6/9/21,Age-65older,131668,14
6/10/21,Age-65older,131682,14
6/11/21,Age-65older,131759,77
6/12/21,Age-65older,131778,19
3/17/20,Race-AmericanIndianAlaskaNative,0,0
3/18/20,Race-AmericanIndianAlaskaNative,0,0
3/19/20,Race-AmericanIndianAlaskaNative,0,0
3/20/20,Race-AmericanIndianAlaskaNative,0,0
3/21/20,Race-AmericanIndianAlaskaNative,0,0
3/22/20,Race-AmericanIndianAlaskaNative,0,0
3/23/20,Race-AmericanIndianAlaskaNative,0,0
3/24/20,Race-AmericanIndianAlaskaNative,0,0
3/25/20,Race-AmericanIndianAlaskaNative,0,0
3/26/20,Race-AmericanIndianAlaskaNative,0,0
3/27/20,Race-AmericanIndianAlaskaNative,0,0
3/28/20,Race-AmericanIndianAlaskaNative,0,0
3/29/20,Race-AmericanIndianAlaskaNative,0,0
3/30/20,Race-AmericanIndianAlaskaNative,0,0
3/31/20,Race-AmericanIndianAlaskaNative,0,0
4/1/20,Race-AmericanIndianAlaskaNative,0,0
4/2/20,Race-AmericanIndianAlaskaNative,0,0
4/3/20,Race-AmericanIndianAlaskaNative,0,0
4/4/20,Race-AmericanIndianAlaskaNative,0,0
4/5/20,Race-AmericanIndianAlaskaNative,0,0
4/6/20,Race-AmericanIndianAlaskaNative,0,0
4/7/20,Race-AmericanIndianAlaskaNative,0,0
4/8/20,Race-AmericanIndianAlaskaNative,0,0
4/9/20,Race-AmericanIndianAlaskaNative,0,0
4/10/20,Race-AmericanIndianAlaskaNative,0,0
4/11/20,Race-AmericanIndianAlaskaNative,0,0
4/12/20,Race-AmericanIndianAlaskaNative,0,0
4/13/20,Race-AmericanIndianAlaskaNative,0,0
4/14/20,Race-AmericanIndianAlaskaNative,0,0
4/15/20,Race-AmericanIndianAlaskaNative,0,0
4/16/20,Race-AmericanIndianAlaskaNative,0,0
4/17/20,Race-AmericanIndianAlaskaNative,0,0
4/18/20,Race-AmericanIndianAlaskaNative,0,0
4/19/20,Race-AmericanIndianAlaskaNative,0,0
4/20/20,Race-AmericanIndianAlaskaNative,0,0
4/21/20,Race-AmericanIndianAlaskaNative,0,0
4/22/20,Race-AmericanIndianAlaskaNative,12,12
4/23/20,Race-AmericanIndianAlaskaNative,12,0
4/24/20,Race-AmericanIndianAlaskaNative,12,0
4/25/20,Race-AmericanIndianAlaskaNative,12,0
4/26/20,Race-AmericanIndianAlaskaNative,12,0
4/27/20,Race-AmericanIndianAlaskaNative,13,1
4/28/20,Race-AmericanIndianAlaskaNative,13,0
4/29/20,Race-AmericanIndianAlaskaNative,13,0
4/30/20,Race-AmericanIndianAlaskaNative,13,0
5/1/20,Race-AmericanIndianAlaskaNative,13,0
5/2/20,Race-AmericanIndianAlaskaNative,13,0
5/3/20,Race-AmericanIndianAlaskaNative,14,1
5/4/20,Race-AmericanIndianAlaskaNative,15,1
5/5/20,Race-AmericanIndianAlaskaNative,16,1
5/6/20,Race-AmericanIndianAlaskaNative,16,0
5/7/20,Race-AmericanIndianAlaskaNative,16,0
5/8/20,Race-AmericanIndianAlaskaNative,18,2
5/9/20,Race-AmericanIndianAlaskaNative,19,1
5/10/20,Race-AmericanIndianAlaskaNative,19,0
5/11/20,Race-AmericanIndianAlaskaNative,19,0
5/12/20,Race-AmericanIndianAlaskaNative,20,1
5/13/20,Race-AmericanIndianAlaskaNative,21,1
5/14/20,Race-AmericanIndianAlaskaNative,23,2
5/15/20,Race-AmericanIndianAlaskaNative,27,4
5/16/20,Race-AmericanIndianAlaskaNative,27,0
5/17/20,Race-AmericanIndianAlaskaNative,28,1
5/18/20,Race-AmericanIndianAlaskaNative,29,1
5/19/20,Race-AmericanIndianAlaskaNative,30,1
5/20/20,Race-AmericanIndianAlaskaNative,31,1
5/21/20,Race-AmericanIndianAlaskaNative,31,0
5/22/20,Race-AmericanIndianAlaskaNative,31,0
5/23/20,Race-AmericanIndianAlaskaNative,36,5
5/24/20,Race-AmericanIndianAlaskaNative,37,1
5/25/20,Race-AmericanIndianAlaskaNative,41,4
5/26/20,Race-AmericanIndianAlaskaNative,42,1
5/27/20,Race-AmericanIndianAlaskaNative,42,0
5/28/20,Race-AmericanIndianAlaskaNative,45,3
5/29/20,Race-AmericanIndianAlaskaNative,50,5
5/30/20,Race-AmericanIndianAlaskaNative,51,1
5/31/20,Race-AmericanIndianAlaskaNative,53,2
6/1/20,Race-AmericanIndianAlaskaNative,54,1
6/2/20,Race-AmericanIndianAlaskaNative,56,2
6/3/20,Race-AmericanIndianAlaskaNative,57,1
6/4/20,Race-AmericanIndianAlaskaNative,57,0
6/5/20,Race-AmericanIndianAlaskaNative,58,1
6/6/20,Race-AmericanIndianAlaskaNative,59,1
6/7/20,Race-AmericanIndianAlaskaNative,59,0
6/8/20,Race-AmericanIndianAlaskaNative,59,0
6/9/20,Race-AmericanIndianAlaskaNative,60,1
6/10/20,Race-AmericanIndianAlaskaNative,60,0
6/11/20,Race-AmericanIndianAlaskaNative,61,1
6/12/20,Race-AmericanIndianAlaskaNative,62,1
6/13/20,Race-AmericanIndianAlaskaNative,62,0
6/14/20,Race-AmericanIndianAlaskaNative,62,0
6/15/20,Race-AmericanIndianAlaskaNative,62,0
6/16/20,Race-AmericanIndianAlaskaNative,62,0
6/17/20,Race-AmericanIndianAlaskaNative,62,0
6/18/20,Race-AmericanIndianAlaskaNative,63,1
6/19/20,Race-AmericanIndianAlaskaNative,64,1
6/20/20,Race-AmericanIndianAlaskaNative,64,0
6/21/20,Race-AmericanIndianAlaskaNative,65,1
6/22/20,Race-AmericanIndianAlaskaNative,70,5
6/23/20,Race-AmericanIndianAlaskaNative,73,3
6/24/20,Race-AmericanIndianAlaskaNative,73,0
6/25/20,Race-AmericanIndianAlaskaNative,76,3
6/26/20,Race-AmericanIndianAlaskaNative,79,3
6/27/20,Race-AmericanIndianAlaskaNative,81,2
6/28/20,Race-AmericanIndianAlaskaNative,81,0
6/29/20,Race-AmericanIndianAlaskaNative,81,0
6/30/20,Race-AmericanIndianAlaskaNative,83,2
7/1/20,Race-AmericanIndianAlaskaNative,84,1
7/2/20,Race-AmericanIndianAlaskaNative,84,0
7/3/20,Race-AmericanIndianAlaskaNative,84,0
7/4/20,Race-AmericanIndianAlaskaNative,85,1
7/5/20,Race-AmericanIndianAlaskaNative,87,2
7/6/20,Race-AmericanIndianAlaskaNative,91,4
7/7/20,Race-AmericanIndianAlaskaNative,97,6
7/8/20,Race-AmericanIndianAlaskaNative,99,2
7/9/20,Race-AmericanIndianAlaskaNative,101,2
7/10/20,Race-AmericanIndianAlaskaNative,105,4
7/11/20,Race-AmericanIndianAlaskaNative,112,7
7/12/20,Race-AmericanIndianAlaskaNative,114,2
7/13/20,Race-AmericanIndianAlaskaNative,115,1
7/14/20,Race-AmericanIndianAlaskaNative,120,5
7/15/20,Race-AmericanIndianAlaskaNative,123,3
7/16/20,Race-AmericanIndianAlaskaNative,127,4
7/17/20,Race-AmericanIndianAlaskaNative,134,7
7/18/20,Race-AmericanIndianAlaskaNative,139,5
7/19/20,Race-AmericanIndianAlaskaNative,140,1
7/20/20,Race-AmericanIndianAlaskaNative,142,2
7/21/20,Race-AmericanIndianAlaskaNative,150,8
