Date,variable,value
2021-01-26,Race-Hispanic,508731
2021-01-27,Race-Hispanic,512562
2021-01-28,Race-Hispanic,515887
2021-01-29,Race-Hispanic,519771
2021-01-30,Race-Hispanic,523381
2021-01-31,Race-Hispanic,525918
2021-02-01,Race-Hispanic,527900
2021-02-02,Race-Hispanic,530365
2021-02-03,Race-Hispanic,535328
2021-02-04,Race-Hispanic,537785
2021-02-05,Race-Hispanic,540253
2021-02-06,Race-Hispanic,541777
2021-02-07,Race-Hispanic,543630
2021-02-08,Race-Hispanic,545355
2021-02-09,Race-Hispanic,547475
2021-02-10,Race-Hispanic,549959
2021-02-11,Race-Hispanic,551412
2021-02-12,Race-Hispanic,553262
2021-02-13,Race-Hispanic,554785
2021-02-14,Race-Hispanic,556219
2021-02-15,Race-Hispanic,557032
2021-02-16,Race-Hispanic,558445
2021-02-17,Race-Hispanic,559952
2021-02-18,Race-Hispanic,561517
2021-02-19,Race-Hispanic,562928
2021-02-20,Race-Hispanic,564856
2021-02-21,Race-Hispanic,565983
2021-02-22,Race-Hispanic,568013
2021-02-23,Race-Hispanic,569843
2021-02-24,Race-Hispanic,571293
2021-02-25,Race-Hispanic,572925
2021-02-26,Race-Hispanic,574177
2021-02-27,Race-Hispanic,575714
2021-02-28,Race-Hispanic,576548
2021-03-01,Race-Hispanic,577419
2021-03-02,Race-Hispanic,579041
2021-03-03,Race-Hispanic,580614
2021-03-04,Race-Hispanic,582645
2021-03-05,Race-Hispanic,584572
2021-03-06,Race-Hispanic,585468
2021-03-07,Race-Hispanic,586572
2021-03-08,Race-Hispanic,587779
2021-03-09,Race-Hispanic,588907
2021-03-10,Race-Hispanic,588907
2021-03-11,Race-Hispanic,591996
2021-03-12,Race-Hispanic,593010
2021-03-13,Race-Hispanic,593740
2021-03-14,Race-Hispanic,594840
2021-03-15,Race-Hispanic,595763
2021-03-16,Race-Hispanic,596734
2021-03-17,Race-Hispanic,598039
2021-03-18,Race-Hispanic,599172
2021-03-19,Race-Hispanic,599910
2021-03-20,Race-Hispanic,600626
2021-03-21,Race-Hispanic,601080
2021-03-22,Race-Hispanic,601375
2021-03-23,Race-Hispanic,602318
2021-03-24,Race-Hispanic,603434
2021-03-25,Race-Hispanic,604762
2021-03-26,Race-Hispanic,605810
2021-03-27,Race-Hispanic,606863
2021-03-28,Race-Hispanic,608031
2021-03-29,Race-Hispanic,608683
2021-03-30,Race-Hispanic,609313
2021-03-31,Race-Hispanic,608683
2021-04-01,Race-Hispanic,611883
2021-04-02,Race-Hispanic,613106
2021-04-03,Race-Hispanic,613981
2021-04-04,Race-Hispanic,615307
2021-04-05,Race-Hispanic,616135
2021-04-06,Race-Hispanic,617344
2021-04-07,Race-Hispanic,618603
2021-04-08,Race-Hispanic,619267
2021-04-09,Race-Hispanic,620774
2021-04-10,Race-Hispanic,621218
2021-04-11,Race-Hispanic,622183
2021-04-12,Race-Hispanic,622479
2021-04-13,Race-Hispanic,622771
2021-04-14,Race-Hispanic,623524
2021-04-15,Race-Hispanic,624902
2021-04-16,Race-Hispanic,626096
2021-04-17,Race-Hispanic,627529
2021-04-18,Race-Hispanic,628117
2021-04-19,Race-Hispanic,628895
2021-04-20,Race-Hispanic,629742
2021-04-21,Race-Hispanic,630393
2021-04-22,Race-Hispanic,630851
2021-04-23,Race-Hispanic,631431
2021-04-24,Race-Hispanic,632383
2021-04-25,Race-Hispanic,632950
2021-04-26,Race-Hispanic,633553
2021-04-27,Race-Hispanic,634518
2021-04-28,Race-Hispanic,635579
2021-04-29,Race-Hispanic,636520
2021-04-30,Race-Hispanic,637601
2021-05-01,Race-Hispanic,638521
2021-05-02,Race-Hispanic,639779
2021-05-03,Race-Hispanic,640484
2021-05-04,Race-Hispanic,641584
2021-05-05,Race-Hispanic,642302
2021-05-06,Race-Hispanic,643381
2021-05-07,Race-Hispanic,644594
2021-05-08,Race-Hispanic,645909
2021-05-09,Race-Hispanic,647664
2021-05-10,Race-Hispanic,648508
2021-05-11,Race-Hispanic,649967
2021-05-12,Race-Hispanic,651195
2021-05-13,Race-Hispanic,652261
2021-05-14,Race-Hispanic,654051
2021-05-15,Race-Hispanic,654913
2021-05-16,Race-Hispanic,654976
2021-05-17,Race-Hispanic,655119
2021-05-18,Race-Hispanic,655243
2021-05-19,Race-Hispanic,655383
2021-05-20,Race-Hispanic,655480
2021-05-21,Race-Hispanic,655652
2021-05-22,Race-Hispanic,655711
2021-05-23,Race-Hispanic,655763
2021-05-24,Race-Hispanic,655852
2021-05-25,Race-Hispanic,655935
2021-05-26,Race-Hispanic,657828
2021-05-27,Race-Hispanic,657900
2021-05-28,Race-Hispanic,657953
2021-05-29,Race-Hispanic,658001
2021-05-30,Race-Hispanic,658070
2021-05-31,Race-Hispanic,658147
2021-06-01,Race-Hispanic,658199
2021-06-02,Race-Hispanic,658287
2021-06-03,Race-Hispanic,658351
2021-06-04,Race-Hispanic,658445
2021-06-05,Race-Hispanic,658530
2021-06-06,Race-Hispanic,658574
2021-06-07,Race-Hispanic,658652
2021-06-08,Race-Hispanic,658720
2021-06-09,Race-Hispanic,658816
2021-06-10,Race-Hispanic,658890
2021-06-11,Race-Hispanic,659059
2021-06-12,Race-Hispanic,659124
2020-03-17,Race-Hawaiian,0
2020-03-18,Race-Hawaiian,0
2020-03-19,Race-Hawaiian,0
2020-03-20,Race-Hawaiian,0
2020-03-21,Race-Hawaiian,0
2020-03-22,Race-Hawaiian,0
2020-03-23,Race-Hawaiian,0
2020-03-24,Race-Hawaiian,0
2020-03-25,Race-Hawaiian,0
2020-03-26,Race-Hawaiian,0
2020-03-27,Race-Hawaiian,0
2020-03-28,Race-Hawaiian,0
2020-03-29,Race-Hawaiian,0
2020-03-30,Race-Hawaiian,0
2020-03-31,Race-Hawaiian,0
2020-04-01,Race-Hawaiian,0
2020-04-02,Race-Hawaiian,0
2020-04-03,Race-Hawaiian,0
2020-04-04,Race-Hawaiian,0
2020-04-05,Race-Hawaiian,0
2020-04-06,Race-Hawaiian,0
2020-04-07,Race-Hawaiian,0
2020-04-08,Race-Hawaiian,0
2020-04-09,Race-Hawaiian,0
2020-04-10,Race-Hawaiian,0
2020-04-11,Race-Hawaiian,0
2020-04-12,Race-Hawaiian,0
2020-04-13,Race-Hawaiian,0
2020-04-14,Race-Hawaiian,0
2020-04-15,Race-Hawaiian,0
2020-04-16,Race-Hawaiian,0
2020-04-17,Race-Hawaiian,0
2020-04-18,Race-Hawaiian,0
2020-04-19,Race-Hawaiian,0
2020-04-20,Race-Hawaiian,0
2020-04-21,Race-Hawaiian,0
2020-04-22,Race-Hawaiian,172
2020-04-23,Race-Hawaiian,182
2020-04-24,Race-Hawaiian,182
2020-04-25,Race-Hawaiian,186
2020-04-26,Race-Hawaiian,187
2020-04-27,Race-Hawaiian,195
2020-04-28,Race-Hawaiian,206
2020-04-29,Race-Hawaiian,209
2020-04-30,Race-Hawaiian,214
2020-05-01,Race-Hawaiian,219
2020-05-02,Race-Hawaiian,219
2020-05-03,Race-Hawaiian,223
2020-05-04,Race-Hawaiian,219
2020-05-05,Race-Hawaiian,221
2020-05-06,Race-Hawaiian,224
2020-05-07,Race-Hawaiian,229
2020-05-08,Race-Hawaiian,234
2020-05-09,Race-Hawaiian,235
2020-05-10,Race-Hawaiian,242
2020-05-11,Race-Hawaiian,248
2020-05-12,Race-Hawaiian,279
2020-05-13,Race-Hawaiian,283
2020-05-14,Race-Hawaiian,285
2020-05-15,Race-Hawaiian,289
2020-05-16,Race-Hawaiian,298
2020-05-17,Race-Hawaiian,300
2020-05-18,Race-Hawaiian,300
2020-05-19,Race-Hawaiian,304
2020-05-20,Race-Hawaiian,305
2020-05-21,Race-Hawaiian,305
2020-05-22,Race-Hawaiian,305
2020-05-23,Race-Hawaiian,305
2020-05-24,Race-Hawaiian,305
2020-05-25,Race-Hawaiian,311
2020-05-26,Race-Hawaiian,313
2020-05-27,Race-Hawaiian,313
2020-05-28,Race-Hawaiian,321
2020-05-29,Race-Hawaiian,325
2020-05-30,Race-Hawaiian,329
2020-05-31,Race-Hawaiian,333
2020-06-01,Race-Hawaiian,333
2020-06-02,Race-Hawaiian,333
2020-06-03,Race-Hawaiian,333
2020-06-04,Race-Hawaiian,333
2020-06-05,Race-Hawaiian,333
2020-06-06,Race-Hawaiian,335
2020-06-07,Race-Hawaiian,338
2020-06-08,Race-Hawaiian,340
2020-06-09,Race-Hawaiian,321
2020-06-10,Race-Hawaiian,323
2020-06-11,Race-Hawaiian,329
2020-06-12,Race-Hawaiian,332
2020-06-13,Race-Hawaiian,338
2020-06-14,Race-Hawaiian,340
2020-06-15,Race-Hawaiian,340
2020-06-16,Race-Hawaiian,343
2020-06-17,Race-Hawaiian,343
2020-06-18,Race-Hawaiian,346
2020-06-19,Race-Hawaiian,347
2020-06-20,Race-Hawaiian,350
2020-06-21,Race-Hawaiian,360
2020-06-22,Race-Hawaiian,369
2020-06-23,Race-Hawaiian,375
2020-06-24,Race-Hawaiian,384
2020-06-25,Race-Hawaiian,387
2020-06-26,Race-Hawaiian,390
2020-06-27,Race-Hawaiian,393
2020-06-28,Race-Hawaiian,396
2020-06-29,Race-Hawaiian,398
2020-06-30,Race-Hawaiian,410
2020-07-01,Race-Hawaiian,414
2020-07-02,Race-Hawaiian,414
2020-07-03,Race-Hawaiian,414
2020-07-04,Race-Hawaiian,436
2020-07-05,Race-Hawaiian,447
2020-07-06,Race-Hawaiian,477
2020-07-07,Race-Hawaiian,491
2020-07-08,Race-Hawaiian,500
2020-07-09,Race-Hawaiian,508
2020-07-10,Race-Hawaiian,513
2020-07-11,Race-Hawaiian,534
2020-07-12,Race-Hawaiian,541
2020-07-13,Race-Hawaiian,553
2020-07-14,Race-Hawaiian,558
2020-07-15,Race-Hawaiian,572
2020-07-16,Race-Hawaiian,583
2020-07-17,Race-Hawaiian,595
2020-07-18,Race-Hawaiian,602
2020-07-19,Race-Hawaiian,611
2020-07-20,Race-Hawaiian,622
2020-07-21,Race-Hawaiian,633
2020-07-22,Race-Hawaiian,653
2020-07-23,Race-Hawaiian,661
2020-07-24,Race-Hawaiian,675
2020-07-25,Race-Hawaiian,685
2020-07-26,Race-Hawaiian,687
2020-07-27,Race-Hawaiian,693
2020-07-28,Race-Hawaiian,710
2020-07-29,Race-Hawaiian,713
2020-07-30,Race-Hawaiian,720
2020-07-31,Race-Hawaiian,722
2020-08-01,Race-Hawaiian,727
2020-08-02,Race-Hawaiian,730
2020-08-03,Race-Hawaiian,733
2020-08-04,Race-Hawaiian,733
2020-08-05,Race-Hawaiian,742
2020-08-06,Race-Hawaiian,749
2020-08-07,Race-Hawaiian,755
2020-08-08,Race-Hawaiian,758
2020-08-09,Race-Hawaiian,762
2020-08-10,Race-Hawaiian,768
2020-08-11,Race-Hawaiian,779
2020-08-12,Race-Hawaiian,791
2020-08-13,Race-Hawaiian,801
2020-08-14,Race-Hawaiian,807
2020-08-15,Race-Hawaiian,810
2020-08-16,Race-Hawaiian,812
2020-08-17,Race-Hawaiian,813
2020-08-18,Race-Hawaiian,814
2020-08-19,Race-Hawaiian,816
2020-08-20,Race-Hawaiian,820
2020-08-21,Race-Hawaiian,826
2020-08-22,Race-Hawaiian,831
2020-08-23,Race-Hawaiian,832
2020-08-24,Race-Hawaiian,832
2020-08-25,Race-Hawaiian,835
2020-08-26,Race-Hawaiian,836
2020-08-27,Race-Hawaiian,839
2020-08-28,Race-Hawaiian,841
2020-08-29,Race-Hawaiian,841
2020-08-30,Race-Hawaiian,842
2020-08-31,Race-Hawaiian,844
2020-09-01,Race-Hawaiian,850
2020-09-02,Race-Hawaiian,856
2020-09-03,Race-Hawaiian,856
2020-09-04,Race-Hawaiian,857
2020-09-05,Race-Hawaiian,862
2020-09-06,Race-Hawaiian,862
2020-09-07,Race-Hawaiian,863
2020-09-08,Race-Hawaiian,863
2020-09-09,Race-Hawaiian,868
2020-09-10,Race-Hawaiian,871
2020-09-11,Race-Hawaiian,876
2020-09-12,Race-Hawaiian,879
2020-09-13,Race-Hawaiian,882
2020-09-14,Race-Hawaiian,885
2020-09-15,Race-Hawaiian,884
2020-09-16,Race-Hawaiian,890
2020-09-17,Race-Hawaiian,895
2020-09-18,Race-Hawaiian,903
2020-09-19,Race-Hawaiian,909
2020-09-20,Race-Hawaiian,910
2020-09-21,Race-Hawaiian,911
2020-09-22,Race-Hawaiian,911
2020-09-23,Race-Hawaiian,912
2020-09-24,Race-Hawaiian,919
2020-09-25,Race-Hawaiian,923
2020-09-26,Race-Hawaiian,926
2020-09-27,Race-Hawaiian,927
2020-09-28,Race-Hawaiian,928
2020-09-29,Race-Hawaiian,932
2020-09-30,Race-Hawaiian,936
2020-10-01,Race-Hawaiian,938
2020-10-02,Race-Hawaiian,942
2020-10-03,Race-Hawaiian,947
2020-10-04,Race-Hawaiian,946
2020-10-05,Race-Hawaiian,951
2020-10-06,Race-Hawaiian,958
2020-10-07,Race-Hawaiian,960
2020-10-08,Race-Hawaiian,960
2020-10-09,Race-Hawaiian,964
2020-10-10,Race-Hawaiian,970
2020-10-11,Race-Hawaiian,971
2020-10-12,Race-Hawaiian,973
2020-10-13,Race-Hawaiian,975
2020-10-14,Race-Hawaiian,976
2020-10-15,Race-Hawaiian,976
2020-10-16,Race-Hawaiian,976
2020-10-17,Race-Hawaiian,978
2020-10-18,Race-Hawaiian,980
2020-10-19,Race-Hawaiian,981
2020-10-20,Race-Hawaiian,981
2020-10-21,Race-Hawaiian,998
2020-10-22,Race-Hawaiian,1002
2020-10-23,Race-Hawaiian,1006
2020-10-24,Race-Hawaiian,1011
2020-10-25,Race-Hawaiian,1006
2020-10-26,Race-Hawaiian,1011
2020-10-27,Race-Hawaiian,1019
2020-10-28,Race-Hawaiian,1030
2020-10-29,Race-Hawaiian,1035
2020-10-30,Race-Hawaiian,1034
2020-10-31,Race-Hawaiian,1037
2020-11-01,Race-Hawaiian,1042
2020-11-02,Race-Hawaiian,1044
2020-11-03,Race-Hawaiian,1042
2020-11-04,Race-Hawaiian,1059
2020-11-05,Race-Hawaiian,1064
2020-11-06,Race-Hawaiian,1068
2020-11-07,Race-Hawaiian,1077
2020-11-08,Race-Hawaiian,1082
2020-11-09,Race-Hawaiian,1089
2020-11-10,Race-Hawaiian,1102
2020-11-11,Race-Hawaiian,1111
2020-11-12,Race-Hawaiian,1122
2020-11-13,Race-Hawaiian,1142
2020-11-14,Race-Hawaiian,1168
2020-11-15,Race-Hawaiian,1176
2020-11-16,Race-Hawaiian,1181
2020-11-17,Race-Hawaiian,1194
2020-11-18,Race-Hawaiian,1211
2020-11-19,Race-Hawaiian,1234
2020-11-20,Race-Hawaiian,1245
2020-11-21,Race-Hawaiian,1260
2020-11-22,Race-Hawaiian,1287
2020-11-23,Race-Hawaiian,1305
2020-11-24,Race-Hawaiian,1318
2020-11-25,Race-Hawaiian,1342
2020-11-26,Race-Hawaiian,1353
2020-11-27,Race-Hawaiian,1370
2020-11-28,Race-Hawaiian,1405
2020-11-29,Race-Hawaiian,1429
2020-11-30,Race-Hawaiian,1446
2020-12-01,Race-Hawaiian,1462
2020-12-02,Race-Hawaiian,1518
2020-12-03,Race-Hawaiian,1549
2020-12-04,Race-Hawaiian,1589
2020-12-05,Race-Hawaiian,1651
2020-12-06,Race-Hawaiian,1677
2020-12-07,Race-Hawaiian,1707
2020-12-08,Race-Hawaiian,1736
2020-12-09,Race-Hawaiian,1798
2020-12-10,Race-Hawaiian,1841
2020-12-11,Race-Hawaiian,1891
2020-12-12,Race-Hawaiian,1954
2020-12-13,Race-Hawaiian,1993
2020-12-14,Race-Hawaiian,2046
2020-12-15,Race-Hawaiian,2134
2020-12-16,Race-Hawaiian,2220
2020-12-17,Race-Hawaiian,2287
2020-12-18,Race-Hawaiian,2357
2020-12-19,Race-Hawaiian,2443
2020-12-20,Race-Hawaiian,2501
2020-12-21,Race-Hawaiian,2555
2020-12-22,Race-Hawaiian,2602
2020-12-23,Race-Hawaiian,2701
2020-12-24,Race-Hawaiian,2701
2020-12-25,Race-Hawaiian,2831
2020-12-26,Race-Hawaiian,2897
2020-12-27,Race-Hawaiian,2988
2020-12-28,Race-Hawaiian,3038
2020-12-29,Race-Hawaiian,3072
2020-12-30,Race-Hawaiian,3128
2020-12-31,Race-Hawaiian,3216
2021-01-01,Race-Hawaiian,3287
2021-01-02,Race-Hawaiian,3397
2021-01-03,Race-Hawaiian,3444
2021-01-04,Race-Hawaiian,3505
2021-01-05,Race-Hawaiian,3567
2021-01-06,Race-Hawaiian,3655
2021-01-07,Race-Hawaiian,3782
2021-01-08,Race-Hawaiian,3842
2021-01-09,Race-Hawaiian,3905
2021-01-10,Race-Hawaiian,3955
2021-01-11,Race-Hawaiian,4002
2021-01-12,Race-Hawaiian,4037
2021-01-13,Race-Hawaiian,4104
2021-01-14,Race-Hawaiian,4171
2021-01-15,Race-Hawaiian,4232
2021-01-16,Race-Hawaiian,4362
2021-01-17,Race-Hawaiian,4400
2021-01-18,Race-Hawaiian,4420
2021-01-19,Race-Hawaiian,4445
2021-01-20,Race-Hawaiian,4497
2021-01-21,Race-Hawaiian,4522
2021-01-22,Race-Hawaiian,4552
2021-01-23,Race-Hawaiian,4593
2021-01-24,Race-Hawaiian,4608
2021-01-25,Race-Hawaiian,4631
2021-01-26,Race-Hawaiian,4653
2021-01-27,Race-Hawaiian,4656
2021-01-28,Race-Hawaiian,4676
2021-01-29,Race-Hawaiian,4682
2021-01-30,Race-Hawaiian,4684
2021-01-31,Race-Hawaiian,4696
2021-02-01,Race-Hawaiian,4708
2021-02-02,Race-Hawaiian,4730
2021-02-03,Race-Hawaiian,4790
2021-02-04,Race-Hawaiian,4803
2021-02-05,Race-Hawaiian,4819
2021-02-06,Race-Hawaiian,4825
2021-02-07,Race-Hawaiian,4822
2021-02-08,Race-Hawaiian,4828
2021-02-09,Race-Hawaiian,4839
2021-02-10,Race-Hawaiian,4856
2021-02-11,Race-Hawaiian,4862
2021-02-12,Race-Hawaiian,4862
2021-02-13,Race-Hawaiian,4871
2021-02-14,Race-Hawaiian,4872
2021-02-15,Race-Hawaiian,4876
2021-02-16,Race-Hawaiian,4878
2021-02-17,Race-Hawaiian,4878
2021-02-18,Race-Hawaiian,4878
2021-02-19,Race-Hawaiian,4882
2021-02-20,Race-Hawaiian,4882
2021-02-21,Race-Hawaiian,4882
2021-02-22,Race-Hawaiian,4887
2021-02-23,Race-Hawaiian,4890
2021-02-24,Race-Hawaiian,4894
2021-02-25,Race-Hawaiian,4901
2021-02-26,Race-Hawaiian,4909
2021-02-27,Race-Hawaiian,4919
2021-02-28,Race-Hawaiian,4924
2021-03-01,Race-Hawaiian,4924
2021-03-02,Race-Hawaiian,4924
2021-03-03,Race-Hawaiian,4924
2021-03-04,Race-Hawaiian,4924
2021-03-05,Race-Hawaiian,4929
2021-03-06,Race-Hawaiian,4934
2021-03-07,Race-Hawaiian,4934
2021-03-08,Race-Hawaiian,4937
2021-03-09,Race-Hawaiian,4937
2021-03-10,Race-Hawaiian,4937
2021-03-11,Race-Hawaiian,4937
2021-03-12,Race-Hawaiian,4937
2021-03-13,Race-Hawaiian,4937
2021-03-14,Race-Hawaiian,4937
2021-03-15,Race-Hawaiian,4937
2021-03-16,Race-Hawaiian,4937
2021-03-17,Race-Hawaiian,4937
2021-03-18,Race-Hawaiian,4939
2021-03-19,Race-Hawaiian,4944
2021-03-20,Race-Hawaiian,4944
2021-03-21,Race-Hawaiian,4945
2021-03-22,Race-Hawaiian,4946
2021-03-23,Race-Hawaiian,4943
2021-03-24,Race-Hawaiian,4945
2021-03-25,Race-Hawaiian,4950
2021-03-26,Race-Hawaiian,4957
2021-03-27,Race-Hawaiian,4956
2021-03-28,Race-Hawaiian,4959
2021-03-29,Race-Hawaiian,4959
2021-03-30,Race-Hawaiian,4960
2021-03-31,Race-Hawaiian,4959
2021-04-01,Race-Hawaiian,4965
2021-04-02,Race-Hawaiian,4971
2021-04-03,Race-Hawaiian,4958
2021-04-04,Race-Hawaiian,4957
2021-04-05,Race-Hawaiian,4961
2021-04-06,Race-Hawaiian,4966
2021-04-07,Race-Hawaiian,4963
2021-04-08,Race-Hawaiian,4962
2021-04-09,Race-Hawaiian,4956
2021-04-10,Race-Hawaiian,4953
2021-04-11,Race-Hawaiian,4949
2021-04-12,Race-Hawaiian,4947
2021-04-13,Race-Hawaiian,4942
2021-04-14,Race-Hawaiian,4938
2021-04-15,Race-Hawaiian,4941
2021-04-16,Race-Hawaiian,4943
2021-04-17,Race-Hawaiian,4961
2021-04-18,Race-Hawaiian,4964
2021-04-19,Race-Hawaiian,4964
2021-04-20,Race-Hawaiian,4964
2021-04-21,Race-Hawaiian,4964
2021-04-22,Race-Hawaiian,4965
2021-04-23,Race-Hawaiian,4965
2021-04-24,Race-Hawaiian,4965
2021-04-25,Race-Hawaiian,4966
2021-04-26,Race-Hawaiian,4968
2021-04-27,Race-Hawaiian,4968
2021-04-28,Race-Hawaiian,4968
2021-04-29,Race-Hawaiian,4968
2021-04-30,Race-Hawaiian,4968
2021-05-01,Race-Hawaiian,4965
2021-05-02,Race-Hawaiian,4970
2021-05-03,Race-Hawaiian,4976
2021-05-04,Race-Hawaiian,4972
2021-05-05,Race-Hawaiian,4976
2021-05-06,Race-Hawaiian,4973
2021-05-07,Race-Hawaiian,4973
2021-05-08,Race-Hawaiian,4975
2021-05-09,Race-Hawaiian,4976
2021-05-10,Race-Hawaiian,4981
2021-05-11,Race-Hawaiian,4981
2021-05-12,Race-Hawaiian,4985
2021-05-13,Race-Hawaiian,4989
2021-05-14,Race-Hawaiian,4998
2021-05-15,Race-Hawaiian,5000
2021-05-16,Race-Hawaiian,5001
2021-05-17,Race-Hawaiian,5001
2021-05-18,Race-Hawaiian,5002
2021-05-19,Race-Hawaiian,5002
2021-05-20,Race-Hawaiian,5002
2021-05-21,Race-Hawaiian,5006
2021-05-22,Race-Hawaiian,5007
2021-05-23,Race-Hawaiian,5007
2021-05-24,Race-Hawaiian,5008
2021-05-25,Race-Hawaiian,5009
2021-05-26,Race-Hawaiian,5020
2021-05-27,Race-Hawaiian,5022
2021-05-28,Race-Hawaiian,5024
2021-05-29,Race-Hawaiian,5027
2021-05-30,Race-Hawaiian,5027
2021-05-31,Race-Hawaiian,5027
2021-06-01,Race-Hawaiian,5027
2021-06-02,Race-Hawaiian,5029
2021-06-03,Race-Hawaiian,5030
2021-06-04,Race-Hawaiian,5031
2021-06-05,Race-Hawaiian,5033
2021-06-06,Race-Hawaiian,5033
2021-06-07,Race-Hawaiian,5033
2021-06-08,Race-Hawaiian,5033
2021-06-09,Race-Hawaiian,5034
2021-06-10,Race-Hawaiian,5036
2021-06-11,Race-Hawaiian,5042
2021-06-12,Race-Hawaiian,5043
2020-03-17,Race-White,0
2020-03-18,Race-White,0
2020-03-19,Race-White,0
2020-03-20,Race-White,0
2020-03-21,Race-White,0
2020-03-22,Race-White,0
2020-03-23,Race-White,0
2020-03-24,Race-White,0
2020-03-25,Race-White,0
2020-03-26,Race-White,0
2020-03-27,Race-White,0
2020-03-28,Race-White,0
2020-03-29,Race-White,0
2020-03-30,Race-White,0
2020-03-31,Race-White,0
2020-04-01,Race-White,0
2020-04-02,Race-White,0
2020-04-03,Race-White,0
2020-04-04,Race-White,0
2020-04-05,Race-White,0
2020-04-06,Race-White,0
2020-04-07,Race-White,0
2020-04-08,Race-White,1264
2020-04-09,Race-White,1292
2020-04-10,Race-White,1399
2020-04-11,Race-White,1504
2020-04-12,Race-White,1618
2020-04-13,Race-White,1788
2020-04-14,Race-White,1887
2020-04-15,Race-White,1970
2020-04-16,Race-White,2047
2020-04-17,Race-White,2162
2020-04-18,Race-White,2203
2020-04-19,Race-White,2311
2020-04-20,Race-White,2432
2020-04-21,Race-White,2517
2020-04-22,Race-White,2584
2020-04-23,Race-White,2639
2020-04-24,Race-White,2681
2020-04-25,Race-White,2728
2020-04-26,Race-White,2763
2020-04-27,Race-White,2923
2020-04-28,Race-White,3043
2020-04-29,Race-White,3088
2020-04-30,Race-White,3278
2020-05-01,Race-White,3386
2020-05-02,Race-White,3421
2020-05-03,Race-White,3555
2020-05-04,Race-White,3645
2020-05-05,Race-White,3766
2020-05-06,Race-White,3814
2020-05-07,Race-White,3900
2020-05-08,Race-White,3968
2020-05-09,Race-White,4047
2020-05-10,Race-White,4105
2020-05-11,Race-White,4375
2020-05-12,Race-White,4581
2020-05-13,Race-White,4645
2020-05-14,Race-White,4835
2020-05-15,Race-White,4913
2020-05-16,Race-White,5179
2020-05-17,Race-White,5299
2020-05-18,Race-White,5413
2020-05-19,Race-White,5581
2020-05-20,Race-White,5655
2020-05-21,Race-White,5737
2020-05-22,Race-White,5802
2020-05-23,Race-White,5901
2020-05-24,Race-White,5973
2020-05-25,Race-White,6072
2020-05-26,Race-White,6122
2020-05-27,Race-White,6157
2020-05-28,Race-White,6276
2020-05-29,Race-White,6602
2020-05-30,Race-White,6649
2020-05-31,Race-White,6805
2020-06-01,Race-White,6876
2020-06-02,Race-White,7012
2020-06-03,Race-White,7113
2020-06-04,Race-White,7194
2020-06-05,Race-White,7292
2020-06-06,Race-White,7322
2020-06-07,Race-White,7348
2020-06-08,Race-White,7413
2020-06-09,Race-White,7542
2020-06-10,Race-White,7591
2020-06-11,Race-White,7667
2020-06-12,Race-White,7745
2020-06-13,Race-White,7808
2020-06-14,Race-White,7826
2020-06-15,Race-White,7893
2020-06-16,Race-White,7986
2020-06-17,Race-White,8048
2020-06-18,Race-White,8037
2020-06-19,Race-White,8110
2020-06-20,Race-White,8173
2020-06-21,Race-White,8263
2020-06-22,Race-White,8361
2020-06-23,Race-White,8466
2020-06-24,Race-White,8556
2020-06-25,Race-White,8617
2020-06-26,Race-White,8721
2020-06-27,Race-White,8812
2020-06-28,Race-White,8877
2020-06-29,Race-White,8964
2020-06-30,Race-White,9172
2020-07-01,Race-White,9273
2020-07-02,Race-White,9273
2020-07-03,Race-White,9273
2020-07-04,Race-White,9685
2020-07-05,Race-White,9801
2020-07-06,Race-White,10035
2020-07-07,Race-White,10273
2020-07-08,Race-White,10404
2020-07-09,Race-White,10601
2020-07-10,Race-White,10847
2020-07-11,Race-White,11077
2020-07-12,Race-White,11228
2020-07-13,Race-White,11529
2020-07-14,Race-White,11721
2020-07-15,Race-White,11926
2020-07-16,Race-White,12120
2020-07-17,Race-White,12324
2020-07-18,Race-White,12520
2020-07-19,Race-White,12724
2020-07-20,Race-White,12866
2020-07-21,Race-White,13125
2020-07-22,Race-White,13293
2020-07-23,Race-White,13505
2020-07-24,Race-White,13811
2020-07-25,Race-White,13946
2020-07-26,Race-White,14044
2020-07-27,Race-White,14158
2020-07-28,Race-White,14539
2020-07-29,Race-White,14658
2020-07-30,Race-White,14828
2020-07-31,Race-White,14974
2020-08-01,Race-White,15054
2020-08-02,Race-White,15144
2020-08-03,Race-White,15281
2020-08-04,Race-White,15519
2020-08-05,Race-White,15625
2020-08-06,Race-White,15839
2020-08-07,Race-White,16054
2020-08-08,Race-White,16186
2020-08-09,Race-White,16319
2020-08-10,Race-White,16421
2020-08-11,Race-White,16634
2020-08-12,Race-White,16811
2020-08-13,Race-White,17008
2020-08-14,Race-White,17149
2020-08-15,Race-White,17257
2020-08-16,Race-White,17361
2020-08-17,Race-White,17431
2020-08-18,Race-White,17619
2020-08-19,Race-White,17726
2020-08-20,Race-White,17887
2020-08-21,Race-White,18039
2020-08-22,Race-White,18135
2020-08-23,Race-White,18237
2020-08-24,Race-White,18364
2020-08-25,Race-White,18589
2020-08-26,Race-White,18708
2020-08-27,Race-White,18867
2020-08-28,Race-White,19001
2020-08-29,Race-White,19076
2020-08-30,Race-White,19227
2020-08-31,Race-White,19310
2020-09-01,Race-White,19496
2020-09-02,Race-White,19591
