Date,variable,Cumulative Confirmed Case Count,Newly Confirmed Case Count,Cumulative Death Count,Newly Reported Death Count
2021-01-28,Race-AmericanIndianAlaskaNative,1832,14,0,0
2021-01-29,Race-AmericanIndianAlaskaNative,1846,14,0,0
2021-01-30,Race-AmericanIndianAlaskaNative,1846,0,0,0
2021-01-31,Race-AmericanIndianAlaskaNative,1853,7,0,0
2021-02-01,Race-AmericanIndianAlaskaNative,1859,6,0,0
2021-02-02,Race-AmericanIndianAlaskaNative,1867,8,0,0
2021-02-03,Race-AmericanIndianAlaskaNative,1878,11,0,0
2021-02-04,Race-AmericanIndianAlaskaNative,1882,4,0,0
2021-02-05,Race-AmericanIndianAlaskaNative,1891,9,0,0
2021-02-06,Race-AmericanIndianAlaskaNative,1894,3,0,0
2021-02-07,Race-AmericanIndianAlaskaNative,1897,3,0,0
2021-02-08,Race-AmericanIndianAlaskaNative,1904,7,0,0
2021-02-09,Race-AmericanIndianAlaskaNative,1906,2,0,0
2021-02-10,Race-AmericanIndianAlaskaNative,1908,2,0,0
2021-02-11,Race-AmericanIndianAlaskaNative,1915,7,0,0
2021-02-12,Race-AmericanIndianAlaskaNative,1919,4,0,0
2021-02-13,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-14,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-15,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-16,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-17,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-18,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-19,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-20,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-21,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-22,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-23,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-24,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-25,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-26,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-27,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-02-28,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-03-01,Race-AmericanIndianAlaskaNative,1919,0,0,0
2021-03-02,Race-AmericanIndianAlaskaNative,1920,1,0,0
2021-03-03,Race-AmericanIndianAlaskaNative,1927,7,0,0
2021-03-04,Race-AmericanIndianAlaskaNative,1931,4,0,0
2021-03-05,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-06,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-07,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-08,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-09,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-10,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-11,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-12,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-13,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-14,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-15,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-16,Race-AmericanIndianAlaskaNative,1931,0,0,0
2021-03-17,Race-AmericanIndianAlaskaNative,1933,2,0,0
2021-03-18,Race-AmericanIndianAlaskaNative,1937,4,0,0
2021-03-19,Race-AmericanIndianAlaskaNative,1939,2,0,0
2021-03-20,Race-AmericanIndianAlaskaNative,1939,0,0,0
2021-03-21,Race-AmericanIndianAlaskaNative,1939,0,0,0
2021-03-22,Race-AmericanIndianAlaskaNative,1939,0,0,0
2021-03-23,Race-AmericanIndianAlaskaNative,1940,1,0,0
2021-03-24,Race-AmericanIndianAlaskaNative,1941,1,0,0
2021-03-25,Race-AmericanIndianAlaskaNative,1946,5,0,0
2021-03-26,Race-AmericanIndianAlaskaNative,1952,6,0,0
2021-03-27,Race-AmericanIndianAlaskaNative,1956,4,0,0
2021-03-28,Race-AmericanIndianAlaskaNative,1956,0,0,0
2021-03-29,Race-AmericanIndianAlaskaNative,1957,1,0,0
2021-03-30,Race-AmericanIndianAlaskaNative,1958,1,0,0
2021-03-31,Race-AmericanIndianAlaskaNative,1958,0,0,0
2021-04-01,Race-AmericanIndianAlaskaNative,1961,3,0,0
2021-04-02,Race-AmericanIndianAlaskaNative,1961,0,0,0
2021-04-03,Race-AmericanIndianAlaskaNative,1961,0,0,0
2021-04-04,Race-AmericanIndianAlaskaNative,1961,0,0,0
2021-04-05,Race-AmericanIndianAlaskaNative,1963,2,0,0
2021-04-06,Race-AmericanIndianAlaskaNative,1964,1,0,0
2021-04-07,Race-AmericanIndianAlaskaNative,1965,1,0,0
2021-04-08,Race-AmericanIndianAlaskaNative,1966,1,0,0
2021-04-09,Race-AmericanIndianAlaskaNative,1967,1,0,0
2021-04-10,Race-AmericanIndianAlaskaNative,1968,1,0,0
2021-04-11,Race-AmericanIndianAlaskaNative,1970,2,0,0
2021-04-12,Race-AmericanIndianAlaskaNative,1974,4,0,0
2021-04-13,Race-AmericanIndianAlaskaNative,1975,1,0,0
2021-04-14,Race-AmericanIndianAlaskaNative,1977,2,0,0
2021-04-15,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-16,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-17,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-18,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-19,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-20,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-21,Race-AmericanIndianAlaskaNative,1977,0,0,0
2021-04-22,Race-AmericanIndianAlaskaNative,1980,3,0,0
2021-04-23,Race-AmericanIndianAlaskaNative,1980,0,0,0
2021-04-24,Race-AmericanIndianAlaskaNative,1982,2,0,0
2021-04-25,Race-AmericanIndianAlaskaNative,1983,1,0,0
2021-04-26,Race-AmericanIndianAlaskaNative,1983,0,0,0
2021-04-27,Race-AmericanIndianAlaskaNative,1984,1,0,0
2021-04-28,Race-AmericanIndianAlaskaNative,1984,0,0,0
2021-04-29,Race-AmericanIndianAlaskaNative,1984,0,0,0
2021-04-30,Race-AmericanIndianAlaskaNative,1984,0,0,0
2021-05-01,Race-AmericanIndianAlaskaNative,1984,0,0,0
2021-05-02,Race-AmericanIndianAlaskaNative,1984,0,0,0
2021-05-03,Race-AmericanIndianAlaskaNative,1987,3,0,0
2021-05-04,Race-AmericanIndianAlaskaNative,1988,1,0,0
2021-05-05,Race-AmericanIndianAlaskaNative,1988,0,0,0
2021-05-06,Race-AmericanIndianAlaskaNative,1988,0,0,0
2021-05-07,Race-AmericanIndianAlaskaNative,1988,0,0,0
2021-05-08,Race-AmericanIndianAlaskaNative,1989,1,0,0
2021-05-09,Race-AmericanIndianAlaskaNative,1989,0,0,0
2021-05-10,Race-AmericanIndianAlaskaNative,1989,0,0,0
2021-05-11,Race-AmericanIndianAlaskaNative,1991,2,0,0
2021-05-12,Race-AmericanIndianAlaskaNative,1993,2,0,0
2021-05-13,Race-AmericanIndianAlaskaNative,1993,0,0,0
2021-05-14,Race-AmericanIndianAlaskaNative,1994,1,0,0
2021-05-15,Race-AmericanIndianAlaskaNative,1994,0,0,0
2021-05-16,Race-AmericanIndianAlaskaNative,1994,0,0,0
2021-05-17,Race-AmericanIndianAlaskaNative,1994,0,0,0
2021-05-18,Race-AmericanIndianAlaskaNative,1996,2,0,0
2021-05-19,Race-AmericanIndianAlaskaNative,1996,0,0,0
2021-05-20,Race-AmericanIndianAlaskaNative,1996,0,0,0
2021-05-21,Race-AmericanIndianAlaskaNative,1997,1,0,0
2021-05-22,Race-AmericanIndianAlaskaNative,1997,0,0,0
2021-05-23,Race-AmericanIndianAlaskaNative,1997,0,0,0
2021-05-24,Race-AmericanIndianAlaskaNative,1997,0,0,0
2021-05-25,Race-AmericanIndianAlaskaNative,1997,0,0,0
2021-05-26,Race-AmericanIndianAlaskaNative,2002,5,0,0
2021-05-27,Race-AmericanIndianAlaskaNative,2002,0,0,0
2021-05-28,Race-AmericanIndianAlaskaNative,2004,2,0,0
2021-05-29,Race-AmericanIndianAlaskaNative,2004,0,0,0
2021-05-30,Race-AmericanIndianAlaskaNative,2004,0,0,0
2021-05-31,Race-AmericanIndianAlaskaNative,2006,2,0,0
2021-06-01,Race-AmericanIndianAlaskaNative,2006,0,0,0
2021-06-02,Race-AmericanIndianAlaskaNative,2006,0,0,0
2021-06-03,Race-AmericanIndianAlaskaNative,2006,0,0,0
2021-06-04,Race-AmericanIndianAlaskaNative,2006,0,0,0
2021-06-05,Race-AmericanIndianAlaskaNative,2006,0,0,0
2021-06-06,Race-AmericanIndianAlaskaNative,2006,0,0,0
2021-06-07,Race-AmericanIndianAlaskaNative,2007,1,0,0
2021-06-08,Race-AmericanIndianAlaskaNative,2007,0,0,0
2021-06-09,Race-AmericanIndianAlaskaNative,2007,0,0,0
2021-06-10,Race-AmericanIndianAlaskaNative,2007,0,0,0
2021-06-11,Race-AmericanIndianAlaskaNative,2007,0,0,0
2021-06-12,Race-AmericanIndianAlaskaNative,2007,0,0,0
2020-03-17,Race-Asian,0,0,0,0
2020-03-18,Race-Asian,0,0,0,0
2020-03-19,Race-Asian,0,0,0,0
2020-03-20,Race-Asian,0,0,0,0
2020-03-21,Race-Asian,0,0,0,0
2020-03-22,Race-Asian,0,0,0,0
2020-03-23,Race-Asian,0,0,0,0
2020-03-24,Race-Asian,0,0,0,0
2020-03-25,Race-Asian,0,0,0,0
2020-03-26,Race-Asian,0,0,0,0
2020-03-27,Race-Asian,0,0,0,0
2020-03-28,Race-Asian,0,0,0,0
2020-03-29,Race-Asian,0,0,0,0
2020-03-30,Race-Asian,0,0,0,0
2020-03-31,Race-Asian,0,0,0,0
2020-04-01,Race-Asian,0,0,0,0
2020-04-02,Race-Asian,0,0,0,0
2020-04-03,Race-Asian,0,0,0,0
2020-04-04,Race-Asian,0,0,0,0
2020-04-05,Race-Asian,0,0,0,0
2020-04-06,Race-Asian,0,0,0,0
2020-04-07,Race-Asian,0,0,0,0
2020-04-08,Race-Asian,508,508,0,0
2020-04-09,Race-Asian,526,18,0,0
2020-04-10,Race-Asian,589,63,0,0
2020-04-11,Race-Asian,666,77,0,0
2020-04-12,Race-Asian,716,50,0,0
2020-04-13,Race-Asian,779,63,0,0
2020-04-14,Race-Asian,811,32,0,0
2020-04-15,Race-Asian,862,51,0,0
2020-04-16,Race-Asian,922,60,0,0
2020-04-17,Race-Asian,992,70,0,0
2020-04-18,Race-Asian,1020,28,0,0
2020-04-19,Race-Asian,1074,54,0,0
2020-04-20,Race-Asian,1136,62,0,0
2020-04-21,Race-Asian,1194,58,0,0
2020-04-22,Race-Asian,1228,34,0,0
2020-04-23,Race-Asian,1266,38,0,0
2020-04-24,Race-Asian,1298,32,0,0
2020-04-25,Race-Asian,1330,32,0,0
2020-04-26,Race-Asian,1352,22,0,0
2020-04-27,Race-Asian,1417,65,0,0
2020-04-28,Race-Asian,1487,70,0,0
2020-04-29,Race-Asian,1515,28,0,0
2020-04-30,Race-Asian,1645,130,0,0
2020-05-01,Race-Asian,1704,59,0,0
2020-05-02,Race-Asian,1724,20,0,0
2020-05-03,Race-Asian,1815,91,0,0
2020-05-04,Race-Asian,1868,53,0,0
2020-05-05,Race-Asian,1916,48,0,0
2020-05-06,Race-Asian,1952,36,0,0
2020-05-07,Race-Asian,2003,51,0,0
2020-05-08,Race-Asian,2077,74,0,0
2020-05-09,Race-Asian,2109,32,0,0
2020-05-10,Race-Asian,2149,40,0,0
2020-05-11,Race-Asian,2245,96,0,0
2020-05-12,Race-Asian,2316,71,0,0
2020-05-13,Race-Asian,2417,101,0,0
2020-05-14,Race-Asian,2578,161,0,0
2020-05-15,Race-Asian,2704,126,0,0
2020-05-16,Race-Asian,2712,8,0,0
2020-05-17,Race-Asian,2770,58,0,0
2020-05-18,Race-Asian,2802,32,0,0
2020-05-19,Race-Asian,2866,64,0,0
2020-05-20,Race-Asian,2895,29,0,0
2020-05-21,Race-Asian,2926,31,0,0
2020-05-22,Race-Asian,2954,28,0,0
2020-05-23,Race-Asian,3008,54,0,0
2020-05-24,Race-Asian,3059,51,0,0
2020-05-25,Race-Asian,3112,53,0,0
2020-05-26,Race-Asian,3143,31,0,0
2020-05-27,Race-Asian,3153,10,0,0
2020-05-28,Race-Asian,3306,153,0,0
2020-05-29,Race-Asian,3352,46,0,0
2020-05-30,Race-Asian,3370,18,0,0
2020-05-31,Race-Asian,3417,47,0,0
2020-06-01,Race-Asian,3445,28,0,0
2020-06-02,Race-Asian,3480,35,0,0
2020-06-03,Race-Asian,3553,73,0,0
2020-06-04,Race-Asian,3591,38,0,0
2020-06-05,Race-Asian,3645,54,0,0
2020-06-06,Race-Asian,3664,19,0,0
2020-06-07,Race-Asian,3676,12,0,0
2020-06-08,Race-Asian,3692,16,0,0
2020-06-09,Race-Asian,3742,50,0,0
2020-06-10,Race-Asian,3755,13,0,0
2020-06-11,Race-Asian,3799,44,0,0
2020-06-12,Race-Asian,3818,19,0,0
2020-06-13,Race-Asian,3834,16,0,0
2020-06-14,Race-Asian,3852,18,0,0
2020-06-15,Race-Asian,3880,28,0,0
2020-06-16,Race-Asian,3906,26,0,0
2020-06-17,Race-Asian,3927,21,0,0
2020-06-18,Race-Asian,3928,1,0,0
2020-06-19,Race-Asian,3930,2,0,0
2020-06-20,Race-Asian,3943,13,0,0
2020-06-21,Race-Asian,3956,13,0,0
2020-06-22,Race-Asian,3984,28,0,0
2020-06-23,Race-Asian,4026,42,0,0
2020-06-24,Race-Asian,4073,47,0,0
2020-06-25,Race-Asian,4107,34,0,0
2020-06-26,Race-Asian,4146,39,0,0
2020-06-27,Race-Asian,4190,44,0,0
2020-06-28,Race-Asian,4203,13,0,0
2020-06-29,Race-Asian,4208,5,0,0
2020-06-30,Race-Asian,4275,67,0,0
2020-07-01,Race-Asian,4312,37,0,0
2020-07-02,Race-Asian,4312,0,0,0
2020-07-03,Race-Asian,4312,0,0,0
2020-07-04,Race-Asian,4416,104,0,0
2020-07-05,Race-Asian,4450,34,0,0
2020-07-06,Race-Asian,4536,86,0,0
2020-07-07,Race-Asian,4610,74,0,0
2020-07-08,Race-Asian,4627,17,0,0
2020-07-09,Race-Asian,4643,16,0,0
2020-07-10,Race-Asian,4719,76,0,0
2020-07-11,Race-Asian,4793,74,0,0
2020-07-12,Race-Asian,4845,52,0,0
2020-07-13,Race-Asian,4939,94,0,0
2020-07-14,Race-Asian,5025,86,0,0
2020-07-15,Race-Asian,5119,94,0,0
2020-07-16,Race-Asian,5126,7,0,0
2020-07-17,Race-Asian,5228,102,0,0
2020-07-18,Race-Asian,5312,84,0,0
2020-07-19,Race-Asian,5403,91,0,0
2020-07-20,Race-Asian,5473,70,0,0
2020-07-21,Race-Asian,5553,80,0,0
2020-07-22,Race-Asian,5640,87,0,0
2020-07-23,Race-Asian,5711,71,0,0
2020-07-24,Race-Asian,5830,119,0,0
2020-07-25,Race-Asian,5882,52,0,0
2020-07-26,Race-Asian,5936,54,0,0
2020-07-27,Race-Asian,5978,42,0,0
2020-07-28,Race-Asian,6138,160,0,0
2020-07-29,Race-Asian,6196,58,0,0
2020-07-30,Race-Asian,6283,87,0,0
2020-07-31,Race-Asian,6341,58,0,0
2020-08-01,Race-Asian,6390,49,0,0
2020-08-02,Race-Asian,6425,35,0,0
2020-08-03,Race-Asian,6479,54,0,0
2020-08-04,Race-Asian,6579,100,0,0
2020-08-05,Race-Asian,6650,71,0,0
2020-08-06,Race-Asian,6724,74,0,0
2020-08-07,Race-Asian,6836,112,0,0
2020-08-08,Race-Asian,6886,50,0,0
2020-08-09,Race-Asian,6917,31,0,0
2020-08-10,Race-Asian,6980,63,0,0
2020-08-11,Race-Asian,7092,112,0,0
2020-08-12,Race-Asian,7159,67,0,0
2020-08-13,Race-Asian,7216,57,0,0
2020-08-14,Race-Asian,7282,66,0,0
2020-08-15,Race-Asian,7326,44,0,0
2020-08-16,Race-Asian,7369,43,0,0
2020-08-17,Race-Asian,7397,28,0,0
2020-08-18,Race-Asian,7467,70,0,0
2020-08-19,Race-Asian,7500,33,0,0
2020-08-20,Race-Asian,7539,39,0,0
2020-08-21,Race-Asian,7597,58,0,0
2020-08-22,Race-Asian,7628,31,0,0
2020-08-23,Race-Asian,7648,20,0,0
2020-08-24,Race-Asian,7680,32,0,0
2020-08-25,Race-Asian,7743,63,0,0
2020-08-26,Race-Asian,7769,26,0,0
2020-08-27,Race-Asian,7818,49,0,0
2020-08-28,Race-Asian,7851,33,0,0
2020-08-29,Race-Asian,7874,23,0,0
2020-08-30,Race-Asian,7921,47,0,0
2020-08-31,Race-Asian,7932,11,0,0
2020-09-01,Race-Asian,8008,76,0,0
2020-09-02,Race-Asian,8031,23,0,0
2020-09-03,Race-Asian,8083,52,0,0
2020-09-04,Race-Asian,8113,30,0,0
2020-09-05,Race-Asian,8131,18,0,0
2020-09-06,Race-Asian,8139,8,0,0
2020-09-07,Race-Asian,8150,11,0,0
2020-09-08,Race-Asian,8178,28,0,0
2020-09-09,Race-Asian,8223,45,0,0
2020-09-10,Race-Asian,8268,45,0,0
2020-09-11,Race-Asian,8308,40,0,0
2020-09-12,Race-Asian,8330,22,0,0
2020-09-13,Race-Asian,8357,27,0,0
2020-09-14,Race-Asian,8375,18,0,0
2020-09-15,Race-Asian,8422,47,0,0
2020-09-16,Race-Asian,8470,48,0,0
2020-09-17,Race-Asian,8510,40,0,0
2020-09-18,Race-Asian,8552,42,0,0
2020-09-19,Race-Asian,8586,34,0,0
2020-09-20,Race-Asian,8603,17,0,0
2020-09-21,Race-Asian,8630,27,0,0
2020-09-22,Race-Asian,8666,36,0,0
2020-09-23,Race-Asian,8725,59,0,0
2020-09-24,Race-Asian,8777,52,0,0
2020-09-25,Race-Asian,8807,30,0,0
2020-09-26,Race-Asian,8835,28,0,0
2020-09-27,Race-Asian,8850,15,0,0
2020-09-28,Race-Asian,8878,28,0,0
2020-09-29,Race-Asian,8915,37,0,0
2020-09-30,Race-Asian,8949,34,0,0
2020-10-01,Race-Asian,8978,29,0,0
2020-10-02,Race-Asian,9011,33,0,0
2020-10-03,Race-Asian,9052,41,0,0
2020-10-04,Race-Asian,9060,8,0,0
2020-10-05,Race-Asian,9076,16,0,0
2020-10-06,Race-Asian,9130,54,0,0
2020-10-07,Race-Asian,9165,35,0,0
2020-10-08,Race-Asian,9204,39,0,0
2020-10-09,Race-Asian,9242,38,0,0
2020-10-10,Race-Asian,9271,29,0,0
2020-10-11,Race-Asian,9302,31,0,0
2020-10-12,Race-Asian,9312,10,0,0
2020-10-13,Race-Asian,9352,40,0,0
2020-10-14,Race-Asian,9387,35,0,0
2020-10-15,Race-Asian,9418,31,0,0
2020-10-16,Race-Asian,9449,31,0,0
2020-10-17,Race-Asian,9479,30,0,0
2020-10-18,Race-Asian,9503,24,0,0
2020-10-19,Race-Asian,9528,25,0,0
2020-10-20,Race-Asian,9557,29,0,0
2020-10-21,Race-Asian,9663,106,0,0
2020-10-22,Race-Asian,9752,89,0,0
2020-10-23,Race-Asian,9793,41,0,0
2020-10-24,Race-Asian,9825,32,0,0
2020-10-25,Race-Asian,9825,0,0,0
2020-10-26,Race-Asian,9825,0,0,0
2020-10-27,Race-Asian,9940,115,0,0
2020-10-28,Race-Asian,10017,77,0,0
2020-10-29,Race-Asian,10070,53,0,0
2020-10-30,Race-Asian,10115,45,0,0
2020-10-31,Race-Asian,10160,45,0,0
2020-11-01,Race-Asian,10199,39,0,0
2020-11-02,Race-Asian,10232,33,0,0
2020-11-03,Race-Asian,10294,62,0,0
2020-11-04,Race-Asian,10417,123,0,0
2020-11-05,Race-Asian,10481,64,0,0
2020-11-06,Race-Asian,10546,65,0,0
2020-11-07,Race-Asian,10621,75,0,0
2020-11-08,Race-Asian,10659,38,0,0
2020-11-09,Race-Asian,10731,72,0,0
2020-11-10,Race-Asian,10801,70,0,0
2020-11-11,Race-Asian,10912,111,0,0
2020-11-12,Race-Asian,11014,102,0,0
2020-11-13,Race-Asian,11145,131,0,0
2020-11-14,Race-Asian,11260,115,0,0
2020-11-15,Race-Asian,11344,84,0,0
2020-11-16,Race-Asian,11454,110,0,0
2020-11-17,Race-Asian,11611,157,0,0
2020-11-18,Race-Asian,11830,219,0,0
2020-11-19,Race-Asian,12021,191,0,0
2020-11-20,Race-Asian,12181,160,0,0
2020-11-21,Race-Asian,12285,104,0,0
2020-11-22,Race-Asian,12549,264,0,0
2020-11-23,Race-Asian,12686,137,0,0
2020-11-24,Race-Asian,12789,103,0,0
2020-11-25,Race-Asian,13020,231,0,0
2020-11-26,Race-Asian,13192,172,0,0
2020-11-27,Race-Asian,13328,136,0,0
2020-11-28,Race-Asian,13543,215,0,0
2020-11-29,Race-Asian,13786,243,0,0
2020-11-30,Race-Asian,14147,361,0,0
2020-12-01,Race-Asian,14363,216,0,0
2020-12-02,Race-Asian,14734,371,0,0
2020-12-03,Race-Asian,15049,315,0,0
2020-12-04,Race-Asian,15341,292,0,0
2020-12-05,Race-Asian,15776,435,0,0
2020-12-06,Race-Asian,16064,288,0,0
2020-12-07,Race-Asian,16342,278,0,0
2020-12-08,Race-Asian,16594,252,0,0
2020-12-09,Race-Asian,17143,549,0,0
2020-12-10,Race-Asian,17648,505,0,0
2020-12-11,Race-Asian,18122,474,0,0
2020-12-12,Race-Asian,18566,444,0,0
2020-12-13,Race-Asian,18887,321,0,0
2020-12-14,Race-Asian,19328,441,0,0
2020-12-15,Race-Asian,20260,932,0,0
2020-12-16,Race-Asian,20912,652,0,0
2020-12-17,Race-Asian,21617,705,0,0
2020-12-18,Race-Asian,22149,532,0,0
2020-12-19,Race-Asian,22716,567,0,0
2020-12-20,Race-Asian,23269,553,0,0
2020-12-21,Race-Asian,23812,543,0,0
2020-12-22,Race-Asian,24443,631,0,0
2020-12-23,Race-Asian,24957,514,0,0
2020-12-24,Race-Asian,24957,0,0,0
2020-12-25,Race-Asian,26175,1218,0,0
2020-12-26,Race-Asian,26800,625,0,0
2020-12-27,Race-Asian,27497,697,0,0
2020-12-28,Race-Asian,28048,551,0,0
2020-12-29,Race-Asian,28495,447,0,0
2020-12-30,Race-Asian,29228,733,0,0
2020-12-31,Race-Asian,30078,850,0,0
2021-01-01,Race-Asian,30737,659,0,0
2021-01-02,Race-Asian,31491,754,0,0
2021-01-03,Race-Asian,31904,413,0,0
2021-01-04,Race-Asian,32389,485,0,0
2021-01-05,Race-Asian,33010,621,0,0
2021-01-06,Race-Asian,33982,972,0,0
2021-01-07,Race-Asian,35119,1137,0,0
2021-01-08,Race-Asian,35979,860,0,0
2021-01-09,Race-Asian,36653,674,0,0
2021-01-10,Race-Asian,37353,700,0,0
2021-01-11,Race-Asian,38112,759,0,0
2021-01-12,Race-Asian,38776,664,0,0
2021-01-13,Race-Asian,39860,1084,0,0
2021-01-14,Race-Asian,40706,846,0,0
2021-01-15,Race-Asian,41417,711,0,0
2021-01-16,Race-Asian,42653,1236,0,0
2021-01-17,Race-Asian,43170,517,0,0
2021-01-18,Race-Asian,43591,421,0,0
2021-01-19,Race-Asian,43930,339,0,0
2021-01-20,Race-Asian,44514,584,0,0
2021-01-21,Race-Asian,44949,435,0,0
2021-01-22,Race-Asian,45509,560,0,0
2021-01-23,Race-Asian,45958,449,0,0
2021-01-24,Race-Asian,46331,373,0,0
2021-01-25,Race-Asian,46671,340,0,0
2021-01-26,Race-Asian,47112,441,0,0
2021-01-27,Race-Asian,47622,510,0,0
2021-01-28,Race-Asian,48034,412,0,0
2021-01-29,Race-Asian,48460,426,0,0
2021-01-30,Race-Asian,48825,365,0,0
2021-01-31,Race-Asian,49087,262,0,0
2021-02-01,Race-Asian,49318,231,0,0
2021-02-02,Race-Asian,49602,284,0,0
2021-02-03,Race-Asian,50661,1059,0,0
2021-02-04,Race-Asian,50974,313,0,0
2021-02-05,Race-Asian,51253,279,0,0
2021-02-06,Race-Asian,51475,222,0,0
2021-02-07,Race-Asian,51659,184,0,0
2021-02-08,Race-Asian,51899,240,0,0
2021-02-09,Race-Asian,52163,264,0,0
2021-02-10,Race-Asian,52163,0,0,0
2021-02-11,Race-Asian,52163,0,0,0
2021-02-12,Race-Asian,52328,165,0,0
2021-02-13,Race-Asian,52475,147,0,0
2021-02-14,Race-Asian,52646,171,0,0
2021-02-15,Race-Asian,52771,125,0,0
2021-02-16,Race-Asian,52887,116,0,0
2021-02-17,Race-Asian,53086,199,0,0
2021-02-18,Race-Asian,53254,168,0,0
2021-02-19,Race-Asian,53406,152,0,0
2021-02-20,Race-Asian,53540,134,0,0
2021-02-21,Race-Asian,53631,91,0,0
2021-02-22,Race-Asian,54294,663,0,0
2021-02-23,Race-Asian,54426,132,0,0
2021-02-24,Race-Asian,54559,133,0,0
2021-02-25,Race-Asian,54701,142,0,0
2021-02-26,Race-Asian,54808,107,0,0
2021-02-27,Race-Asian,54914,106,0,0
2021-02-28,Race-Asian,55006,92,0,0
2021-03-01,Race-Asian,55089,83,0,0
2021-03-02,Race-Asian,55200,111,0,0
2021-03-03,Race-Asian,55340,140,0,0
2021-03-04,Race-Asian,55515,175,0,0
2021-03-05,Race-Asian,55659,144,0,0
2021-03-06,Race-Asian,55745,86,0,0
2021-03-07,Race-Asian,55820,75,0,0
2021-03-08,Race-Asian,55925,105,0,0
2021-03-09,Race-Asian,56000,75,0,0
2021-03-10,Race-Asian,56000,0,0,0
2021-03-11,Race-Asian,56249,249,0,0
2021-03-12,Race-Asian,56341,92,0,0
2021-03-13,Race-Asian,56421,80,0,0
2021-03-14,Race-Asian,56482,61,0,0
2021-03-15,Race-Asian,56545,63,0,0
2021-03-16,Race-Asian,56625,80,0,0
2021-03-17,Race-Asian,56719,94,0,0
2021-03-18,Race-Asian,56801,82,0,0
2021-03-19,Race-Asian,56856,55,0,0
2021-03-20,Race-Asian,56912,56,0,0
2021-03-21,Race-Asian,56951,39,0,0
2021-03-22,Race-Asian,57000,49,0,0
2021-03-23,Race-Asian,57076,76,0,0
2021-03-24,Race-Asian,57122,46,0,0
2021-03-25,Race-Asian,57207,85,0,0
2021-03-26,Race-Asian,57292,85,0,0
2021-03-27,Race-Asian,57359,67,0,0
2021-03-28,Race-Asian,57398,39,0,0
2021-03-29,Race-Asian,57448,50,0,0
2021-03-30,Race-Asian,57448,0,0,0
2021-03-31,Race-Asian,57448,0,0,0
2021-04-01,Race-Asian,57667,219,0,0
2021-04-02,Race-Asian,57752,85,0,0
2021-04-03,Race-Asian,57839,87,0,0
2021-04-04,Race-Asian,57927,88,0,0
2021-04-05,Race-Asian,57985,58,0,0
2021-04-06,Race-Asian,58064,79,0,0
2021-04-07,Race-Asian,58162,98,0,0
2021-04-08,Race-Asian,58265,103,0,0
2021-04-09,Race-Asian,58395,130,0,0
2021-04-10,Race-Asian,58447,52,0,0
2021-04-11,Race-Asian,58529,82,0,0
2021-04-12,Race-Asian,58566,37,0,0
2021-04-13,Race-Asian,58612,46,0,0
2021-04-14,Race-Asian,58684,72,0,0
2021-04-15,Race-Asian,58770,86,0,0
2021-04-16,Race-Asian,58856,86,0,0
2021-04-17,Race-Asian,58970,114,0,0
2021-04-18,Race-Asian,59013,43,0,0
2021-04-19,Race-Asian,59079,66,0,0
2021-04-20,Race-Asian,59126,47,0,0
2021-04-21,Race-Asian,59185,59,0,0
2021-04-22,Race-Asian,59237,52,0,0
2021-04-23,Race-Asian,59274,37,0,0
2021-04-24,Race-Asian,59331,57,0,0
2021-04-25,Race-Asian,59368,37,0,0
2021-04-26,Race-Asian,59405,37,0,0
