Date,Age-0to17,Age-18to64,Age-65older,Race-AmericanIndianAlaskaNative,Race-Asian,Race-Black,Race-Hispanic,Race-Hawaiian,Race-White,Sex-Female,Sex-Male,Sex-Other
2021-05-11,5,6623,17405,47,3290,2019,12740,83,5616,9885,13970,4
2021-05-12,5,6629,17415,47,3291,2021,12750,83,5620,9893,13978,4
2021-05-13,5,6632,17429,47,3295,2022,12760,83,5624,9899,13989,4
2021-05-14,5,6635,17440,47,3297,2023,12769,83,5626,9903,13999,4
2021-05-15,5,6636,17444,47,3298,2023,12771,83,5628,9906,14001,4
2021-05-16,5,6636,17447,47,3298,2023,12773,83,5629,9908,14002,4
2021-05-17,5,6639,17453,47,3299,2025,12776,83,5632,9913,14005,4
2021-05-18,5,6643,17460,47,3298,2027,12781,83,5636,9920,14010,4
2021-05-19,5,6648,17478,47,3300,2032,12792,83,5641,9933,14020,4
2021-05-20,5,6656,17486,47,3302,2033,12803,83,5643,9942,14023,4
2021-05-21,5,6663,17492,47,3304,2034,12810,83,5639,9950,14028,4
2021-05-22,5,6664,17496,47,3305,2035,12814,83,5638,9952,14031,4
2021-05-23,5,6665,17499,47,3305,2036,12817,83,5638,9953,14034,4
2021-05-24,5,6667,17506,47,3306,2041,12820,83,5640,9956,14040,4
2021-05-25,5,6667,17514,47,3307,2048,12827,83,5653,9962,14045,4
2021-05-26,5,6690,17617,48,3325,2063,12882,84,5687,10008,14125,4
2021-05-27,5,6695,17622,48,3326,2064,12889,85,5689,10015,14128,4
2021-05-28,5,6697,17625,49,3327,2063,12890,86,5690,10015,14133,4
2021-05-29,5,6698,17625,49,3328,2064,12890,86,5689,10014,14135,4
2021-05-30,5,6699,17628,49,3331,2064,12891,86,5689,10016,14137,4
2021-05-31,5,6700,17630,49,3332,2064,12894,86,5688,10017,14139,4
2021-06-01,5,6704,17634,49,3333,2067,12896,86,5690,10020,14144,4
2021-06-02,5,6708,17640,49,3335,2068,12904,86,5692,10022,14152,4
2021-06-03,5,6713,17649,49,3338,2069,12907,86,5699,10029,14159,4
2021-06-04,5,6714,17658,49,3340,2069,12910,86,5704,10033,14165,4
2021-06-05,5,6714,17658,49,3340,2069,12910,86,5704,10033,14165,4
2021-06-06,5,6715,17660,49,3340,2070,12911,86,5705,10035,14166,4
2021-06-07,5,6719,17668,49,3341,2074,12914,86,5710,10043,14169,4
2021-06-08,5,6721,17670,49,3341,2074,12917,86,5714,10045,14171,4
2021-06-09,5,6722,17676,51,3338,2077,12929,87,5708,10044,14173,4
2021-06-10,5,6722,17676,51,3338,2077,12929,87,5708,10044,14173,4
2021-06-11,5,6722,17676,51,3338,2077,12929,87,5708,10044,14173,4
2021-06-12,5,6725,17678,51,3338,2080,12929,87,5710,10046,14176,4
